index	original	translation	scores	mean	z_scores	z_mean	model_scores
10	වටයෙන් වටය පුළුලුව පියවරෙන් පියවර වෙනස් වෙමින් අලුත් වෙමින් පෙර නොවූ ගුණ දරා ඉදිරියටම බලා යන දඟර ගමනක් ලෙස සමාජ විපරිණාමය ඔහු අර්ථගන්වයි.	The round wide by step changes new and unprecedented virtues as a struggling trip towards social dissatisfaction he defines.	[59, 45, 42]	48.666666666666664	[0.27858879599796, -0.3841043479062866, -0.3325509018116703]	-0.14602215123999898	-0.27932751178741455
11	මෙම අමාත්‍ය ධුරය විශේෂයෙන් ජාතික හා ජාත්‍යන්තරය අතර සබඳතාවය පවත්වන එක් මාධ්‍යයක් ලෙස හඳුනාගත හැකිය.	This ministry is especially recognised as one of the media that links national and international.	[100, 97, 96]	97.66666666666667	[1.6519876981908932, 1.159236752394301, 1.3952506836422687]	1.402158378075821	-0.2148517519235611
12	මෙකල වූ සේටියෑන් තුළින් සන්සුන්ව අසුන්ගෙන ගෙතුමෙහි යෙදෙන හෝ දවස පුරාම තේ පානය කරමින් සිටින සාමාන්‍ය දැරියකගේ හැසිරීම දක්නට නොවිණි.	In Setian, this is calmly seated in the garden or throughout the day, not to show the behavior of an ordinary girl.	[58, 52, 64]	58.0	[0.49861815353442007, -0.12873363095985368, 0.4319494919714941]	0.26727800484868686	-0.34587061405181885
13	ප්‍රථම පන්තියේ මඟීන්ට සුපෝකභෝගී භෝජන සැපයූ A La Carte Restaurant සහ Café Parisien යන සුපිරි ආපන ශාලාවන්ද මෙම තට්ටුවේය.	The first class passengers provided supersonic feasts for the a La Carte Restaurant and Café Parisienne, the super restaurant on this floor.	[1, 26, 21]	16.0	[-1.2299965034417848, -0.8519181151310806, -1.1413479741476098]	-1.0744208642401583	-0.20772497355937958
14	යම් සමාජ සන්දර්භයක් සාමකාමී ලෙස දිස් වුවද, මතුපිටින් නොපෙනිය හැකි ප‍්‍රතිවිරෝධතා මෙන්ම එම සමාජයට ආවේණික වු දුර්වලතා හේතු කොටගෙන කැරලි බිහිවීම සිදුවේ.	Although some social contexts are distinctly peaceful, as opposition to surface invisibility and to that society has caused weaknesses in rebellion.	[72, 58, 65]	65.0	[0.670786087666581, 0.22344938457608565, 0.9249391778988566]	0.6063915500471744	-0.275458425283432
15	ඉරාකය ඇමරිකාවට එරෙහි එදිරිවාදිකම් දිගින් දිගටම ක්‍රියාත්මක කරන අතර ත්‍රස්තවාදයට ද උඩගෙඩි දෙයි.	Iraq continues to act against the United States and will be upgraded to terrorism.	[1, 25, 24]	16.666666666666668	[-1.0265235071771266, -0.4431117140495733, -0.4925417368693465]	-0.6540589860320155	-0.2961565852165222
16	ඔහුට මෙම පර්යේෂණයේදී අන්තර්ගත අධ්‍යයනය වැදගත් සන්නිවේදන පර්යේෂණ මෙවලමක් ලෙස සංවර්ධනය කිරීමට හැකි විය.	He was able to develop the content study in this research as an important communication research tool.	[95, 91, 93]	93.0	[1.479482022434313, 1.0379844321373164, 1.439700011049302]	1.3190554885403103	-0.1284891664981842
17	අංකුර, පතුරු, කූඤ්ඤ , U බද්ධය වැනි බද්ධ ක්‍රම වලදි අහඹු ලෙස තෝරා ගන්නා ලද අනුජයකට ඒවා බද්ධ කිරීම සිදු කෙරේ.	Numbers, spreads, nests, u transplant methods to a randomly chosen sequence of transplants that transplant them.	[12, 24, 35]	23.666666666666668	[-1.2892440274050565, -1.0929474862051713, -0.4645647323337132]	-0.9489187486479803	-0.28493642807006836
18	1)\tප්‍රේරක යුගලනය වූ පරමාණුක ප්ලාස්මා විමෝචන වර්ණාවලීක්ෂණය	1) ageing atomic plasma quantum spectroscopy	[20, 1, 24]	15.0	[-0.9529999086086224, -1.5546906776997569, -0.4766051346890011]	-0.9947652403324602	-0.2866748869419098
19	තමන් මුහුණ පෑ කිසියම් අප්‍රසන්න අත්දැකීමකින් මතුවන කාංසාව තුනී කරනු වස් යථාර්තවාදී නොවන අයුරින් හේතු දක්වමින් තර්ක කිරීමයි.	Thin the anxiety that arises from any disproportionate experience that is not realistic for reasons of arguments.	[25, 22, 28]	25.0	[-1.2353249834906288, -1.264820483753075, -0.7753980020788976]	-1.091847823107534	-0.3366659879684448
20	එහිදී උපදේශකවරයා‍ට බනින්නේනම් එහිද ප්‍රතිකාරාත්මක වටිනාකමක් ඇත.	If the counselor is blamed there is a treatment value.	[75, 92, 92]	86.33333333333333	[0.8379290710660446, 1.0049775579696798, 1.2677607305425547]	1.0368891198594266	-0.31096315383911133
21	” ඕනෑම සිදුවීමක් ලේ ගැලීමට දායක විය හැක.” කැරළි ගිනිගෙන දැවෙන ගිනි කන්දකට සමාන කළ හැක.	<unk> can contribute to bleeding any event. <unk> can resemble a rebellion burning volcano.	[11, 15, 18]	14.666666666666666	[-1.2666156654956375, -1.3706140361694898, -1.089095156332331]	-1.2421082859991528	-0.24036210775375366
22	විවාහ වීමෙන් පසු ගැහැණුන් කළ යුතු ප්‍රධාන කරුණ වූයේ දරුවන් බිහි කිරීම සහ පවුල් වෙනුවෙන් කැපවීමයි.	The majority of women to do after marriage were dedicated to raising and families.	[24, 14, 19]	19.0	[-0.8921181496302826, -0.6301326492710676, -1.1318013134940696]	-0.8846840374651399	-0.23385950922966003
23	පරමාණු අතිශයින් කුඩා වස්තූන් වන අතර සමානුපාතික ලෙසින් ක්ෂුද්‍ර ස්කන්ධයන්ට හිමිකම් කියති.	Atoms are extremely small objects and colloquially belong to microscopic masses.	[88, 94, 82]	88.0	[1.2624519060681438, 1.124406935798552, 0.6964591691204369]	1.0277726703290442	-0.1870320439338684
24	මේ විශ බව අමු ලූනු සහ පිසින ලද ලූනු වල අඩංගු sulfoxides හේතුකොටගෙන සිදුවිය හැක.	This venom can be caused by sulfoxides contained in stringed and filled rope.	[21, 35, 28]	28.0	[-1.1855030028599443, -0.5752356362057515, -0.20325018691069624]	-0.6546629419921307	-0.2839305102825165
25	එම කැරලි විවිධාකාර ස්වරූපයන් ගන්නේ එයට පදනම සපයන හේතු සාදක මතයි.	Those rebels take various forms of reasons that provide the basis for the parties.	[30, 37, 22]	29.666666666666668	[-0.3909667316709961, -0.5176206337649276, -0.8878752184386345]	-0.5988208612915195	-0.2897011637687683
26	මූලාශ්‍ර අතර පරතර මෙන්ම පරස්පරතා පැවතිය ද, ක්‍රි.පූ.	The distance between the sources is as far as the distance between the sources, kr.	[75, 82, 79]	78.66666666666667	[0.6116196858611223, 0.6964591691204369, 0.9681784514060203]	0.7587524354625265	-0.41113799810409546
27	ඊජිප්තුවේ දහඅටවන රාජවංශයේ අමර්ණ යුගය අවසානයේ පාරාවෝ ලෙස රාජ්‍ය පාලනය සිදුකළ කාන්තාවක් පිළිබඳ පුරාවිද්‍යාත්මක සාධක හමුවී ඇත.	At the end of the tenth dynasty amarna era in Egypt, archaeological evidence of a woman who ruled the state as Pharaoh is found.	[86, 92, 97]	91.66666666666667	[1.196114867000978, 1.2677607305425547, 1.9684145719892314]	1.4774300565109213	-0.2155616283416748
28	පූර්ව කර්ණාකාර ධමනි යනු තලස්ථ ශංඛක ධමනියේ ශාඛා වේ.	The precursor arteries are branchlets of the blade spherical artery.	[58, 47, 53]	52.666666666666664	[0.49861815353442007, -0.30708124371035744, 0.049699295079911915]	0.08041206830132484	-0.25332826375961304
29	යමෙකුගේ ජාන ආකාරය, පරිසරය හා අන්තර් ක්‍රියා කිරීම නිසා ඔහුගේ රූපාකාරය රඳා පවතී.	Somebody's genetic manner, environment and interaction depends on his rupture.	[13, 21, 10]	14.666666666666666	[-1.18093632420358, -0.9785406532915184, -0.9414272469569176]	-1.0336347414840052	-0.22054554522037506
30	අඳ ගොවීන් හා ඉඩම් හිමියන් අතර ඇතිවන ගැටුම්වලදී ඒවා නිරාකරණය කිරිමේ බලය.	The power of disarming them in conflicts between the drainage farmers and landlords.	[94, 66, 92]	84.0	[1.4744500289485367, 0.4200277761277376, 1.0049775579696798]	0.9664851210153179	-0.3154151737689972
31	යම් කාලයක් සඳහා මාලිගයට පැමිණ තමන්ව බැහැදැකීමේ අවසරය ඇය වං හට ලබාදුන්නා ය.	For some time, the permission of the palace to dispose of herself was given to wang.	[100, 80, 90]	90.0	[1.2972519431210237, 0.8700130004429674, 1.3263642473409538]	1.1645430636349816	-0.32669445872306824
32	\tදේශපාලන වශයෙන් සංවිධානය වූ සමාජයක පුද්ගලයින් එහි බල ආයතන සමඟ ක්‍රියාකාරී වෙමින් බල ආයතන වටා හැසිරෙන ආකාරය දේශපාලන චර්යාව ලෙස සැලකේ.	The individuals of a society that originally organized activities with its power institutions behaving around power institutions as political role.	[88, 86, 84]	86.0	[1.265949921553128, 1.196114867000978, 0.7581628468902855]	1.0734092118147973	-0.289774090051651
33	ශාකයක්, බල්බ කිහිපයක් ඇති ඇග්‍රිගේට් පොකුරක් සාදයි.	A plant, made of agrigate cluster with several bulbs.	[52, 66, 37]	51.666666666666664	[0.014949277180677165, 0.9301185321669683, -0.3994400421637253]	0.18187592239464004	-0.21783004701137543
34	ථේරවාද සම්ප්‍රදාය විභජ්ජවග්ග නොහොත් විභජ්ජවාද නොහොත් 'විශ්ලේෂණයේ ධර්මය' ලෙසින් ද පැවත එන්නයි.	The Transcendental tradition is unconventional or descendental as 'the ethics of analysis'.	[71, 92, 82]	81.66666666666667	[0.4670841637921903, 1.0049775579696798, 1.0574498141577195]	0.8431705119731966	-0.34048527479171753
35	ජුමොං ක්‍රමයෙන් එය ජොල්බොන් බවට පත්කළ අතර, ඔහු එහි පාලකයාගේ දියණිය වූ සෝසොනෝ විවාහ කරගත්තේ ය.	Jumong way made it into jolbon, and he married the daughter of its ruler sozono.	[73, 83, 92]	82.66666666666667	[0.7728043808960567, 0.8075244223740209, 1.2677607305425547]	0.9493631779375441	-0.2662631869316101
36	කෙසේ වෙතත් මේ අදහසට පොදු ‍ව්‍යාපාරිකයෝ එකඟ නොවෙති.	However, the public businessmen disagree on this idea.	[89, 100, 79]	89.33333333333333	[1.1174940131023843, 1.6519876981908932, 1.3655330004795303]	1.3783382372576025	-0.29212453961372375
37	කුඩා මුරපොල වලට පමණක් නොව සෙන්ට් ඔගස්ටින් වෙත පවා කොල්ලකරුවෝ නිර්දය ලෙස පහර දුන්හ.	Not only did the small checkpoint pirates attack the innocent even to Saint Augustine.	[57, 38, 37]	44.0	[0.5655455369084997, -0.3927974368179827, -0.45529039793536685]	-0.09418076594828327	-0.3324885368347168
38	එනම්; චිරාගත නායකත්වයන්ට තම පන්තිය මත තිබූ මතවාදී ආධිපත්‍ය අහිමිවන තත්ත්වයකි.	Then; the chiral leadership lost the opinion dominant situation on their class.	[85, 67, 83]	78.33333333333333	[0.8651394248148447, 0.4063092072916576, 0.7273110080053612]	0.6662532133706213	-0.31460076570510864
39	ජියෑං සහ ෂුගේ දස වසරක පාලනය තුළ මහජන චීන සමූහාණ්ඩුවේ ආර්ථික ප්‍රතිසංස්කරණ අනුව ගොවීන් මිලියන 150ක් පමණ දරිද්‍රතා‍වයෙන් මුදවා ගැනීමට හැකි විය.	In Jian and zhu's tenth year control of the public Chinese Republic's economic reforms, about 150 million farmers were able to rescue from the harbor.	[81, 83, 84]	82.66666666666667	[1.022699796258485, 1.0984278317459961, 0.7581628468902855]	0.9597634916315888	-0.21977414190769196
40	මෙම සම්මුතිය හරහා ඔවුන් හිම වලසුන් පිලිබදව පර්යේෂණ හා සංරක්ෂණ කටයුතු වලට අන්‍යෝන්‍ය සහයෝගිතාව පලකර ඇත.	Through this conference they have conducted mutual collaboration to research and conservation of snow bears.	[100, 94, 88]	94.0	[1.6519876981908932, 1.124406935798552, 1.1402707774428407]	1.3055551371440952	-0.2566424310207367
41	මේ අනුව ‘හෙජමොනිය’, පාලනයේ වැදගත් මානයක් ලෙස ග‍්‍රාම්ස්චි දක්වයි.	According to this verse, Gramschi as an important dimension of control.	[10, 18, 25]	17.666666666666668	[-1.2954231667160496, -1.3414973976632791, -0.8555881400808178]	-1.1641695681533824	-0.26645427942276
42	thumbටාබොසොරස් ඇට සැකිල්ලක් ක්‍රිටේපියස් යුගයේ අගභාගයේ දී සිදු වූ ක්‍රිටේපියස් තෘතීක නෂ්ටවීම නිසා වඳ වී ගිය පක්ෂි නොවූ ඩයිනෝසෝරසයෙකි.	A thumbatabosaurus bone skeleton that occurred at the end of the kratapius age due to the tertiary napping of an extinct unidentified dinosaur.	[34, 30, 24]	29.333333333333332	[-0.2397820911495714, -0.719273142307811, -0.8227505282686466]	-0.5939352539086763	-0.2491622418165207
43	බොහෝ දෙනෙකු පවසන්නේ ලොව ඛනිජ තෙල් සම්පත අවසන් වෙමින් පවතින බවයි.	Many say that the world's mineral resource is ending.	[100, 73, 100]	91.0	[1.6519876981908932, 0.5393519248266563, 1.251792269049074]	1.1477106306888745	-0.2691919505596161
44	934දී ඔහු පසුකාලීන බෙක්ජේ රාජ්‍යයට පහර දුන් අතර එයට පසු වර්ෂයේ සිල්ලාව ද යටත් විය.	In 934 he attacked the lateran bekje monastery and later surrendered the sila of the rain.	[23, 18, 28]	23.0	[-0.8553128733536405, -1.2780585195147172, -0.3642887339871833]	-0.8325533756185136	-0.2561786472797394
45	”ත‍්‍රස්ත‍්‍රවාදීන් සංකේතීය වශයෙන් දේශපාලන දෘෂ්ටිවාදයකට ඇල්මක් ඇත.	Territories symbolically have an alignment to a political perspective.	[80, 90, 85]	85.0	[0.7922890884472873, 0.9432738801998312, 1.1635525219159841]	0.9663718301877008	-0.1948637217283249
46	•\tමාක්ස් ලෙනින්වාදී දේශපාලන සහ ආර්ථික සිද්ධාන්ත පදනම් කොට ගෙන මෙම ආණ්ඩුක්‍රම ගොඩ නගා ඇත.	• The Leninist political and economic theories are based on this governance.	[34, 24, 29]	29.0	[-0.49712707741870715, -0.4925417368693465, -0.7402060307779392]	-0.576624948355331	-0.24405734241008759
47	ඔහුගේ මෙම මතය නිසාම වැරින්ග්ටන්හි මධ්‍යම පාන්තික සිසුන්ට ඔහු යටතේ නියම වූ පාඩම් මාලාව සාම්ප්‍රදායික ක්‍රමවලින් හා විෂය පථයන්ගෙන් ඔබ්බට යන්නක් විය.	Because of his opinion to the middle class students of Warrington he undertook lessons in traditional ways and subjects beyond.	[90, 73, 82]	81.66666666666667	[0.9432738801998312, 0.6621834533189137, 1.0458261351100744]	0.8837611562096065	-0.22297994792461395
48	මීට ප්‍රධාන හේතුව වී ඇත්තේ පසුගිය දශකය තුල හිම වලසුන් මහා පරිමානයෙන් දඩයම් කිරීමයි.	The main reason for this is the hunting of polar bears during the last decade.	[70, 66, 62]	66.0	[0.6751173456410748, 0.2028297469616484, 0.36244945617302465]	0.4134655162585827	-0.28189122676849365
49	එක්සත් ජනපදයේ නිදහස් මාධ්‍ය සම්ප්‍රදාය නිසා රජය මගින් බලපත්‍ර පැවැරීමක් සිදු නොකෙරේ.	Due to the free press tradition in the United States, the government does not make a license.	[47, 54, 40]	47.0	[-0.40012896862140157, 0.5281974844938342, 0.16264906654105063]	0.09690586080449441	-0.2546115815639496
50	ටුටන්ඛාමුන්ගේ සොහොන්ගැබෙන් හමු වූ මංජුසාවක ඇගේ නාමය අක්නාටන් රජුගේ සහ නෙෆර්නෙෆරුආටෙන් රජුගේ මහා රාජකීය බිරිඳ ලෙස සටහන් කොට ඇත.	In a manjusa found in tutankhamun's tomb, her name is noted as aknaaten'S AND NEFARUTEN's great royal wife.	[92, 63, 80]	78.33333333333333	[1.0049775579696798, 0.30515175840859127, 0.9879497783592501]	0.7660263649125071	-0.2492780238389969
51	ප්‍රංපචයන් තුලින් ගවේෂණයෙන් හා ඍජු අත්දැකීම් වලින් විමුක්තිය කරා යන්නට බුදුන් ද භාවිතයට ගත්තේ ඥානයයි.	To encourage exploration and direct experiences through pragmatism, Buddha also took the use of cognition.	[17, 21, 19]	19.0	[-1.201301349292539, -0.9204375635236284, -1.2472066806297928]	-1.1229818644819867	-0.29821521043777466
52	ත්‍රිපිටකයේ එකතු වී ඇති බහුතරයක් විශේෂයෙන් ම "ථේරවාදී" වූ විස්තර නොවේ.	The majority of the tributaries are collected specifically, not described as "transcribed".	[55, 79, 67]	67.0	[0.11919933087838142, 0.603903652465664, 0.34660440284743016]	0.3565691287304919	-0.26198118925094604
53	එහෙත්  papilloma වෛරස් වැනි ඒවා ස්ථාපනය වීම හේතුවෙන් පිළිකා ඇති විය හැක.	But installations such as papilloma viruses can cause cancer.	[76, 85, 100]	87.0	[0.8704914161510385, 1.099440296071419, 1.6829501363439452]	1.2176272828554675	-0.20947085320949554
54	බ්‍රහස්පතිට නම් කරන ලද ස්වාභාවික උපග්‍රහයින් 69 ක් ඇත.	There are 69 natural subspecies named to Jupiter.	[15, 11, 18]	14.666666666666666	[-0.7811109933542136, -0.912019603001563, -1.1665513313933042]	-0.9532273092496938	-0.19817335903644562
55	එය 1956 සිට ඒ දක්වා ඔලිම්පික් උළෙලකට ලද අඩුම සහභාගීත්වය යි.	It is the lowest attendance at an Olympic games since 1956.	[96, 91, 100]	95.66666666666667	[1.3704311767230153, 0.9741257190847554, 1.6519876981908932]	1.332181531332888	-0.23669302463531494
56	ඔඩොරිස්සි එදිරිව බ්ලූම්ෆීල්ඩ් පාසල් දිස්ත්‍රික්කය බලන්න.	Odorizzi Elementary, see Bloomfield School District.	[48, 45, 50]	47.666666666666664	[-0.04125424622879191, -0.2302462183790836, 0.39422380193612283]	0.040907779109415766	-0.23785747587680817
57	ලි දන් කුමන්ත්‍රණයක් සැලසුම් කරන බවට චෝදනා එල්ල වූ හෙයින්, වූ සේටියෑන්ගේ මෙහෙයවීම මත ලායි විසින් විමර්ෂණයක් සිදුකරන ලදී.	Hayne, who was alleged to have planned a coup d ' état by lai on Wu Setian's manipulation of the investigation.	[9, 5, 1]	5.0	[-1.3242306679364615, -1.805201190814589, -1.6561836243717198]	-1.5952051610409235	-0.292297899723053
58	එසේම ඇය විවිධ නිෂ්පාදන නාමයන් සඳහා ප්‍රමුඛ සන්නාම තානාපතිනියක ලෙස ද ක්‍රියා කරයි.	Also she acts as a prior armor ambassador for various production names.	[78, 62, 70]	70.0	[0.968436767879346, 0.26685975250220917, 0.8315243720169453]	0.6889402974661668	-0.18926165997982025
59	1987දී මෙම රට ක්‍රමයෙන් වෙළඳපොල දිශාගත ප්‍රජාතන්ත්‍රවාදී රාජ්‍යයක් බවට පත් විය.	In 1987, this country formally became a market directional democratic state.	[67, 91, 83]	80.33333333333333	[0.5454539574282606, 1.0379844321373164, 0.9809083360681984]	0.8547822418779251	-0.21178275346755981
60	මෂ්අරුල් හරාම් කුමක්ද යන්න සම්බන්ධයෙන් විද්වතුන් අතරේ මත භේදයක් දක්නට ඇත.	Mashhadrul Haram has been termed among the scientists for what to do.	[29, 19, 24]	24.0	[-0.6599388028436769, -1.3796965014722213, -0.9580512239978958]	-0.9992288427712648	-0.40777844190597534
61	මේවන විට මාධ්‍යවේදියාගේ ප්‍රකාශන අයිතිය සහ පුරවැසියාගේ පුද්ගලික නිදහස පිළිබඳ අයිතිය අතර ගැටුමක් ඇති වී ඇත.	There is currently a conflict between the publishing rights of the journalist and the right to personal freedom of the citizen.	[21, 28, 14]	21.0	[-1.3396098620694594, -0.6925011479286708, -1.180193161834402]	-1.0707680572775107	-0.18993587791919708
62	අරාබි ලීගයේ ආරම්භක සාමාජිකයකු වන ඊජිප්තුවද මෙම අර්බුදයට ‍ ඓතිහාසිකව සම්බන්ධ වුනු හවුල්කරුවෙකි.	A founder member of the Arab league, Egypt is also a historically involved partner in this crisis.	[54, 73, 80]	69.0	[0.08444931297914667, 1.1645724766429633, 0.956115858817087]	0.7350458828130657	-0.18025006353855133
63	මීට අමතරව තේජොං තමන්ට සිහසුනට පත් වීමට හා රාජ්‍ය බලය ලබා ගැනීමට ආධාර කළ බොහෝ පිරිස් දණ්ඩනයට ලක් කර පිටුවහල් කිරීම සිදු විය.	In addition to tejong himself, many of the people who supported the throne and gained government power were penalized and exiled.	[8, 38, 23]	23.0	[-1.0055537483979993, -0.36687769707873136, -1.1237993250900957]	-0.8320769235222754	-0.26158347725868225
64	එවිට සියවස් ගණනක් තුළ ගොඩනැඟූ මිත්‍යාවේ මන්දිරය එහි පාදම ද සමග සම්පූර්ණයෙන් විනාශ වනු ඇත.	Then the mansion of myth built in the centuries will be completely destroyed with its footprint.	[88, 86, 83]	85.66666666666667	[0.9515619284760806, 1.084030135743572, 0.7273110080053612]	0.9209676907416712	-0.2287256270647049
65	නමුත් 1970 න් පසු මෙම තත්වය වෙනස් වී දක්ෂිණාංශික පක්‍ෂ තුළ වැඩි ස්ත‍්‍රී නැඹුරුවක් දක්නට ලැබෙයි.	But after 1970, this situation would change to increase autism in the skilled parties.	[9, 6, 3]	6.0	[-1.3772945113627433, -1.4106531715976973, -0.9655402982685022]	-1.2511626604096475	-0.3440908193588257
66	මෙය එරට ඉහළම ආදායම් ලද තෙලිඟු චිත්‍රපටවලින් එකක් විය.	This was one of the highest income telugu films of all time.	[68, 67, 66]	67.0	[0.8231195259171897, 0.4063092072916576, 0.5014495277699637]	0.5769594203262703	-0.19686082005500793
67	ගීතයක් අසා එය විඳිනුයේ අප රුචි කරන ‍සෛද්ධාන්තික පදනමක සිටය.	As a song it suffered from an encounter that customizes us.	[15, 15, 15]	15.0	[-1.1158116340335922, -1.3706140361694898, -1.2708013850910085]	-1.2524090184313634	-0.35811445116996765
68	යුරෝපීයන්ගේ යටත් විජිත සමයේ දී මේ ස්ථානය වනගත වන්නට ඇති බවද කල්පනා කළ හැකිය.	In the surrender of Europe, this place can be thought of as wilderness.	[86, 83, 73]	80.66666666666667	[0.819866524660134, 1.3289051068561348, 0.971792289835933]	1.0401879737840671	-0.2656533420085907
69	චිමා වස්ත්‍රය සායක ආකාරය ගත් අතර පසු ජොසොන් සමයේ එහි ජොගොරිය කෙටි සහ සිර වන සේ සැකසිණි.	The chima object was taken in the skin and the joseon season sets its jogorea short and imprisoned.	[70, 79, 60]	69.66666666666667	[1.0640922147246796, 0.603903652465664, 0.2929494203745552]	0.6536484291882996	-0.3083457350730896
70	එවිට නුඹට, සිය බැල්මෙන්ම සියලු රාජ්‍ය ජීවත් කරවන රජුව දැකගත හැකි වේවි.	Then you will see all the kingdom living in all the look.	[18, 17, 23]	19.333333333333332	[-1.4179885073786034, -1.093770658173166, -1.1237993250900957]	-1.211852830213955	-0.5439139008522034
71	උත්තරීතර  බලයක් සහිත ආඥාදායක රාජ්‍ය ක්‍රමයක් පැසිස්ට්වාදීන්ගේ ආදර්ශය වේ.	An ordinary state method with an answerable power is the exhibition of fascists.	[33, 25, 16]	24.666666666666668	[-0.5296894225037011, -1.0620956473202472, -1.2360513671917739]	-0.9426121456719073	-0.29497578740119934
72	රටට අයත් සම්පූර්ණ ප්‍රමාණය සැලකිල්ලට ගැනීමේ දී එය ජනගහණයෙන් හා භූමි ප්‍රමාණයෙන් යන දෙකින් ම ලොව තුන්වන හෝ හතරවන විශාලතම රට වෙයි.	The total size of the country is concerned that it will be the third or fourth largest country in the population and lands in the world.	[76, 67, 57]	66.66666666666667	[0.5113481358108912, 0.4709485236693428, 0.21187250564038482]	0.39805638837353957	-0.20870977640151978
73	නෑයිනි කවර නම් අනුවන කමක්ද හඬා වැලපෙන්නේ මරණයෙන් වලකා ගැනීමට හැකි වේද."	According to noini cover names, it's okay to cry to avoid death. "	[16, 20, 1]	12.333333333333334	[-1.3397621972845657, -1.0073481545119303, -1.0265235071771266]	-1.1245446196578741	-0.3903295397758484
74	බෙදාහැරීමේ නියෝජිතයන් රටපුරා 13000 ක් පමණ ද අධිශීතකරණ රටපුරා බෙදාහැරීමද සිදුකරනු ලබයි.	About 13,000 distributed agents are styled as distributed forerunners.	[16, 30, 1]	15.666666666666666	[-1.3397621972845657, -0.719273142307811, -1.0265235071771266]	-1.0285196155898344	-0.3145347237586975
