index	original	translation	z_mean	similar_sentence	similarity	similar_sentence_quality
10	වටයෙන් වටය පුළුලුව පියවරෙන් පියවර වෙනස් වෙමින් අලුත් වෙමින් පෙර නොවූ ගුණ දරා ඉදිරියටම බලා යන දඟර ගමනක් ලෙස සමාජ විපරිණාමය ඔහු අර්ථගන්වයි.	The round wide by step changes new and unprecedented virtues as a struggling trip towards social dissatisfaction he defines.	-0.14602215123999898	Rebellion from society changes this causal factor to society.	0.4560193121433258	-0.3701575743723418
11	මෙම අමාත්‍ය ධුරය විශේෂයෙන් ජාතික හා ජාත්‍යන්තරය අතර සබඳතාවය පවත්වන එක් මාධ්‍යයක් ලෙස හඳුනාගත හැකිය.	This ministry is especially recognised as one of the media that links national and international.	1.402158378075821	They were spotted by governments and media across the world by major transport.	0.4103938341140747	-1.066934729721389
12	මෙකල වූ සේටියෑන් තුළින් සන්සුන්ව අසුන්ගෙන ගෙතුමෙහි යෙදෙන හෝ දවස පුරාම තේ පානය කරමින් සිටින සාමාන්‍ය දැරියකගේ හැසිරීම දක්නට නොවිණි.	In Setian, this is calmly seated in the garden or throughout the day, not to show the behavior of an ordinary girl.	0.26727800484868686	Commonly, the community is not uncommon, or living in uncommon ways.	0.2944584786891937	-1.0052680461063892
13	ප්‍රථම පන්තියේ මඟීන්ට සුපෝකභෝගී භෝජන සැපයූ A La Carte Restaurant සහ Café Parisien යන සුපිරි ආපන ශාලාවන්ද මෙම තට්ටුවේය.	The first class passengers provided supersonic feasts for the a La Carte Restaurant and Café Parisienne, the super restaurant on this floor.	-1.0744208642401583	The Café Parisien Restaurant, which was inaugurated by sunlight, was the first class passenger restaurant to enjoy the taste of super French food.	0.6972497701644897	-0.6321974064876273
14	යම් සමාජ සන්දර්භයක් සාමකාමී ලෙස දිස් වුවද, මතුපිටින් නොපෙනිය හැකි ප‍්‍රතිවිරෝධතා මෙන්ම එම සමාජයට ආවේණික වු දුර්වලතා හේතු කොටගෙන කැරලි බිහිවීම සිදුවේ.	Although some social contexts are distinctly peaceful, as opposition to surface invisibility and to that society has caused weaknesses in rebellion.	0.6063915500471744	The established desires for the purposes and appreciation of the society that runs peacefully without dividing power. The field is intended as a civil society.	0.4308246076107025	-0.4821659913939051
15	ඉරාකය ඇමරිකාවට එරෙහි එදිරිවාදිකම් දිගින් දිගටම ක්‍රියාත්මක කරන අතර ත්‍රස්තවාදයට ද උඩගෙඩි දෙයි.	Iraq continues to act against the United States and will be upgraded to terrorism.	-0.6540589860320155	Iraq is accused of terrorism activities in the United States.	0.7208960056304932	0.6782628512981671
16	ඔහුට මෙම පර්යේෂණයේදී අන්තර්ගත අධ්‍යයනය වැදගත් සන්නිවේදන පර්යේෂණ මෙවලමක් ලෙස සංවර්ධනය කිරීමට හැකි විය.	He was able to develop the content study in this research as an important communication research tool.	1.3190554885403103	He designed the basis that he wanted to study communication studies in formal ways.	0.5492422580718994	0.2690030069622567
17	අංකුර, පතුරු, කූඤ්ඤ , U බද්ධය වැනි බද්ධ ක්‍රම වලදි අහඹු ලෙස තෝරා ගන්නා ලද අනුජයකට ඒවා බද්ධ කිරීම සිදු කෙරේ.	Numbers, spreads, nests, u transplant methods to a randomly chosen sequence of transplants that transplant them.	-0.9489187486479803	To establish methods in the time of rope growing, plants, and wild plants are freely available.	0.3503713309764862	-1.1018907673758294
18	1)\tප්‍රේරක යුගලනය වූ පරමාණුක ප්ලාස්මා විමෝචන වර්ණාවලීක්ෂණය	1) ageing atomic plasma quantum spectroscopy	-0.9947652403324602	Atomic mass is the collection of protons of an epithelial atom, neutrons and electrons.	0.38341328501701355	0.8617655543812597
19	තමන් මුහුණ පෑ කිසියම් අප්‍රසන්න අත්දැකීමකින් මතුවන කාංසාව තුනී කරනු වස් යථාර්තවාදී නොවන අයුරින් හේතු දක්වමින් තර්ක කිරීමයි.	Thin the anxiety that arises from any disproportionate experience that is not realistic for reasons of arguments.	-1.091847823107534	The lack of understanding of the facts properly led to them filling that vacuum with faith.	0.4208928346633911	0.8174509909650514
20	එහිදී උපදේශකවරයා‍ට බනින්නේනම් එහිද ප්‍රතිකාරාත්මක වටිනාකමක් ඇත.	If the counselor is blamed there is a treatment value.	1.0368891198594266	A hospital that can receive it is more to do the treatment there.	0.370036780834198	-0.9916368457773554
21	” ඕනෑම සිදුවීමක් ලේ ගැලීමට දායක විය හැක.” කැරළි ගිනිගෙන දැවෙන ගිනි කන්දකට සමාන කළ හැක.	<unk> can contribute to bleeding any event. <unk> can resemble a rebellion burning volcano.	-1.2421082859991528	Also reported rebellions can be seen in events that contribute to violent groups from the government.	0.37862148880958557	-1.0652236843376708
22	විවාහ වීමෙන් පසු ගැහැණුන් කළ යුතු ප්‍රධාන කරුණ වූයේ දරුවන් බිහි කිරීම සහ පවුල් වෙනුවෙන් කැපවීමයි.	The majority of women to do after marriage were dedicated to raising and families.	-0.8846840374651399	Most of the members who joined her own family or her family later.	0.5099775791168213	-0.0294055565784318
23	පරමාණු අතිශයින් කුඩා වස්තූන් වන අතර සමානුපාතික ලෙසින් ක්ෂුද්‍ර ස්කන්ධයන්ට හිමිකම් කියති.	Atoms are extremely small objects and colloquially belong to microscopic masses.	1.0277726703290442	Atomic mass is the collection of protons of an epithelial atom, neutrons and electrons.	0.5982913970947266	0.8617655543812597
24	මේ විශ බව අමු ලූනු සහ පිසින ලද ලූනු වල අඩංගු sulfoxides හේතුකොටගෙන සිදුවිය හැක.	This venom can be caused by sulfoxides contained in stringed and filled rope.	-0.6546629419921307	The wrong name for this ' deer fungus ' is causal, especially around the mouth, and can appear like strings.	0.490226686000824	-0.7162990240208806
25	එම කැරලි විවිධාකාර ස්වරූපයන් ගන්නේ එයට පදනම සපයන හේතු සාදක මතයි.	Those rebels take various forms of reasons that provide the basis for the parties.	-0.5988208612915195	So various reasons are based on factors that are further injustified.	0.6158871054649353	-0.9813211930454196
26	මූලාශ්‍ර අතර පරතර මෙන්ම පරස්පරතා පැවතිය ද, ක්‍රි.පූ.	The distance between the sources is as far as the distance between the sources, kr.	0.7587524354625265	The article on which buyeo came from jumong and searched Korean sources indicate that information is distinct from each other.	0.38555631041526794	-0.7399777392492711
27	ඊජිප්තුවේ දහඅටවන රාජවංශයේ අමර්ණ යුගය අවසානයේ පාරාවෝ ලෙස රාජ්‍ය පාලනය සිදුකළ කාන්තාවක් පිළිබඳ පුරාවිද්‍යාත්මක සාධක හමුවී ඇත.	At the end of the tenth dynasty amarna era in Egypt, archaeological evidence of a woman who ruled the state as Pharaoh is found.	1.4774300565109213	In Egypt, she is among the most successful Pharaohs in Egypt.	0.5163162350654602	-0.25938012234322133
28	පූර්ව කර්ණාකාර ධමනි යනු තලස්ථ ශංඛක ධමනියේ ශාඛා වේ.	The precursor arteries are branchlets of the blade spherical artery.	0.08041206830132484	These branches provide the highest amount of blood in the cranial artery.	0.5262940526008606	0.985749210966904
29	යමෙකුගේ ජාන ආකාරය, පරිසරය හා අන්තර් ක්‍රියා කිරීම නිසා ඔහුගේ රූපාකාරය රඳා පවතී.	Somebody's genetic manner, environment and interaction depends on his rupture.	-1.0336347414840052	The Nature of plant unions depends on the mutual reaction of non - climate elements and non - climate factors.	0.3698332607746124	0.6399871552182052
30	අඳ ගොවීන් හා ඉඩම් හිමියන් අතර ඇතිවන ගැටුම්වලදී ඒවා නිරාකරණය කිරිමේ බලය.	The power of disarming them in conflicts between the drainage farmers and landlords.	0.9664851210153179	In front of the powers to the farmer s ' Council, the farmer fields a tenant.	0.4780764877796173	0.5303034646983763
31	යම් කාලයක් සඳහා මාලිගයට පැමිණ තමන්ව බැහැදැකීමේ අවසරය ඇය වං හට ලබාදුන්නා ය.	For some time, the permission of the palace to dispose of herself was given to wang.	1.1645430636349816	With the permission of the Abbey, he led the settlement mishnahs to appoint government employees.	0.47570332884788513	-1.1619796051853988
32	\tදේශපාලන වශයෙන් සංවිධානය වූ සමාජයක පුද්ගලයින් එහි බල ආයතන සමඟ ක්‍රියාකාරී වෙමින් බල ආයතන වටා හැසිරෙන ආකාරය දේශපාලන චර්යාව ලෙස සැලකේ.	The individuals of a society that originally organized activities with its power institutions behaving around power institutions as political role.	1.0734092118147973	To fulfill political objectives, man landed in a political society in connection with political institutions.	0.5412224531173706	-1.259437436476798
33	ශාකයක්, බල්බ කිහිපයක් ඇති ඇග්‍රිගේට් පොකුරක් සාදයි.	A plant, made of agrigate cluster with several bulbs.	0.18187592239464004	Some species of cepa are associated with several bulbs of the same plant.	0.607524573802948	0.8879143987207532
34	ථේරවාද සම්ප්‍රදාය විභජ්ජවග්ග නොහොත් විභජ්ජවාද නොහොත් 'විශ්ලේෂණයේ ධර්මය' ලෙසින් ද පැවත එන්නයි.	The Transcendental tradition is unconventional or descendental as 'the ethics of analysis'.	0.8431705119731966	The traditional genus is; the proprietors of the traditional perspective already exist.	0.44904664158821106	0.49605267913909795
35	ජුමොං ක්‍රමයෙන් එය ජොල්බොන් බවට පත්කළ අතර, ඔහු එහි පාලකයාගේ දියණිය වූ සෝසොනෝ විවාහ කරගත්තේ ය.	Jumong way made it into jolbon, and he married the daughter of its ruler sozono.	0.9493631779375441	The Tejo, who married with a daughter of silla royal family, allowed most of its noblemen to keep their lands.	0.5431296825408936	1.0650624177151877
36	කෙසේ වෙතත් මේ අදහසට පොදු ‍ව්‍යාපාරිකයෝ එකඟ නොවෙති.	However, the public businessmen disagree on this idea.	1.3783382372576025	But the business was a flourishing ideology for young people who at that time emphasized ideology.	0.4475509226322174	-0.6484582831070262
37	කුඩා මුරපොල වලට පමණක් නොව සෙන්ට් ඔගස්ටින් වෙත පවා කොල්ලකරුවෝ නිර්දය ලෙස පහර දුන්හ.	Not only did the small checkpoint pirates attack the innocent even to Saint Augustine.	-0.09418076594828327	The Spaniards from Saint Augustine destroyed it.	0.4022466838359833	0.8764589942375852
38	එනම්; චිරාගත නායකත්වයන්ට තම පන්තිය මත තිබූ මතවාදී ආධිපත්‍ය අහිමිවන තත්ත්වයකි.	Then; the chiral leadership lost the opinion dominant situation on their class.	0.6662532133706213	But the political crisis that gramschi mentioned was an escalation by the separation of the pantheon from the leadership.	0.4205761253833771	-0.30979277482609635
39	ජියෑං සහ ෂුගේ දස වසරක පාලනය තුළ මහජන චීන සමූහාණ්ඩුවේ ආර්ථික ප්‍රතිසංස්කරණ අනුව ගොවීන් මිලියන 150ක් පමණ දරිද්‍රතා‍වයෙන් මුදවා ගැනීමට හැකි විය.	In Jian and zhu's tenth year control of the public Chinese Republic's economic reforms, about 150 million farmers were able to rescue from the harbor.	0.9597634916315888	Shinhai revolt took control of the dynasty for 2,000 years.	0.3560396432876587	-0.8883987763042267
40	මෙම සම්මුතිය හරහා ඔවුන් හිම වලසුන් පිලිබදව පර්යේෂණ හා සංරක්ෂණ කටයුතු වලට අන්‍යෝන්‍ය සහයෝගිතාව පලකර ඇත.	Through this conference they have conducted mutual collaboration to research and conservation of snow bears.	1.3055551371440952	Interference between snow bears and brown bears can cause calf breeding.	0.4237918257713318	0.0016545631297069467
41	මේ අනුව ‘හෙජමොනිය’, පාලනයේ වැදගත් මානයක් ලෙස ග‍්‍රාම්ස්චි දක්වයි.	According to this verse, Gramschi as an important dimension of control.	-1.1641695681533824	So Sanjaya's that additional philosophy is important by hand.	0.3572847247123718	-1.0815348096421198
42	thumbටාබොසොරස් ඇට සැකිල්ලක් ක්‍රිටේපියස් යුගයේ අගභාගයේ දී සිදු වූ ක්‍රිටේපියස් තෘතීක නෂ්ටවීම නිසා වඳ වී ගිය පක්ෂි නොවූ ඩයිනෝසෝරසයෙකි.	A thumbatabosaurus bone skeleton that occurred at the end of the kratapius age due to the tertiary napping of an extinct unidentified dinosaur.	-0.5939352539086763	This is an extinct phenomenon of dinosaurs as most are known.	0.580345630645752	-0.5086523603081713
43	බොහෝ දෙනෙකු පවසන්නේ ලොව ඛනිජ තෙල් සම්පත අවසන් වෙමින් පවතින බවයි.	Many say that the world's mineral resource is ending.	1.1477106306888745	They say that minerals are a resource that can be used again.	0.6171545386314392	0.4423090304624276
44	934දී ඔහු පසුකාලීන බෙක්ජේ රාජ්‍යයට පහර දුන් අතර එයට පසු වර්ෂයේ සිල්ලාව ද යටත් විය.	In 934 he attacked the lateran bekje monastery and later surrendered the sila of the rain.	-0.8325533756185136	The Kingdom of gorky and later the kingdom of silla surrendered, and in 935 it surrendered to the kingdom of gorky.	0.4930418133735657	0.3610002218446106
45	”ත‍්‍රස්ත‍්‍රවාදීන් සංකේතීය වශයෙන් දේශපාලන දෘෂ්ටිවාදයකට ඇල්මක් ඇත.	Territories symbolically have an alignment to a political perspective.	0.9663718301877008	The attacks indicate a major global political inclination.	0.5277405381202698	1.19305437032365
46	•\tමාක්ස් ලෙනින්වාදී දේශපාලන සහ ආර්ථික සිද්ධාන්ත පදනම් කොට ගෙන මෙම ආණ්ඩුක්‍රම ගොඩ නගා ඇත.	• The Leninist political and economic theories are based on this governance.	-0.576624948355331	• Democratic political theories and the economic theories of socialism together with a built up mix of government methods.	0.6483362913131714	0.008517795921795265
47	ඔහුගේ මෙම මතය නිසාම වැරින්ග්ටන්හි මධ්‍යම පාන්තික සිසුන්ට ඔහු යටතේ නියම වූ පාඩම් මාලාව සාම්ප්‍රදායික ක්‍රමවලින් හා විෂය පථයන්ගෙන් ඔබ්බට යන්නක් විය.	Because of his opinion to the middle class students of Warrington he undertook lessons in traditional ways and subjects beyond.	0.8837611562096065	The Warringston scientific journal is also taught on traditional non - religious opinions.	0.4599958062171936	-1.1704123864158278
48	මීට ප්‍රධාන හේතුව වී ඇත්තේ පසුගිය දශකය තුල හිම වලසුන් මහා පරිමානයෙන් දඩයම් කිරීමයි.	The main reason for this is the hunting of polar bears during the last decade.	0.4134655162585827	This is why they have to eat parts of the carcasses that have abandoned other polar bears.	0.5384978652000427	0.05129888724052369
49	එක්සත් ජනපදයේ නිදහස් මාධ්‍ය සම්ප්‍රදාය නිසා රජය මගින් බලපත්‍ර පැවැරීමක් සිදු නොකෙරේ.	Due to the free press tradition in the United States, the government does not make a license.	0.09690586080449441	Many Western countries have granted freedom of the press and a limitation of media rights and freedom in those countries.	0.4357127249240875	0.2940704812299152
50	ටුටන්ඛාමුන්ගේ සොහොන්ගැබෙන් හමු වූ මංජුසාවක ඇගේ නාමය අක්නාටන් රජුගේ සහ නෙෆර්නෙෆරුආටෙන් රජුගේ මහා රාජකීය බිරිඳ ලෙස සටහන් කොට ඇත.	In a manjusa found in tutankhamun's tomb, her name is noted as aknaaten'S AND NEFARUTEN's great royal wife.	0.7660263649125071	In Tutankhamun's tomb with akhnatan's name, meritatan's name is maintained by the queen after she denies that she is from Neferti.	0.6795037984848022	-0.3666559739092608
51	ප්‍රංපචයන් තුලින් ගවේෂණයෙන් හා ඍජු අත්දැකීම් වලින් විමුක්තිය කරා යන්නට බුදුන් ද භාවිතයට ගත්තේ ඥානයයි.	To encourage exploration and direct experiences through pragmatism, Buddha also took the use of cognition.	-1.1229818644819867	Buddhism refers to teachings that lead to a mature understanding.	0.5007041692733765	-1.2007730263743623
52	"ත්‍රිපිටකයේ එකතු වී ඇති බහුතරයක් විශේෂයෙන් ම ""ථේරවාදී"" වූ විස්තර නොවේ."	"The majority of the tributaries are collected specifically, not described as ""transcribed""."	0.3565691287304919	"The cepa is irregularly identified and usually identified as ""loud""."	0.43031206727027893	-1.3203953998190787
53	එහෙත්  papilloma වෛරස් වැනි ඒවා ස්ථාපනය වීම හේතුවෙන් පිළිකා ඇති විය හැක.	But installations such as papilloma viruses can cause cancer.	1.2176272828554675	Cancer epilepsy brain tumors such as kidney disease are also possible to think of any time.	0.4058098793029785	-0.9736777273120868
54	බ්‍රහස්පතිට නම් කරන ලද ස්වාභාවික උපග්‍රහයින් 69 ක් ඇත.	There are 69 natural subspecies named to Jupiter.	-0.9532273092496938	The Jupiter planet orbits the sun every 398.9 days by earth.	0.4082798361778259	-0.3087502951490566
55	එය 1956 සිට ඒ දක්වා ඔලිම්පික් උළෙලකට ලද අඩුම සහභාගීත්වය යි.	It is the lowest attendance at an Olympic games since 1956.	1.332181531332888	Until The 1952 Helsinki Olympics, the Soviet Republic did not participate in the Olympics.	0.5526000261306763	1.180883424057187
56	ඔඩොරිස්සි එදිරිව බ්ලූම්ෆීල්ඩ් පාසල් දිස්ත්‍රික්කය බලන්න.	Odorizzi Elementary, see Bloomfield School District.	0.040907779109415766	Hundreds of primary education was initiated from the primary school on Dayton Island.	0.39523741602897644	-1.3749188300549549
57	ලි දන් කුමන්ත්‍රණයක් සැලසුම් කරන බවට චෝදනා එල්ල වූ හෙයින්, වූ සේටියෑන්ගේ මෙහෙයවීම මත ලායි විසින් විමර්ෂණයක් සිදුකරන ලදී.	Hayne, who was alleged to have planned a coup d ' état by lai on Wu Setian's manipulation of the investigation.	-1.5952051610409235	Once Huan and zhong jing did not oppose the chang brothers, the emperor entrusted zhong to investigate this.	0.3964874744415283	-0.5981520214568943
58	එසේම ඇය විවිධ නිෂ්පාදන නාමයන් සඳහා ප්‍රමුඛ සන්නාම තානාපතිනියක ලෙස ද ක්‍රියා කරයි.	Also she acts as a prior armor ambassador for various production names.	0.6889402974661668	And any document signed by her name is powerless, she announced.	0.4005293846130371	1.4003439701203302
59	1987දී මෙම රට ක්‍රමයෙන් වෙළඳපොල දිශාගත ප්‍රජාතන්ත්‍රවාදී රාජ්‍යයක් බවට පත් විය.	In 1987, this country formally became a market directional democratic state.	0.8547822418779251	The 1987 State Assembly election was the first state election to be held in the state since 1989.	0.5585319399833679	-1.1467577122046575
60	මෂ්අරුල් හරාම් කුමක්ද යන්න සම්බන්ධයෙන් විද්වතුන් අතරේ මත භේදයක් දක්නට ඇත.	Mashhadrul Haram has been termed among the scientists for what to do.	-0.9992288427712648	The Harvard Microbiologist Ralph Mitchell discovered that his burial was soon conducted.	0.45782917737960815	1.2007256777066413
61	මේවන විට මාධ්‍යවේදියාගේ ප්‍රකාශන අයිතිය සහ පුරවැසියාගේ පුද්ගලික නිදහස පිළිබඳ අයිතිය අතර ගැටුමක් ඇති වී ඇත.	There is currently a conflict between the publishing rights of the journalist and the right to personal freedom of the citizen.	-1.0707680572775107	The power that journalists can engage people is limited by the freedom of the person.	0.5788840651512146	-0.32139614022857427
62	අරාබි ලීගයේ ආරම්භක සාමාජිකයකු වන ඊජිප්තුවද මෙම අර්බුදයට ‍ ඓතිහාසිකව සම්බන්ධ වුනු හවුල්කරුවෙකි.	A founder member of the Arab league, Egypt is also a historically involved partner in this crisis.	0.7350458828130657	Reconstructing the history of somehow by Mursuli, the full responsibility of this delusion is attempting to assign Egyptians to someone.	0.4320930242538452	-0.5387082139270841
63	මීට අමතරව තේජොං තමන්ට සිහසුනට පත් වීමට හා රාජ්‍ය බලය ලබා ගැනීමට ආධාර කළ බොහෝ පිරිස් දණ්ඩනයට ලක් කර පිටුවහල් කිරීම සිදු විය.	In addition to tejong himself, many of the people who supported the throne and gained government power were penalized and exiled.	-0.8320769235222754	He cancelled the old government institutions that had been corrupted under the control of various noblemen.	0.4887075126171112	1.0983830756726631
64	එවිට සියවස් ගණනක් තුළ ගොඩනැඟූ මිත්‍යාවේ මන්දිරය එහි පාදම ද සමග සම්පූර්ණයෙන් විනාශ වනු ඇත.	Then the mansion of myth built in the centuries will be completely destroyed with its footprint.	0.9209676907416712	These slaves were almost entirely lost by the next century.	0.48692527413368225	0.22468794542611495
65	නමුත් 1970 න් පසු මෙම තත්වය වෙනස් වී දක්ෂිණාංශික පක්‍ෂ තුළ වැඩි ස්ත‍්‍රී නැඹුරුවක් දක්නට ලැබෙයි.	But after 1970, this situation would change to increase autism in the skilled parties.	-1.2511626604096475	But the battle of mencikert in 1071 stopped expanding these territories once.	0.36508965492248535	0.9630196342548448
66	මෙය එරට ඉහළම ආදායම් ලද තෙලිඟු චිත්‍රපටවලින් එකක් විය.	This was one of the highest income telugu films of all time.	0.5769594203262703	This film is one of the highest revenue telugu films of 2012.	0.7756280303001404	1.21219570995818
67	ගීතයක් අසා එය විඳිනුයේ අප රුචි කරන ‍සෛද්ධාන්තික පදනමක සිටය.	As a song it suffered from an encounter that customizes us.	-1.2524090184313634	This song came to an audition party with its taste of dreams as well as giving a pop song instead of those songs.	0.44082409143447876	-1.0369654107739494
68	යුරෝපීයන්ගේ යටත් විජිත සමයේ දී මේ ස්ථානය වනගත වන්නට ඇති බවද කල්පනා කළ හැකිය.	In the surrender of Europe, this place can be thought of as wilderness.	1.0401879737840671	Here the location of these can be seen as a keriatic saddle of the heart.	0.40283408761024475	0.666791090824644
69	චිමා වස්ත්‍රය සායක ආකාරය ගත් අතර පසු ජොසොන් සමයේ එහි ජොගොරිය කෙටි සහ සිර වන සේ සැකසිණි.	The chima object was taken in the skin and the joseon season sets its jogorea short and imprisoned.	0.6536484291882996	The part of the joseon dynasty women's disciple named jogori in the hanbok was short and imprisoned.	0.421258807182312	-0.9459190817917579
70	එවිට නුඹට, සිය බැල්මෙන්ම සියලු රාජ්‍ය ජීවත් කරවන රජුව දැකගත හැකි වේවි.	Then you will see all the kingdom living in all the look.	-1.211852830213955	Later, the kingdom was encompassed by the king of tejo.	0.5380635261535645	1.0590575866697591
71	උත්තරීතර  බලයක් සහිත ආඥාදායක රාජ්‍ය ක්‍රමයක් පැසිස්ට්වාදීන්ගේ ආදර්ශය වේ.	An ordinary state method with an answerable power is the exhibition of fascists.	-0.9426121456719073	Not a spoken opinion of the fascist state beginning with the ideology of the state's practical functioning as a presenter of the opinion.	0.5098047256469727	1.0815662436706623
72	රටට අයත් සම්පූර්ණ ප්‍රමාණය සැලකිල්ලට ගැනීමේ දී එය ජනගහණයෙන් හා භූමි ප්‍රමාණයෙන් යන දෙකින් ම ලොව තුන්වන හෝ හතරවන විශාලතම රට වෙයි.	The total size of the country is concerned that it will be the third or fourth largest country in the population and lands in the world.	0.39805638837353957	Land, population, independence and government are based on four factors.	0.4293331205844879	-0.5554402103205827
73	"නෑයිනි කවර නම් අනුවන කමක්ද හඬා වැලපෙන්නේ මරණයෙන් වලකා ගැනීමට හැකි වේද."""	"According to noini cover names, it's okay to cry to avoid death. """	-1.1245446196578741	Thus the king who died king nakhururiya may mean to go to tutankhamun's throne name Nebkhapura.	0.4217525124549866	0.47619699725053427
74	බෙදාහැරීමේ නියෝජිතයන් රටපුරා 13000 ක් පමණ ද අධිශීතකරණ රටපුරා බෙදාහැරීමද සිදුකරනු ලබයි.	About 13,000 distributed agents are styled as distributed forerunners.	-1.0285196155898344	Battalion units were variant among the values of 21,000 to 36,000 soldiers.	0.45727676153182983	0.8900956472187497
75	අවසානයේ ඔහු යාත්‍රා කරන විට, ඇය කපන ලද උක් දඬු ඔහුට ලබා දුන්නාය.	When he finally sailed, she was given the uk squirrel that she cut.	-0.7558099285689069	However, then he will save her from a wolf pack in the forest.	0.3958352208137512	1.5996444776520196
76	මෙම අදහස් පසුව ක්‍රොනිකල් ඔෆ් හයර් එඩ්ඩියුකේශන් කොලොම්බියා ජර්නලිසන් රිවිවු සහ ක,රිස්තයන් සියස් මොනටර් සඟරාවල කතාබහට ලක්විය.	These ideas were later chronicled in the sixth edition of Columbia Journalism Rival Rival Rival Rival Rival Rival Rival, Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival Rival S Rival Rival Rival Rival	-1.7105086271540773	In the approximate history of the thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian thracian	0.304262638092041	-1.4114173161726404
