index	original	translation	scores	mean	z_scores	z_mean	model_scores
43	On July 30, Montgomery and the 17th Foot stormed and captured the fort.	7 月 30 日 ， 蒙哥马利和第 17 英尺冲进并占领了要塞。	[68, 88, 78, 75, 50, 50]	68.16666666666667	[-0.09258795190169432, 0.502418287601513, 0.7957042272880727, 0.36607664033155607, -0.3577494733264714, -0.6886702766213634]	0.08753190889526875	-0.39201879501342773
44	The Alkhalifa conquered and expelled the Persians from Bahrain after defeating them.	Alkhalifa 在击败了波斯人之后 ， 征服了他们并将他们逐出巴林。	[88, 93, 70, 95, 80, 75]	83.5	[0.8710825678914504, 0.7805650702636973, 0.38364964045894967, 1.192879515124658, 1.1638436449897807, 0.5952234046732395]	0.8312073072336293	-0.6132134795188904
45	After fruitlessly chasing the Washington towards the Russell Islands, Kondo ordered his warships to retire without bombarding Henderson Field.	在徒劳无功地追赶华盛顿向罗素群岛前进之后 ， 孔多命令他的军舰退役而不轰炸亨德森菲尔德。	[60, 55, 49]	54.666666666666664	[-0.2965682400790226, -0.860965454460001, -0.820359892588119]	-0.6592978623757142	-0.49078479409217834
46	In south and central Arabia, Bedouin Arab tribes occasionally raided the Sassanid empire.	在阿拉伯南部和中部 ， 贝都因人的阿拉伯部落偶尔袭击萨萨尼德帝国。	[99, 73, 84]	85.33333333333333	[1.3590399449527641, 0.11716701976919658, 0.9141719219804518]	0.7967929622341375	-0.5090433359146118
47	Due to extensive taxation, the peasants often rebelled against their lords.	由于课税太多, 农民经常反抗他们的主人.	[85, 85, 81]	83.66666666666667	[0.7692553359219949, 0.9646194287329299, 0.7143749288408134]	0.8160832311652461	-0.7777613401412964
48	From 2003 to 2005, the Sounds switched to solid jerseys and pants.	从 2003 年到 2005 年, 声音变成了坚固的运动衫和裤子.	[69, 85, 77, 45, 50, 60]	64.33333333333333	[-0.044404425912037075, 0.3355302180042023, 0.7441974039344323, -0.874127671858097, -0.3577494733264714, -0.17511280410352223]	-0.0619444588769155	-0.5848671197891235
49	Also same as in Sweden, they are offering McVegan patty for vegans in wraps, sallad or as a burger.	和瑞典的情况一样 ， 他们用包装、礼仪或汉堡给素食者赠送麦维根馅饼。	[57, 48, 65, 65, 45, 60]	56.666666666666664	[-0.622606737787924, -1.722755973695962, 0.1261155236907478, -0.04732479706499497, -0.61134832637918, -0.17511280410352223]	-0.5088388525568059	-0.7922253012657166
50	Boer marksmen would often pick off British soldiers from hundreds of yards away.	划船手经常从几百码以外的地方挑选英国士兵.	[51, 42, 32, 55, 35, 50]	44.166666666666664	[-0.9117078937258674, -2.056532112890583, -1.5736096469793845, -0.460726234461546, -1.1185460324845975, -0.6886702766213634]	-1.1349653661938903	-0.9216413497924805
51	Instead of satiation Hitler then seized the rest of Czechoslovakia in March 1939 and menaced Poland.	希特勒后来在 1939 年 3 月非但没有满足捷克斯洛伐克的其他地区 ， 反而对波兰进行了威胁。	[78, 74, 82]	78.0	[0.5717801356039413, 0.17150771278192978, 0.8132769084754957]	0.5188549189537889	-0.5614373087882996
52	They also eat crabs, pork, chicken, beef and the meat of squirrels.	他们还吃蟹、猪肉、鸡、牛肉和松鼠肉。	[83, 100, 100]	94.33333333333333	[0.6605739498965285, 1.7213320300201016, 1.7315581633397117]	1.3711547144187808	-0.2719987630844116
53	On 7 June, the destroyer sortied from Humboldt Bay with TF 75 and shaped a course back to Biak.	6 月 7 日 ， 这艘驱逐舰从洪堡湾与 TF 75 进行了分类 ， 确定了返回 Biak 的路线。	[68, 66, 45]	59.666666666666664	[-0.15453644529446942, -0.7562259119632937, -0.9045374233670329]	-0.605099926874932	-0.5623341798782349
54	Isabel kidnaps Atticus, steals the serum in Dan's bag, and escapes.	伊莎贝尔绑架了阿蒂库斯 ， 偷了丹包里的血清 ， 然后逃跑了。	[100, 94, 97, 95, 70, 90]	91.0	[1.4492848797673374, 0.8361944267961341, 1.7743338710072398, 1.192879515124658, 0.6566459388843633, 1.3655596134500012]	1.212483040838289	-0.4904423952102661
55	"The Death of Superman" concluded in October 1993 with The Adventures of Superman #505, in which Superman returns to Metropolis.	"超人的死亡" 于 1993 年 10 月与《超人的冒险》第 505 号结尾 ， 其中超人返回大都市。	[60, 68, 52]	60.0	[-0.589261989396335, 0.10701181394080223, -0.7630016662677369]	-0.4150839472410899	-0.4381413459777832
56	The 2009 Florida Gators softball team has 7 seniors, 2 juniors, 7 sophomores, and 4 freshmen.	2009 年佛罗里达州 Gers 垒球队有 7 名高年级学生、 2 名青年学生、 7 名二年级学生和 4 名新生。	[70, 49, 76, 65, 70, 85]	69.16666666666667	[0.003779100077620162, -1.6671266171635248, 0.6926905805807919, -0.04732479706499497, 0.6566459388843633, 1.1087808771910808]	0.12457418041755604	-0.49078842997550964
57	The Redskins got a touchdown early in the first quarter.	红皮队一季度早些时候就被击落了.	[81, 64, 54]	66.33333333333333	[0.5518925638710621, -0.9479504313617617, -0.47317632736047466]	-0.2897447316170581	-1.0586037635803223
58	The Quran inspired musicality in poetry through the internal rhythm of the verses.	古兰经通过诗歌的内在节奏激发了诗歌的音乐性.	[90, 100, 80, 65, 75, 85]	82.5	[0.9674496198707649, 1.1699705659907553, 0.8987178739953534, -0.04732479706499497, 0.910244791937072, 1.1087808771910808]	0.8346398219866719	-0.5713807344436646
59	Jadwiga accuses them of treason and plotting against the kingdom.	贾德维加指责他们叛国罪和阴谋反对王国.	[78, 49, 67]	64.66666666666667	[0.3888704848328626, -0.820359892588119, 0.04466471850824752]	-0.1289415630823363	-0.5480172634124756
60	Mukti Bahini naval commandos drowned several Pakistani warships during Operation Jackpot in August 1971.	Mukti Bahini 海军突击队在 1971 年 8 月的杰克布行动中淹死了几艘巴基斯坦军舰。	[76, 80, 72]	76.0	[0.49680301090405343, 0.49755187085832897, 0.30880184095071467]	0.434385574237699	-0.37145695090293884
61	She also defeated Caroline at Sydney International, Pan Pacific Open in Tokyo, and also tournaments in Doha, Wuhan and Beijing.	她还在悉尼国际、东京泛太平洋公开赛以及多哈、武汉和北京的比赛中击败了卡罗琳。	[75, 88, 91]	84.66666666666667	[0.22584840579466298, 1.0128492529905975, 1.3429420641683172]	0.8605465743178593	-0.3283995985984802
62	The militsiya arrive, where Sasha recognises the same militsiya sheriff from 1989.	军方人员抵达时 ， 萨沙从 1989 年起就承认了同样的军方警长。	[51, 50, 80, 25, 35, 50]	48.5	[-0.9117078937258674, -1.611497260631088, 0.8987178739953534, -1.700930546651199, -1.1185460324845975, -0.6886702766213634]	-0.8554390226864603	-0.8335987329483032
63	Angle then accidentally hit the referee, knocking him out in the storyline.	安格尔不经意地撞到裁判员, 把他击倒在故事情节中.	[47, 45, 42]	44.666666666666664	[-0.9523858278612379, -1.4043723845873328, -1.1493974315381452]	-1.168718547995572	-0.752948522567749
64	He built the first parish kirk a year later and provided land for the kirk, minster's manse, and garden.	一年后 ， 他建造了第一个教区的教堂 ， 并为教堂、水泥屋和花园提供了土地。	[79, 72, 65]	72.0	[0.44321117784559577, 0.255878744151953, -0.04433070631663208]	0.21825307189363893	-0.8601652979850769
65	Critics criticized the manga for using "cliché" characterizations typical of the harem genre.	批评者批评曼加使用了典型的 "陈词滥调" 。	[86, 95, 76, 40, 40, 50]	64.5	[0.7747155159121359, 0.891823783328571, 0.6926905805807919, -1.0808283905563725, -0.8649471794318887, -0.6886702766213634]	-0.04586932779802089	-0.7279022336006165
66	Handbook of American Indians U. S. Bureau of American ethnology.	《美国印第安人手册》 ， 美国民族事务局。	[100, 93, 80, 95, 70, 95]	88.83333333333333	[1.4492848797673374, 0.7805650702636973, 0.8987178739953534, 1.192879515124658, 0.6566459388843633, 1.6223383497089219]	1.1000719379573887	-0.6734194755554199
67	The teenage Luthor saves Superboy from a chance encounter with kryptonite.	十几岁的卢瑟拯救了超级男孩 ， 避免了与加密岩的偶然接触。	[52, 50, 30, 75, 60, 75]	57.0	[-0.8635243677362101, -1.611497260631088, -1.6766232936866652, 0.36607664033155607, 0.14944823277894595, 0.5952234046732395]	-0.5068161073783702	-0.7802707552909851
68	The antechamber of the Order Hall is decorated with stucco reliefs of cherubs, masks, birds, and weapons by Tomasso Soldati and Frisoni.	圣殿的前锤子被托马索 · 索尔达蒂和弗里索尼装饰成了樱桃、面具、鸟类和武器的小饰品。	[37, 42, 31]	36.666666666666664	[-1.8390979286891984, -1.2046233616236284, -1.8328260972084112]	-1.6255157958404125	-0.7933880090713501
69	Natsumi suddenly appears and tries to run him through, triggering the unsheathing of his mutant claws.	娜楚米突然出现 ， 试图把他赶走 ， 引发了他突变的爪子的解开。	[51, 75, 52, 75, 50, 60]	60.5	[-0.9117078937258674, -0.22076334732016636, -0.5434731799065771, 0.36607664033155607, -0.3577494733264714, -0.17511280410352223]	-0.3071216763418414	-0.9163287878036499
70	Bruiser competes on both the PRCA and the elite series of the PBR.	布鲁泽在 PRCA 和 PBR 的精英系列上都有竞争.	[53, 64, 42]	53.0	[-0.9696468404854673, -0.15167342001592293, -1.1493974315381452]	-0.7569058973465118	-0.738178014755249
71	James Miller farmed here previously, dying on 3 April 1813.	詹姆斯米勒以前在这里耕种, 1813 年 4 月 3 日死亡.	[94, 81, 80, 95, 70, 85]	84.16666666666667	[1.160183723829394, 0.11301279187445486, 0.8987178739953534, 1.192879515124658, 0.6566459388843633, 1.1087808771910808]	0.8550367868165507	-0.4404478073120117
72	Dishes include congee, cha siu bao, siu yuk, egg tarts, and mango pudding.	鱼包括椰子、茶叶、茶叶、蛋粉和芒果布丁.	[10, 20, 30, 25, 30, 45]	26.666666666666668	[-2.8872324593018144, -3.280377956604194, -1.6766232936866652, -1.700930546651199, -1.372144885537306, -0.9454490128802839]	-1.9771263591102437	-0.911384105682373
73	The critic Alain Cochard writes that it "casts a spell on the ear through the subtlety of a harmony tinged with the modal and its melodic freshness."	评论家阿兰 · 科查德 （ Alain Cochard ） 写道 ， 它 "通过带有模态和旋律新鲜感的微妙的和谐 ， 给耳朵留下了咒语" 。	[72, 93, 83]	82.66666666666667	[0.06282632675646338, 1.3257031750926274, 1.0532383440562745]	0.8139226153017884	-0.6902309060096741
74	He devoured popular novels, classics, plays, and biographies.	他喜欢流行的小说、经典著作、戏剧和传记.	[77, 81, 88]	82.0	[0.3345297918201294, 0.8209069606591999, 1.3527438014198556]	0.8360601846330615	-0.5655890107154846
75	The fleet of Venice, commanded by Doge Ordelafo Faliero, invaded Dalmatia in August 1115.	由 Doge Ordelafo Faliero 指挥的威尼斯舰队于 11 月 15 日入侵 Dalmatia 。	[66, 72, 85]	74.33333333333333	[-0.2632178313199358, 0.26076344967625226, 0.9181510109247515]	0.305232209760356	-0.2457885444164276
76	Sharapova pulled out of the Dubai Tennis Championships due to citing a forearm strain.	沙拉波娃因前臂紧张而退出了迪拜网球锦标赛.	[83, 80, 76]	79.66666666666667	[0.6605739498965285, 0.663430908319829, 0.2023966850290469]	0.5088005144151347	-0.44204196333885193
77	"Disguised Symbolism as Enactive Symbolism in Van Eyck's Paintings".	"虚构的符号主义作为范艾克绘画中的积极的符号主义" 。	[54, 59, 50, 55, 35, 35]	48.0	[-0.7671573157568957, -1.1108330518391563, -0.6464868266138578, -0.460726234461546, -1.1185460324845975, -1.459006485398125]	-0.9271259910923629	-0.6796562671661377
78	They squared off in the Sultan's palace over a billiard table.	他们在苏丹宫殿的台球台上平整下来.	[59, 44, 52, 45, 50, 50]	50.0	[-0.5262396858086095, -1.9452733998257092, -0.5434731799065771, -0.874127671858097, -0.3577494733264714, -0.6886702766213634]	-0.8225889478911378	-0.7848029732704163
79	Charlie Brown's Funtime Frolics takes place in the Camp Snoopy Theatre.	查理布朗的葬礼 Frolics 在 Snoopy 营地剧院举行.	[52, 47, 56, 25, 35, 45]	43.333333333333336	[-0.8635243677362101, -1.7783853302283987, -0.33744588649201557, -1.700930546651199, -1.1185460324845975, -0.9454490128802839]	-1.124046862745451	-0.565594494342804
80	The nonconformist churches, however, were less influenced by revivalism.	然而 ， 不符合规定的教会受复兴主义的影响较小。	[66, 80, 73]	73.0	[0.12191738740461401, 0.49755187085832897, 0.3592493477031927]	0.32623953532204525	-0.6497812271118164
81	He admits to the kiss and Susan slaps him; she then throws him out.	他承认接吻了, 苏珊打了他一巴掌, 然后把他扔出去.	[91, 88, 65, 95, 70, 85]	82.33333333333333	[1.0156331458604222, 0.502418287601513, 0.1261155236907478, 1.192879515124658, 0.6566459388843633, 1.1087808771910808]	0.7670788813921309	-0.6667996644973755
82	Companies D and I returned to Fort Concho on 21 October with 116 of the noncombatants, who were interned in the quartermaster's corral.	10 月 21 日 ， D 连和我带着 116 名非战斗人员返回 Concho 堡 ， 他们被关押在军需官的后部。	[75, 80, 67, 60, 45, 50]	62.833333333333336	[0.24469673002590636, 0.05738343534201798, 0.22912917039802855, -0.2540255157632705, -0.61134832637918, -0.6886702766213634]	-0.17047246383297684	-0.6449057459831238
83	The four ventricles, two lateral, a third, and a fourth ventricle, all contain choroid plexus that produces cerebrospinal fluid.	四个心室 ， 两个侧室、第三个心室和第四个心室 ， 都含有产生脑脊液的脉络丛。	[91, 96, 85, 95, 90, 95]	92.0	[1.0156331458604222, 0.9474531398610079, 1.1562519907635553, 1.192879515124658, 1.671041351095198, 1.6223383497089219]	1.2675995820689607	-0.496489554643631
84	The Argumenta are collections of legends about the Evangelists.	《论战》是福音派传奇的集合体.	[79, 75, 77]	77.0	[0.6092686979538853, 0.22584840579466298, 0.5610393747131052]	0.46538549282055114	-0.625795304775238
85	As Uatu watches on, Thor implores Hood to surrender, lest he kill himself.	乌阿图看着, 索尔恳求胡德投降, 以免他自杀.	[80, 93, 87]	86.66666666666667	[0.49755187085832897, 1.3681994827527548, 0.965843890283451]	0.9438650812981783	-0.5101502537727356
86	General Edward Hand, the local military commander, banished Col. Croghan from the frontier in 1777 on suspicion of treason.	当地军事指挥官 Edward Hand 将军于 1777 年因涉嫌叛国罪而将 Croghan 上校驱逐出境。	[74, 67, 81]	74.0	[0.42182588620416556, -0.20887713830720261, 0.9502246973489938]	0.38772448174865226	-0.35024315118789673
87	Dionysus founds the city of Nicaea, as a double commemoration of the namesake nymph and of his first battle against the Indians.	狄奥尼索斯创立了妮卡亚城 ， 作为对奈姆夫的名字和他与印度人的第一次战斗的双重纪念。	[70, 86, 70, 65, 75, 85]	75.16666666666667	[0.003779100077620162, 0.3911595745366392, 0.38364964045894967, -0.04732479706499497, 0.910244791937072, 1.1087808771910808]	0.45838153118939445	-0.7277041673660278
88	On St. Patrick's Day, John and Natalie stare at one another as he dances with Marty.	圣帕特里克节那天, 约翰和娜塔莉在和马蒂跳舞的时候互相盯着对方.	[68, 76, 60]	68.0	[0.1968945121045019, 0.2801890988073962, -0.2965682400790226]	0.06017179027762517	-0.46633180975914
