index	original	translation	scores	mean	z_scores	z_mean	model_scores
10	Eșecul din Vietnam și scandalul Watergate au dus la o reevaluare a identității naționale și culturale, mai ales de către cei tineri.	The failure in Vietnam and the Watergate scandal have led to a reassessment of national and cultural identity, especially by young people.	[100, 94, 97]	97.0	[0.8333627005754242, 0.8468798301311734, 1.13555940970333]	0.9386006468033091	-0.18406090140342712
11	Termenul "bolnavul Europei" ilustrează destul de exact aceste stări de fapt.	The term 'sick of Europe' illustrates quite precisely these states of fact.	[92, 91, 93]	92.0	[0.7788020161941114, 0.7358069459001276, 0.6779108055270636]	0.7308399225404342	-0.23952552676200867
12	Socialiștii moderați au intrat atunci în guvern, susținuți de majoritatea muncitorilor care credeau că pot face presiuni pentru a opri războiul.	Moderate Socialists then entered the government, supported by the majority of workers who thought they could put pressure to stop the war.	[72, 69, 75]	72.0	[0.1936887541370686, 0.33188095675962026, 0.36687045110247346]	0.2974800539997207	-0.2930993139743805
13	La începutul anilor 1960, președintele Kennedy întruchipa speranța edificării unei Americi prospere.	In the early 1960s, President Kennedy embodied the hope of a prosperous American building.	[83, 100, 92]	91.66666666666667	[0.176846306119864, 1.031651381875285, 0.9625424596988953]	0.7236800492313481	-0.23635399341583252
14	După pierderea uneia din bătălii în cadrul războiului civil, Antoniu părăsește Italia.	After the loss of one of the battles in the civil war, Antoniu is leaving Italy.	[100, 100, 98]	99.33333333333333	[1.119444292482282, 0.8333627005754242, 0.8928336080497934]	0.9485468670358331	-0.2097548246383667
15	Pe 13 mai, Corpul XIX german a forțat traversarea râului în trei puncte lângă Sedan.	On 13 May, the German Corp. XIX forced through the River at three points near Sedan.	[73, 63, 53]	63.0	[0.06936964051385296, -0.06500572319352874, -0.24095688744177754]	-0.07886432337381777	-0.36784827709198
16	Toate aranjamentele necesare refugiului făcuseră făcute mai înainte de declanșarea invaziei germane.	All the necessary arrangements for refuge had been made before the German invasion started.	[100, 100, 82]	94.0	[0.8333627005754242, 1.0259160246377157, 0.4789289377005333]	0.7794025543045578	-0.37866368889808655
17	II./SG a raportat 27 de avioane Fw 190 gata de zbor.	II. / SG reported 27 aeroplanes Fw 190 ready to fly.	[88, 100, 74]	87.33333333333333	[0.6924340559611162, 0.8333627005754242, 0.5108927830725571]	0.6788965132030325	-0.14862312376499176
18	Peste 3,5 milioane de francezi au votat pentru instaurarea imperiului și modificarea constituției.	More than 3.5 million French people voted to introduce the empire and amend the constitution.	[77, 100, 100]	92.33333333333333	[0.1396648083199402, 1.0690255985932648, 0.8333627005754242]	0.6806843691628764	-0.21987327933311462
19	Germania Nazistă a ocupat în întregime teritoriul olandez.	Nazist Germany has occupied entirely Dutch territory.	[87, 60, 64]	70.33333333333333	[0.5274850576918293, -0.4021983573265199, -0.26384901217928436]	-0.04618743727132498	-0.3476409912109375
20	Și în cazul habsburgilor era aplicat un regim de reciprocitate.	Also in the case of absconds there was a reciprocity regime in place.	[22, 45, 50]	39.0	[-1.4596948403631902, -0.9673106123092409, -0.5517985343522356]	-0.9929346623415555	-0.5486273765563965
21	Turnul a fost distrus de cutremur, trebuind să fie recunstruit în anii următori.	The earthquake destroyed the pole, having to be reunified in the years to come.	[50, 44, 55]	49.666666666666664	[-0.6177355155083599, -1.1401420146072938, -0.5970676648724217]	-0.7849817316626918	-0.501499593257904
22	Mai mult chiar, forțele coloniale au luptat, cel puțin până când au hotărât să părăsească tabăra italienilor, cu foarte mare hotărâre.	Moreover, colonial forces fought, at least until they decided to leave the Italian camp with great determination.	[88, 93, 91]	90.66666666666667	[0.8241288996953475, 1.0787382953162328, 0.9336646873562946]	0.9455106274559583	-0.2291734665632248
23	Numărul mare de avioane de vânătoare trimise în misiuni împotriva avioanelor de recunoaștere nu a fost o greșeală.	There was no mistake in the large number of hunting aeroplanes deployed in missions against recognition aeroplanes.	[69, 66, 63]	66.0	[0.08790303637420789, -0.1977196259513125, 0.1170667651840961]	0.002416725202330494	-0.4070521295070648
24	Astfel el călătorește în trecut și o salvează pe Ahsoka.	He is thus travelling in the past and saving Ahsoka.	[100, 72, 85]	85.66666666666667	[1.126291054430693, 0.4392880525473824, 0.7211168487611117]	0.7622319852463958	-0.18662099540233612
25	Limba greacă a rămas după declinul imperiului roman drept limba oficială a Imperiului Bizantin.	The Greek language remained after the decline of the Roman empire as the official language of the Bizantin Empire.	[86, 84, 90]	86.66666666666667	[0.5934665098614083, 0.550097310454061, 0.765548731272]	0.6363708505291564	-0.10246705263853073
26	Teatrul are o tradiție bogată în Slovenia, începând cu primul spectacol de teatru în limba slovenă din 1867.	The theatre has a tradition rich in Slovenia, starting with the first theatre performance in Slovenian since 1867.	[56, 65, 61]	60.666666666666664	[-0.13354979165401545, -0.22682471743560242, -0.26833897621150676]	-0.20957116176704157	-0.289196252822876
27	În perioade interbelică, doar un mic număr de tineri au fost încorporați.	In interwar periods, only a small number of young people were incorporated.	[96, 98, 100]	98.0	[0.9771075469752267, 1.1816371657173415, 1.0690255985932648]	1.0759234370952777	-0.31300970911979675
28	Aceste tunuri belgine erau mai bune decât piesele antitanc de 25 mm ale francezilor, sau cele de 37 mm ale germanilor.	These bellows were better than the 25 mm anti-tank parts of the French, or 37 mm of the Germans.	[65, 37, 67]	56.333333333333336	[-0.1260022307044515, -0.9792658600003519, -0.15277612794823858]	-0.4193480728843473	-0.25427284836769104
29	au luat parte la Rezistența Franceză, care a dus o campanie de gherilă atât împotriva naziștilor cât și împotriva autorităților franceze de la Vichy.	took part in the resistance of France, which led to a guerrilla campaign against both the Nazis and the French authorities in Vichy.	[76, 88, 97]	87.0	[0.40888821968470435, 0.5662670826290181, 0.9579527143622191]	0.6443693388919806	-0.1790638118982315
30	P. P. Panaitescu presupune că mai exista o mănăstire și în Țara Făgărașului, căci aici este menționat „Stanciul egumenul”.	This is because, as a result of this, it is clear that the BIP allows the BIP to be met.	[1, 1, 1]	1.0	[-2.807769086906417, -2.5963795810312456, -2.602239511708932]	-2.6687960598821987	-1.344859004020691
31	Constantin era un adept evlavios al cultului soarelui închinat lui Apollo.	Constantin was a evlavious friend of the sunshine imprisoned of Anglo.	[15, 22, 19]	18.666666666666668	[-1.7019185703693989, -1.613543446694494, -1.7409402771246398]	-1.6854674313961775	-0.5099145174026489
32	În cadrul amplei mișcări a modernismului, Kafka este identificat adesea cu două mari curente, expresionismul și suprarealismul.	In the comprehensive movement of modernism, Kafka is often identified with two great tendencies, expresionism and overarching.	[84, 100, 92]	92.0	[0.7078405007440819, 0.8333627005754242, 1.0408188341611522]	0.8606740118268861	-0.4335995316505432
33	Existau circa 1800 de evrei în Norvegia, deja persecutați de naziștii norvegieni.	There were around 1800 Jews in Norway, already persecuted by Norwegian Nazis.	[90, 100, 92]	94.0	[0.8933356796971215, 0.8333627005754242, 1.1553353577991297]	0.9606779126905586	-0.13255435228347778
34	Guvernul olandez a refuzat încă odată o asemenea cerere	The Dutch Government once again refused such a request.	[90, 100, 100]	96.66666666666667	[0.9649799118509909, 0.8333627005754242, 1.0259160246377157]	0.9414195456880435	-0.2577812969684601
35	Având o datorie externă de circa 20 de miliarde de dolari, guvernul a făcut la 1 iulie 1980 a recurs la o nouă majorare a prețurilor la carne.	With an external debt of around USD 20 billion, the government made a further rise in meat prices on 1 July 1980.	[100, 100, 100]	100.0	[0.8333627005754242, 1.0259160246377157, 1.119444292482282]	0.9929076725651407	-0.256299763917923
36	În 1938, Hitler anexează Austria și o parte a Cehoslovaciei.	In 1938, Hitler also attaches a part of Czechoslovakia to Austria.	[96, 98, 100]	98.0	[1.203790472239981, 0.9540873320009072, 1.0690255985932648]	1.0756344676113843	-0.18883390724658966
37	Amiralul Scheer și Ludendorff au decis să inițieze o ultimă ofensivă pentru a demonstra "curajul" flotei germane.	Amiral Scheer and Ludendorff decided to initiate a last offensive to demonstrate the "courage" of the German fleet.	[78, 92, 99]	89.66666666666667	[0.3365921921934781, 0.6937847711654458, 1.032001303849583]	0.6874594224028355	-0.15131857991218567
38	Voievodul deținea atribuțiuni militare, administrative și juridice.	Voivodship held military, administrative and legal tasks.	[68, 72, 70]	70.0	[-0.20937341611476, 0.2118905292481827, -0.12008284672089586]	-0.03918857786249106	-0.27160322666168213
39	Germanii au folosit resursele Estoniei în efortul lor de război; pe durata ocupației, Estonia a fost incorporată în provincia nazistă Ostland.	Germany used Estonia's resources in their war effort; during the occupation Estonia was incorporated into the Nazi region of Ostland.	[81, 99, 97]	92.33333333333333	[0.7615093399106686, 0.9950267735822652, 0.9579527143622191]	0.9048296092850509	-0.28065788745880127
40	Unitățile se învârt la 300 rpm și, prin urmare, necesită o rată de date a controllerului de numai	The unit shall be rotated at 300 rpm and therefore requires a data rate of controller only.	[43, 45, 55]	47.666666666666664	[-0.7330236503445645, -1.101359989670105, -0.49070526370434114]	-0.7750296345730036	-0.5409077405929565
41	În interiorul parcului există un teatru de vară, un trenuleț pentru copii cu linie îngustă, un restaurant construit undeva la începutul secolului XX.	Within the fleet there is a summer theatre, a train for children with a narrow line, a restaurant built somewhere at the beginning of the 20th century.	[90, 80, 100]	90.0	[0.9649799118509909, 0.32853970371962643, 0.783766770321848]	0.6924287952974885	-0.21446889638900757
42	În poiană se află o casă cu etaj, care găzduiește serviciul permanent de ocrotire a pădurii.	In the pound there is a double-deck house, which hosts the permanent forest maintenance service.	[64, 82, 73]	73.0	[-0.5757786710879303, 0.3335749330058847, 0.3050780496820435]	0.02095810386666595	-0.5962216258049011
43	După ce atacaseră Biggin Hill și Kenley, Luftflotte 2 avea în plan să atace stațiile de sector RAF North Weald și RAF Hornchurch.	After attacks by Biggin Hill and Kenley, Luftflote 2 was planning to attack RAF North Weald and RAF Hornchurch business stations.	[77, 90, 100]	89.0	[0.1396648083199402, 0.6201952995495169, 0.8333627005754242]	0.5310742694816271	-0.16595619916915894
44	Primul tablou realizat de Lecca este portretul lui Grigore Pleșoianu, executat la Craiova în anul 1833.	The first picture by Lecca is the portrait of Grigore Plesafianu carried out in Craiova in 1833.	[60, 55, 50]	55.0	[-0.2840594422477165, -0.5968056203690558, -0.5517985343522356]	-0.4775545323230026	-0.2867260277271271
45	De asemenea, 400 de civili norvegieni au fost uciși, în special în timpul raidurilor aviației germane.	Also, 400 Norwegian civilians were killed, particularly during German aviation raids.	[91, 94, 100]	95.0	[0.9279390696980083, 1.1166577564713134, 1.0259160246377157]	1.0235042836023458	-0.3706848621368408
46	Se extrăgea aramă la Bratilovo, iar în Buzău erau extrase resurse de chihlimbar și sulf.	They were extradited from Bratilovo and in Buzău resources were extracted from chihlimbar and sulphur.	[44, 36, 28]	36.0	[-0.7793153012827195, -1.2006544669900585, -1.1981100513547227]	-1.0593599398758335	-0.3878355920314789
47	Text dictat de către monahul Nicolae de la Rohia, poetului Dumitru Cerna, în data de 6 august, Schimbarea la față, 1988.	Text dictated by the Rohia Monahul Nicolae, Dumitru Cerna poet on 6 August 1988.	[26, 23, 19]	22.666666666666668	[-1.2076207495316365, -1.7818450966702433, -1.563505010365851]	-1.5176569521892436	-0.18523523211479187
48	Mai târziu, Bloom obține și ea puterea Bloomix după ce a căzut în vârtejul de flăcări.	Later, Bloom also obtains Bloomix power after falling into the float.	[86, 93, 100]	93.0	[0.6129338655036903, 0.7730753262464845, 0.8333627005754242]	0.7397906307751997	-0.40494683384895325
49	Adunarea a înființat un comitet care a demonstrat cât de gravă era problema, concluzionând că 2 milioane de oameni se puteau întreține numai cerșind.	The assembly set up a committee that demonstrated how serious the problem was, concluding that 2 million people could only support themselves by begging.	[74, 100, 100]	91.33333333333333	[0.5108927830725571, 1.0259160246377157, 1.0690255985932648]	0.8686114687678459	-0.2314554750919342
50	Extractele din această plantă au proprietăți antibiotice asupra unor germeni patogeni.	Extracts from this plant have antibiotic properties on some pathogens.	[91, 94, 100]	95.0	[0.9279390696980083, 1.1166577564713134, 0.8333627005754242]	0.9593198422482486	-0.21610645949840546
51	thumbleft[[Stadionul Național din Varșovia, gazda echipei naționale și unul din stadioanele care au găzduit Euro 2012	It shall immediately submit, on simple request by the Commission, information on the measures already taken and planned to comply with this Decision.	[1, 1, 1]	1.0	[-2.6823272679223003, -2.1863660303818158, -2.5963795810312456]	-2.4883576264451204	-0.07887644320726395
52	A adus cu el picturi în care a reprezentat viața țărănimii și a muncitorilor din acele vremuri.	He brought with him pictures where he represented the lives of the shore and the workers of those times.	[54, 50, 50]	51.333333333333336	[-0.35238636033480825, -0.6973510851609658, -0.7429962429518655]	-0.5975778961492132	-0.2671031057834625
53	Societatea Agricolă Plevna, succesoare a CAP Plevna, sub	The successor of the CAP Plevna under the heading of the Agricultural Company Plevna	[62, 70, 54]	62.0	[-0.20140111366506663, -0.1318093662403822, -0.6340919596161035]	-0.3224341465071841	-0.29155489802360535
54	Hinduismul a apărut pe parcursul mileniului al doilea precreștin, în jurul anului 1500 i.Hr., fiind fondat de casta brahmanilor, formată din preoți.	Hinduism arose during the millennium of the second pre-Christian, around 1500 i.Hr., based on the casts of boots made up of prizes.	[41, 61, 47]	49.666666666666664	[-0.8022304303463385, -0.48084759067508237, -0.893262022821877]	-0.7254466812810992	-0.5105512142181396
55	De asemenea, coreenii au acționat adesea în calitate de mediator în comerțul cu armament între Iran și restul statelor din blocul comunist.	Koreans have also often acted as a mediator in the arms trade between Iran and the rest of the communist bloc states.	[89, 90, 91]	90.0	[0.6050491075662071, 0.9558154864920314, 0.8001232917416224]	0.786995961933287	-0.18530459702014923
56	Cei mai mari poeți lirici au fost Sappho și Pindar.	The largest pound stories were Sappho and Pindar.	[16, 16, 15]	15.666666666666666	[-2.2260387128485832, -1.5687810640201292, -2.1438718353573383]	-1.979563870742017	-0.3509880006313324
57	), idea a avut de acum un caracter mai pronunțat cultural.	), the idea has since been more cultural.	[100, 100, 100]	100.0	[1.126291054430693, 1.4417542798998286, 1.2524864452490692]	1.273510593193197	-0.35073792934417725
58	Relieful carstic compune aproape jumătate din Croația și în special se remarcă în Alpii Dinarici.	The karstic head consists of almost half of Croatia, and especially in the Dinaric Alps.	[58, 52, 64]	58.0	[-0.2139728003312605, -0.8402579132231289, -0.16158641708121532]	-0.4052723768785349	-0.3899529278278351
59	Se spune că un crai în trecere pe aici a poposit pe una din stânci.	They say that a crash in passing here of a podeposit on one of the rocks.	[20, 23, 46]	29.666666666666668	[-1.5289016203649641, -1.813238521026739, -0.930286317565559]	-1.4241421529857543	-0.5909985303878784
60	Ar fi fost inutil să încerce obținerea unei o catedre universitare.	It would have been pointless to try to get a university catalogue.	[77, 100, 89]	88.66666666666667	[0.21746681948858065, 0.8333627005754242, 0.5861155109869823]	0.5456483436836623	-0.3189274072647095
61	Jules Michelet, Istoria Franței, prefață și tabel cronologic de Marin Bucur, Biblioteca pentru toți, Editura Minerva, București, 1973.	Jules Michelet, Istoria France, Preface and Time Table de Marin BuMercury, Library for All, Editura Minerva, Bucharest, 1973.	[61, 63, 69]	64.33333333333333	[-0.40611651090979184, -0.30087330692296627, 0.08790303637420789]	-0.20636226048618336	-0.15455999970436096
62	Steagul a fost repus pe hampă în Moldova și a participat la campaniile din 1917.	The rennet was put back on the hop in Moldova and participated in the 1917 campaigns.	[46, 45, 46]	45.666666666666664	[-1.062577964732916, -0.9673106123092409, -0.8828392845579519]	-0.9709092872000363	-0.21817909181118011
63	Acestea acopera cam 1260 de km patrati si sunt putin populate, cu numarul total de locuitori sub 60.000.	They cover a little 1260 km patrats and are sparsely populated juveniles, with a total number of inhabitants of less than 60 000.	[50, 50, 50]	50.0	[-0.8116904617901946, -0.7821891385908313, -0.5517985343522356]	-0.7152260449110871	-0.5503295660018921
64	1er Division Cuirassée a fost practic distrusă în totalitate pe 17 mai.	1er Division Cuirassée has practically been destroyed on 17 May.	[71, 96, 96]	87.66666666666667	[0.403485687284795, 1.1924966787814748, 0.9209284196185372]	0.8389702618949357	-0.18720340728759766
65	La Savannah, capitală Georgiei, organizația revoluționară a preluat conducerea orașului.	In Savannah, the capital of Georgia, the revolutionary organisation took over the leadership of the city.	[95, 93, 100]	96.0	[1.0663526297015562, 1.0798029793660062, 0.9609931851748625]	1.0357162647474751	-0.12792246043682098
66	A obținut în 1938 o bursă la Sorbona, unde a scris o teză despre Pascal.	In 1938, he obtained a stock exchange in Sorbona, where he wrote a sentence about Pascal.	[67, 54, 80]	67.0	[-0.24815544105194892, -0.6340919596161035, 0.09972509718431677]	-0.26084076782791193	-0.2321508526802063
67	Statuile erau amplasate în sanctuare ahu, zone în aer liber, destinate ceremoniilor religioase.	The statuses were located in ahu punishment, open-air areas for religious ceremonies.	[36, 49, 22]	35.666666666666664	[-1.2006544669900585, -0.9605394961788567, -1.3508302105819858]	-1.1706747245836338	-0.36233311891555786
68	Disproporția de forțe a fost uriașă, SUA intervenind cu un portavion, un doc amfibiu, un crucișător purtător de rachete, 4 distrugătoare și 3 fregate.	The disproportion of forces has been huge, with the USA intervening with an aeroplane carrier, an amphibious doc, a missile-bearing crucifier, 4 destroying and 3 fregated.	[60, 80, 50]	63.333333333333336	[-0.14476602032948666, 0.32853970371962643, -0.6973510851609658]	-0.171192467256942	-0.5054281949996948
69	A construit Domus Aurea și un colos dedicat lui, nefinalizat însă.	He built Domain Aurea and a colossal dedicated to him, but not finished.	[20, 33, 46]	33.0	[-1.5289016203649641, -1.4116021492334239, -0.8626677423262655]	-1.2677238373082178	-0.32707348465919495
70	Luxemburgul a fost eliberat de trupelele aliate la sfârșitul anului 1944.	Luxembourg was released by allied troops at the end of 1944.	[100, 94, 81]	91.66666666666667	[1.0259160246377157, 0.8468798301311734, 0.2622081262757357]	0.7116679936815417	-0.18609213829040527
71	Primea delegații străine în cadrul unor ceremonii sau participa la încheierea acordurilor internaționale.	The first foreign delegations in ceremonies or attending international agreements.	[25, 49, 50]	41.333333333333336	[-1.3558846703605294, -0.554170182809986, -0.6174336875128995]	-0.8424961802278049	-0.2882562577724457
72	Cele 12 regiuni statistice nu au nicio funcție administrativă și sunt împărțite în două macroregiuni în scopul politicii regionale a Uniunii Europene.	The 12 statistical regions have no administrative function and are divided into two macro-regions for the purposes of European Union regional policy.	[100, 100, 100]	100.0	[1.0255927455802585, 0.9845341654844935, 0.8333627005754242]	0.9478298705467254	-0.18830081820487976
73	În martie 1777, două vase franceze au sosit, aducând 20 000 de muschete, cantitate mare de muniție, praf de pușcă și echipament.	In March 1777, two French vessels arrived, bringing 20 000 muskets, large quantities of ammunition, shot powder and equipment.	[73, 74, 89]	78.66666666666667	[0.3050780496820435, 0.29454885783083257, 0.5861155109869823]	0.39524747283328615	-0.2797158658504486
74	Volumul, apărut în martie 1903, după moartea autorului, la editura lui Georges Charpentier, poartă o panglică neagră ca semn de doliu.	The volume, which occurred in March 1903, after the author's death, in Georges Charpentier's publishing bears a black tape as a sign of dollar.	[32, 56, 40]	42.666666666666664	[-1.113660940354321, -0.5600433701287397, -0.9309931459030422]	-0.8682324854620344	-0.25156375765800476
75	Crucea Eroilor, înaltă de 40 metri și așezată pe muntele Caraiman din Valea Prahovei, va fi inaugurată cu prilejul Zilei Eroilor din 1927.”	The error cross, 40 metres high, on the Caraiman mountains of the Prahovan Valley, will be inaugurated in the light of the day of the errors in 1927.	[52, 41, 50]	47.666666666666664	[-0.5885966536023811, -0.8375673009368966, -0.7821891385908313]	-0.7361176977100362	-0.30967801809310913
76	Alte mari sunt aglomerările urbane centrate în , , , și .	Other big are urban agglomerations centred on, and.	[93, 86, 100]	93.0	[0.9971458496997823, 0.5819247609861364, 0.9424550146868682]	0.8405085417909289	-0.2802142798900604
77	În perioada interbelică au apărut în totalitate 93 diferite ziare, reviste și magazine, marea majoritate în limba maghiară.	In the inter-war period, totally 93 different newspapers, magazines and shops appeared, the vast majority in Hungarian.	[100, 77, 89]	88.66666666666667	[0.8333627005754242, 0.21746681948858065, 0.8587322896962345]	0.6365206032534131	-0.3736899495124817
78	Spre dreapta, drumul marcat cu cruce albastră, duce la Gălăuțaș.	To the right, the road marked with blue cross leads to greedy.	[36, 45, 27]	36.0	[-1.2006544669900585, -0.9673106123092409, -1.2866778903587555]	-1.151547656552685	-0.36646899580955505
79	Cuprul era, de asemenea, minat în Cipru, Egipt, Deșertul Negev, Iran, și în jurul Golfului Persic.	Copper was also lying in Cyprus, Egypt, Negev Desert, Iran, and around the Persian Gulf.	[44, 33, 55]	44.0	[-0.8732701446164916, -0.9570041926935249, -0.44456088516478715]	-0.7582784074916012	-0.22716274857521057
80	stangaminiaturaSoldați din [[Armata Imperială Japoneză în timpul , 1937	Ntabo Ntaberi Sheka is believed to have been involved in the trafficking of arms and related materiel.	[7, 1, 1]	3.0	[-1.8467843235191839, -2.5963795810312456, -2.7224801354358874]	-2.3885480133287724	-0.849799394607544
81	Celelalte persoane acuzate, au suferit rigorile detenției și familiile lor trăiau în mari lipsuri financiare.	Other accused persons, suffered the rigour of detention and their families were living in great financial shortages.	[98, 100, 73]	90.33333333333333	[0.7710239197049649, 0.8333627005754242, 0.2960211715707458]	0.6334692639503783	-0.37357425689697266
82	În unele zone, apele de coastă sunt poluate, mai ales în preajma complexului industrial de la Sillamäe.	In some areas, coastal waters are polluted, especially around the Sillamäe industrial complex.	[98, 100, 95]	97.66666666666667	[1.170162799704217, 0.8333627005754242, 1.162461307948656]	1.055328936076099	-0.24756816029548645
83	La fel precum campania din sud, și expediția de la Narvik a trebuit să facă față la numeroase obstacole.	Just like the campaign in the South, the shipment from Narvik also had to face many obstacles.	[97, 99, 100]	98.66666666666667	[1.13555940970333, 1.0767197754986022, 0.8333627005754242]	1.0152139619257854	-0.35373735427856445
84	În 1971 un lot important de vechi drapele a trecut în patrimoniul Muzeului Național de Istorie.	In 1971, an important batch of old flags went to the heritage of the National Museum of History.	[91, 84, 95]	90.0	[0.7485442438325943, 0.4111389828802625, 0.8839041248748553]	0.6811957838625706	-0.24326598644256592
85	Florile lor au gineceu tricarpelar, trilocular și sincarp.	Their flowers ginecum tricarpelar, trilocular and sincarp.	[44, 35, 26]	35.0	[-0.9453260709089154, -1.2324359852332691, -1.4618656020741714]	-1.213209219405452	-0.35108432173728943
86	Dar în loc să se reinstaureze republica, urmează 13 ani de război civil.	But instead of a republic, it follows 13 years of civil war.	[69, 77, 78]	74.66666666666667	[0.1666644896784958, 0.1396648083199402, 0.25449111423226256]	0.18694013741023285	-0.374303936958313
87	Astfel, statele au recurs la credit, împrumutând bani de la bancheri.	Thus, the countries used credit, lending money from bankers.	[82, 89, 100]	90.33333333333333	[0.3335749330058847, 0.9144863222007066, 0.8333627005754242]	0.6938079852606718	-0.40059027075767517
88	Mortimore din Royal Navy a condus un tanc Mark I în timpul Bătăliei de pe Somme, pe 15 septembrie 1916.	Mortimore in Royal Navy led a Mark I tanker during the Battle on Somme on 15 September 1916.	[100, 100, 100]	100.0	[1.119444292482282, 1.2524864452490692, 1.0690255985932648]	1.1469854454415387	-0.17872457206249237
89	Dostoievski primește scrisori de la cititori și este vizitat de admiratori de toate vârstele și ocupațiile.	Dostoivski receives letters from readers and is visited by admirators of all ages and occupations.	[70, 100, 93]	87.66666666666667	[0.20126787967938273, 1.0690255985932648, 1.0798029793660062]	0.7833654858795512	-0.16115085780620575
90	miniatura O reprezentare grafică a exporturilor de produse ale Sloveniei în 28 de categorii colorate.	Minister A graphic representation of exports of Slovenian products in 28 coloured categories.	[54, 79, 71]	68.0	[-0.9718970801446642, 0.217228858194318, 0.23587126968026964]	-0.17293231742335888	-0.255551815032959
91	Aproape toată forța de luptă a Busanului a fost ucisă.	Almost all Busan's fighting force has been killed.	[81, 100, 85]	88.66666666666667	[0.7615093399106686, 0.8333627005754242, 0.7203187296926867]	0.7717302567262599	-0.2850733697414398
92	Acesta este punctul unde marea se intalneste cu muntele.	This is the point where the sea is intalistic with the mountains.	[62, 64, 66]	64.0	[-0.20140111366506663, -0.31077195618015985, 0.05491284412905498]	-0.15242007523872383	-0.33189842104911804
93	După 1945 are loc decolonizarea, iar Europa este divizată între sferele SUA și URSS.	After 1945, decolonisation is taking place and Europe is divided between the spheres of the US and the USSR.	[100, 100, 100]	100.0	[1.0690255985932648, 1.031651381875285, 1.4417542798998286]	1.180810420122793	-0.21401238441467285
94	La 29 septembrie 1902, Zola, primul intelectual dreyfusard, a murit asfixiat cu fumul din sobă.	On 29 September 1902, Zola, the first intellectual dreyfusard, died with the stalk smoke.	[70, 69, 70]	69.66666666666667	[0.20126787967938273, 0.1543226125072905, 0.07405752187955017]	0.14321600468874116	-0.3035508990287781
95	Revărsările de primăvară durează circa 2 săptămîni.	(RO) Mr President, spring riots last almost 2 months.	[10, 12, 14]	12.0	[-1.7804585937330342, -1.9634109048271147, -1.7365219603702857]	-1.8267971529768114	-0.7237054705619812
96	Odată devenită om însă, tot nu a reușit să se simtă liberă, așa cum era în trecutul său animalic, anterior capturii.	Once it became a man, however, it still failed to feel free, as it was in its animal past, prior to catch.	[53, 40, 67]	53.333333333333336	[-0.24095688744177754, -0.9309931459030422, -0.15277612794823858]	-0.441575387097686	-0.3963485658168793
