	index	original	translation	z_mean	similar_sentence	similarity	similar_sentence_quality
14	14	După pierderea uneia din bătălii în cadrul războiului civil, Antoniu părăsește Italia.	After the loss of one of the battles in the civil war, Antoniu is leaving Italy.	0.9485468670358331	The second punitive war began with the Hannibal invasion of Italy.	0.521290123462677	0.9404828085878648
15	15	Pe 13 mai, Corpul XIX german a forțat traversarea râului în trei puncte lângă Sedan.	On 13 May, the German Corp. XIX forced through the River at three points near Sedan.	-0.07886432337381777	On 13 May, after crossing the Ardenias, the German moved through the French lines and crossing Meuse in Sedan.	0.5721840262413025	0.5296431180319959
16	16	Toate aranjamentele necesare refugiului făcuseră făcute mai înainte de declanșarea invaziei germane.	All the necessary arrangements for refuge had been made before the German invasion started.	0.7794025543045578	During this time, the Germans started marching the rest of the invasion force vessels.	0.5215463638305664	0.5711618631575709
17	17	II./SG a raportat 27 de avioane Fw 190 gata de zbor.	II. / SG reported 27 aeroplanes Fw 190 ready to fly.	0.6788965132030325	A total of 31 December were ready for 84 aeroplanes, 28 Fw 190D of which.	0.5884172916412354	-1.6428579299182349
18	18	Peste 3,5 milioane de francezi au votat pentru instaurarea imperiului și modificarea constituției.	More than 3.5 million French people voted to introduce the empire and amend the constitution.	0.6806843691628764	But 61% of French people were entitled to take part in the elections.	0.45306122303009033	1.1266604840467875
19	19	Germania Nazistă a ocupat în întregime teritoriul olandez.	Nazist Germany has occupied entirely Dutch territory.	-0.04618743727132498	The Netherlands remained under German ocean until May 1945, when it was freed from the allies.	0.6260195374488831	0.6722728083445654
20	20	Și în cazul habsburgilor era aplicat un regim de reciprocitate.	Also in the case of absconds there was a reciprocity regime in place.	-0.9929346623415555	The rule was subsequently replaced by the cage system.	0.4535597562789917	1.1195863025649824
21	21	Turnul a fost distrus de cutremur, trebuind să fie recunstruit în anii următori.	The earthquake destroyed the pole, having to be reunified in the years to come.	-0.7849817316626918	The land is then sold, and in a few years it melts the foundations for a housing block.	0.49825987219810486	0.5860003796358123
22	22	Mai mult chiar, forțele coloniale au luptat, cel puțin până când au hotărât să părăsească tabăra italienilor, cu foarte mare hotărâre.	Moreover, colonial forces fought, at least until they decided to leave the Italian camp with great determination.	0.9455106274559583	Instead, Cavallero considered that the Italians should focus rather on defending the colonial empire that they had conquered.	0.5731208920478821	0.810914581885792
23	23	Numărul mare de avioane de vânătoare trimise în misiuni împotriva avioanelor de recunoaștere nu a fost o greșeală.	There was no mistake in the large number of hunting aeroplanes deployed in missions against recognition aeroplanes.	0.002416725202330494	The coverage of hunting aeroplanes was inadequate.	0.6069090962409973	0.999728411103325
24	24	Astfel el călătorește în trecut și o salvează pe Ahsoka.	He is thus travelling in the past and saving Ahsoka.	0.7622319852463958	Meanwhile, Ahsoka and Kanan are struggling with the two Inchizers, plus a new one.	0.36404135823249817	-0.11363545088587627
25	25	Limba greacă a rămas după declinul imperiului roman drept limba oficială a Imperiului Bizantin.	The Greek language remained after the decline of the Roman empire as the official language of the Bizantin Empire.	0.6363708505291564	The bizantin empire has come to a standstill a millennium since the plundering of Roman Empire and the collapse of the Roman Empire de Apus.	0.6099558472633362	-0.2767261961679614
26	26	Teatrul are o tradiție bogată în Slovenia, începând cu primul spectacol de teatru în limba slovenă din 1867.	The theatre has a tradition rich in Slovenia, starting with the first theatre performance in Slovenian since 1867.	-0.20957116176704157	, a theologist in the uterus tradition, was one of the most influential in Slovenia.	0.439993679523468	-1.6889372002615997
27	27	În perioade interbelică, doar un mic număr de tineri au fost încorporați.	In interwar periods, only a small number of young people were incorporated.	1.0759234370952777	Since 1987, more and more young people have been fleeing recruitment.	0.44580602645874023	0.874327075221418
28	28	Aceste tunuri belgine erau mai bune decât piesele antitanc de 25 mm ale francezilor, sau cele de 37 mm ale germanilor.	These bellows were better than the 25 mm anti-tank parts of the French, or 37 mm of the Germans.	-0.4193480728843473	Tank R35 was equal to or above the German tanker Panzer I and Panzer II, in particular at	0.5098220705986023	-0.27265906446963806
29	29	au luat parte la Rezistența Franceză, care a dus o campanie de gherilă atât împotriva naziștilor cât și împotriva autorităților franceze de la Vichy.	took part in the resistance of France, which led to a guerrilla campaign against both the Nazis and the French authorities in Vichy.	0.6443693388919806	The operation commissioned by Gaulle was in fact the only counter-attack by the French against the German invading forces.	0.5576634407043457	1.2010501203077615
30	30	P. P. Panaitescu presupune că mai exista o mănăstire și în Țara Făgărașului, căci aici este menționat „Stanciul egumenul”.	This is because, as a result of this, it is clear that the BIP allows the BIP to be met.	-2.6687960598821987	This is because, as a result of the adoption of the BIP, the BIP allows the BIP to be extended.	0.7961941957473755	-2.5301715661064925
31	31	Constantin era un adept evlavios al cultului soarelui închinat lui Apollo.	Constantin was a evlavious friend of the sunshine imprisoned of Anglo.	-1.6854674313961775	After the death of Constantin the Great, a congress broke out between the three sons of Constantin.	0.4135530889034271	-0.7003570523504195
32	32	În cadrul amplei mișcări a modernismului, Kafka este identificat adesea cu două mari curente, expresionismul și suprarealismul.	In the comprehensive movement of modernism, Kafka is often identified with two great tendencies, expresionism and overarching.	0.8606740118268861	A strong emotional link is gradually established between the Grete and Kafka, and the two are starting to match.	0.4243214428424835	-0.04624181119532278
33	33	Existau circa 1800 de evrei în Norvegia, deja persecutați de naziștii norvegieni.	There were around 1800 Jews in Norway, already persecuted by Norwegian Nazis.	0.9606779126905586	The Norwegian have lost 1 700 soldiers, 860 of whom are dead.	0.5241566896438599	0.7346628401774092
34	34	Guvernul olandez a refuzat încă odată o asemenea cerere	The Dutch Government once again refused such a request.	0.9414195456880435	The Ottoman Government was not invited to the Vienna Conference.	0.46590477228164673	1.1914538938258523
35	35	Având o datorie externă de circa 20 de miliarde de dolari, guvernul a făcut la 1 iulie 1980 a recurs la o nouă majorare a prețurilor la carne.	With an external debt of around USD 20 billion, the government made a further rise in meat prices on 1 July 1980.	0.9929076725651407	The numbers Nachtgeschwader increased from 800 to 1.020 between 1 July and 1 October 1944 despite all the obstacles.	0.41515347361564636	1.1977332920772312
36	36	În 1938, Hitler anexează Austria și o parte a Cehoslovaciei.	In 1938, Hitler also attaches a part of Czechoslovakia to Austria.	1.0756344676113843	The Polish state, together with Germany Nazist and Hungary, participated in the division of Czechoslovakia in 1938.	0.6320320963859558	0.24495965569254377
37	37	"Amiralul Scheer și Ludendorff au decis să inițieze o ultimă ofensivă pentru a demonstra ""curajul"" flotei germane."	"Amiral Scheer and Ludendorff decided to initiate a last offensive to demonstrate the ""courage"" of the German fleet."	0.6874594224028355	HMS Furious to launch torpedoes against the enemy fleet.	0.4313671886920929	0.7047752438250722
38	38	Voievodul deținea atribuțiuni militare, administrative și juridice.	Voivodship held military, administrative and legal tasks.	-0.03918857786249106	Imperium was the right to military recruitment and command, administrative, civil and legal tasks.	0.7707770466804504	0.946681366499769
39	39	Germanii au folosit resursele Estoniei în efortul lor de război; pe durata ocupației, Estonia a fost incorporată în provincia nazistă Ostland.	Germany used Estonia's resources in their war effort; during the occupation Estonia was incorporated into the Nazi region of Ostland.	0.9048296092850509	Estonia was occupied by Germany in 1941 after the outbreak of the war between Nazis and Soviets.	0.6370018720626831	0.9278731517172786
40	40	Unitățile se învârt la 300 rpm și, prin urmare, necesită o rată de date a controllerului de numai	The unit shall be rotated at 300 rpm and therefore requires a data rate of controller only.	-0.7750296345730036	high and low density), these units shall swivel at not more than 300 rpm.	0.5427178740501404	0.9999094949189192
41	41	În interiorul parcului există un teatru de vară, un trenuleț pentru copii cu linie îngustă, un restaurant construit undeva la începutul secolului XX.	Within the fleet there is a summer theatre, a train for children with a narrow line, a restaurant built somewhere at the beginning of the 20th century.	0.6924287952974885	At the beginning of the 20th century, the family home, in the centre of the village, on the side of the Pipe Road, was built in several steps.	0.3438597023487091	-0.4394147335875788
42	42	În poiană se află o casă cu etaj, care găzduiește serviciul permanent de ocrotire a pădurii.	In the pound there is a double-deck house, which hosts the permanent forest maintenance service.	0.02095810386666595	One of them is in the Clove House, which is why it is keeping them hostage.	0.3910728693008423	-0.3371192183464207
43	43	După ce atacaseră Biggin Hill și Kenley, Luftflotte 2 avea în plan să atace stațiile de sector RAF North Weald și RAF Hornchurch.	After attacks by Biggin Hill and Kenley, Luftflote 2 was planning to attack RAF North Weald and RAF Hornchurch business stations.	0.5310742694816271	Biggin Hill was never brought into operation during the Battle of England, and Kenley could only be used for two hours on 18 August.	0.3961033523082733	-1.0848450111476968
44	44	Primul tablou realizat de Lecca este portretul lui Grigore Pleșoianu, executat la Craiova în anul 1833.	The first picture by Lecca is the portrait of Grigore Plesafianu carried out in Craiova in 1833.	-0.4775545323230026	Constantin Lecca's last picture has been since 1868, namely Petrache Poenaru's portrait.	0.549235999584198	0.013548790644992129
45	45	De asemenea, 400 de civili norvegieni au fost uciși, în special în timpul raidurilor aviației germane.	Also, 400 Norwegian civilians were killed, particularly during German aviation raids.	1.0235042836023458	During the fighting, a German aircraft also bombed the village of Cashin.	0.5049185156822205	0.798410953419046
46	46	Se extrăgea aramă la Bratilovo, iar în Buzău erau extrase resurse de chihlimbar și sulf.	They were extradited from Bratilovo and in Buzău resources were extracted from chihlimbar and sulphur.	-1.0593599398758335	They were in Bran in the case of Brašova and the vow of the Olt for Sibiu, the last monastery of Cosia.	0.4873928427696228	-0.6491405087252445
47	47	Text dictat de către monahul Nicolae de la Rohia, poetului Dumitru Cerna, în data de 6 august, Schimbarea la față, 1988.	Text dictated by the Rohia Monahul Nicolae, Dumitru Cerna poet on 6 August 1988.	-1.5176569521892436	Duma Cerna is a very good poet of Romanian.	0.44712263345718384	-0.24048931718612365
48	48	Mai târziu, Bloom obține și ea puterea Bloomix după ce a căzut în vârtejul de flăcări.	Later, Bloom also obtains Bloomix power after falling into the float.	0.7397906307751997	At the same time, an attack on Bibescu is taking place in Bucharest.	0.3830486536026001	0.9174233730849924
49	49	Adunarea a înființat un comitet care a demonstrat cât de gravă era problema, concluzionând că 2 milioane de oameni se puteau întreține numai cerșind.	The assembly set up a committee that demonstrated how serious the problem was, concluding that 2 million people could only support themselves by begging.	0.8686114687678459	Billions to hand over an emergency, which is an emergency, to adopt quotas imposed for collecting wool.	0.3905560374259949	-1.4757142622517632
50	50	Extractele din această plantă au proprietăți antibiotice asupra unor germeni patogeni.	Extracts from this plant have antibiotic properties on some pathogens.	0.9593198422482486	It consists of wood or herbaceous plants with roots that make symbiosis with atmospheric nitrogen-fixing bacteria.	0.4292863607406616	0.9544604947811838
51	51	thumbleft[[Stadionul Național din Varșovia, gazda echipei naționale și unul din stadioanele care au găzduit Euro 2012	It shall immediately submit, on simple request by the Commission, information on the measures already taken and planned to comply with this Decision.	-2.4883576264451204	Greece shall keep the Commission informed of the progress of the national measures taken to implement this Decision until recovery of the aid granted under the scheme has been completed.	0.4013954699039459	-2.456900150118692
52	52	A adus cu el picturi în care a reprezentat viața țărănimii și a muncitorilor din acele vremuri.	He brought with him pictures where he represented the lives of the shore and the workers of those times.	-0.5975778961492132	The man gave protection to their lives, their freedom and their goods for a specified period of time.	0.42882370948791504	0.5833094402578856
53	53	Societatea Agricolă Plevna, succesoare a CAP Plevna, sub	The successor of the CAP Plevna under the heading of the Agricultural Company Plevna	-0.3224341465071841	investments by the Plevna house, also in view of the fact that the headquarters are located	0.39381709694862366	-0.2714864157514288
54	54	Hinduismul a apărut pe parcursul mileniului al doilea precreștin, în jurul anului 1500 i.Hr., fiind fondat de casta brahmanilor, formată din preoți.	Hinduism arose during the millennium of the second pre-Christian, around 1500 i.Hr., based on the casts of boots made up of prizes.	-0.7254466812810992	Over the centuries ahead, Islam has replaced Christianity as a dominant religion in the region.	0.4001174569129944	0.8095309140916812
55	55	De asemenea, coreenii au acționat adesea în calitate de mediator în comerțul cu armament între Iran și restul statelor din blocul comunist.	Koreans have also often acted as a mediator in the arms trade between Iran and the rest of the communist bloc states.	0.786995961933287	Around half of Manchukuo was handed over to China, while the Korean peninsula was shared between North Korea and South Korea.	0.4075033664703369	0.47532813952110553
56	56	Cei mai mari poeți lirici au fost Sappho și Pindar.	The largest pound stories were Sappho and Pindar.	-1.979563870742017	are the tools of Parthenon, the maestre of which was Fidias.	0.39430660009384155	-0.7850367556761291
57	57	), idea a avut de acum un caracter mai pronunțat cultural.	), the idea has since been more cultural.	1.273510593193197	Polynesian cultures, including those of the masters, have reached their peak.	0.3667300343513489	-0.052114208564479375
58	58	Relieful carstic compune aproape jumătate din Croația și în special se remarcă în Alpii Dinarici.	The karstic head consists of almost half of Croatia, and especially in the Dinaric Alps.	-0.4052723768785349	Croatia has been divided into cantoons since the Middle Ages.	0.47833824157714844	0.9837532650323201
59	59	Se spune că un crai în trecere pe aici a poposit pe una din stânci.	They say that a crash in passing here of a podeposit on one of the rocks.	-1.4241421529857543	They would have plunged around a stone to pull it out for the Eurasian Bishop.	0.38805827498435974	-1.2176116376894142
60	60	Ar fi fost inutil să încerce obținerea unei o catedre universitare.	It would have been pointless to try to get a university catalogue.	0.5456483436836623	Anyone may apply to any number of universities.	0.32227832078933716	0.9155317201360512
61	61	Jules Michelet, Istoria Franței, prefață și tabel cronologic de Marin Bucur, Biblioteca pentru toți, Editura Minerva, București, 1973.	Jules Michelet, Istoria France, Preface and Time Table de Marin BuMercury, Library for All, Editura Minerva, Bucharest, 1973.	-0.20636226048618336	Maria Antoaneta sent Austrian details of the French military plans.	0.4094995856285095	0.7704830345335925
62	62	Steagul a fost repus pe hampă în Moldova și a participat la campaniile din 1917.	The rennet was put back on the hop in Moldova and participated in the 1917 campaigns.	-0.9709092872000363	A condominium has been established in Moldova through which Mr Moldove was obliged to participate in anti-otoman campaigns.	0.540185809135437	-0.39523343903688213
63	63	Acestea acopera cam 1260 de km patrati si sunt putin populate, cu numarul total de locuitori sub 60.000.	They cover a little 1260 km patrats and are sparsely populated juveniles, with a total number of inhabitants of less than 60 000.	-0.7152260449110871	In 1350, the area of the empire was 120 000 km brus, a population of 2 million inhabitants, and an army of 10 000 soldiers.	0.49827009439468384	0.4915214571174449
64	64	1er Division Cuirassée a fost practic distrusă în totalitate pe 17 mai.	1er Division Cuirassée has practically been destroyed on 17 May.	0.8389702618949357	In the 17 weeks before the end of the war, Jagdwaffe tried to recover from the losses suffered on 1 January.	0.4759081304073334	0.977064523351541
65	65	La Savannah, capitală Georgiei, organizația revoluționară a preluat conducerea orașului.	In Savannah, the capital of Georgia, the revolutionary organisation took over the leadership of the city.	1.0357162647474751	Tudor Vladimirescu's revolution is also being felt in Galats.	0.43007826805114746	0.29123310902488037
66	66	A obținut în 1938 o bursă la Sorbona, unde a scris o teză despre Pascal.	In 1938, he obtained a stock exchange in Sorbona, where he wrote a sentence about Pascal.	-0.26084076782791193	On the occasion of re-publishing, at the Charpenter publication in 1889, the Roman was completely reviewed by the author.	0.4311407506465912	-0.7609850846235734
67	67	Statuile erau amplasate în sanctuare ahu, zone în aer liber, destinate ceremoniilor religioase.	The statuses were located in ahu punishment, open-air areas for religious ceremonies.	-1.1706747245836338	On the basis of such waters, a sanatorium was built on the territory of the Hanger monastery in which people were treated.	0.459359347820282	-0.4437632120686195
68	68	Disproporția de forțe a fost uriașă, SUA intervenind cu un portavion, un doc amfibiu, un crucișător purtător de rachete, 4 distrugătoare și 3 fregate.	The disproportion of forces has been huge, with the USA intervening with an aeroplane carrier, an amphibious doc, a missile-bearing crucifier, 4 destroying and 3 fregated.	-0.171192467256942	The acquisition of four German aeroplanes was attributed to the anti-aircraft artillery.	0.4574177861213684	0.9929076725651407
69	69	A construit Domus Aurea și un colos dedicat lui, nefinalizat însă.	He built Domain Aurea and a colossal dedicated to him, but not finished.	-1.2677238373082178	Agriculture had low yields, but it was neither archaic nor very advanced.	0.3609761893749237	1.0353914252312426
70	70	Luxemburgul a fost eliberat de trupelele aliate la sfârșitul anului 1944.	Luxembourg was released by allied troops at the end of 1944.	0.7116679936815417	By the end of May, the Netherlands and Luxembourg had been bound by the Germans.	0.6117081046104431	-0.04231275568142831
71	71	Primea delegații străine în cadrul unor ceremonii sau participa la încheierea acordurilor internaționale.	The first foreign delegations in ceremonies or attending international agreements.	-0.8424961802278049	The successor's mandate or has been overshadowed by an involvement with unfortunate follow-up to international events.	0.5211519598960876	-0.16214074089081565
72	72	Cele 12 regiuni statistice nu au nicio funcție administrativă și sunt împărțite în două macroregiuni în scopul politicii regionale a Uniunii Europene.	The 12 statistical regions have no administrative function and are divided into two macro-regions for the purposes of European Union regional policy.	0.9478298705467254	The regions have no administrative role, as they are useful for local policy coordination and statistical purposes.	0.6263493895530701	0.7694458836833249
73	73	În martie 1777, două vase franceze au sosit, aducând 20 000 de muschete, cantitate mare de muniție, praf de pușcă și echipament.	In March 1777, two French vessels arrived, bringing 20 000 muskets, large quantities of ammunition, shot powder and equipment.	0.39524747283328615	The French have even managed to mobilise and equip two heavy tank divisions.	0.46357953548431396	0.8167478471110385
74	74	Volumul, apărut în martie 1903, după moartea autorului, la editura lui Georges Charpentier, poartă o panglică neagră ca semn de doliu.	The volume, which occurred in March 1903, after the author's death, in Georges Charpentier's publishing bears a black tape as a sign of dollar.	-0.8682324854620344	From the pictor's family, the nephew of Octav George Lecca wrote to the Lecca Family in 1897 and the Boundary Families in 1899.	0.4304024875164032	-1.2673542429671762
75	75	Crucea Eroilor, înaltă de 40 metri și așezată pe muntele Caraiman din Valea Prahovei, va fi inaugurată cu prilejul Zilei Eroilor din 1927.”	The error cross, 40 metres high, on the Caraiman mountains of the Prahovan Valley, will be inaugurated in the light of the day of the errors in 1927.	-0.7361176977100362	The Tatra mountains, with 29 peaks over, are the highest mountain area in the Carpathian mountains.	0.35409021377563477	0.6777381097352086
76	76	Alte mari sunt aglomerările urbane centrate în , , , și .	Other big are urban agglomerations centred on, and.	0.8405085417909289	The flourishing industries, it was mainly concentrated in the large cities.	0.5700282454490662	-0.4514595606761455
77	77	În perioada interbelică au apărut în totalitate 93 diferite ziare, reviste și magazine, marea majoritate în limba maghiară.	In the inter-war period, totally 93 different newspapers, magazines and shops appeared, the vast majority in Hungarian.	0.6365206032534131	The mothers became a sensation in Hungary and in the inter-war period, in 1935, a copy was placed on the Budapest Island.	0.45870664715766907	-0.8035478282270444
78	78	Spre dreapta, drumul marcat cu cruce albastră, duce la Gălăuțaș.	To the right, the road marked with blue cross leads to greedy.	-1.151547656552685	The road leads to the descent of Bradina, between the God defendant and the Zapoda defendant.	0.357718825340271	-0.8387603918011574
79	79	Cuprul era, de asemenea, minat în Cipru, Egipt, Deșertul Negev, Iran, și în jurul Golfului Persic.	Copper was also lying in Cyprus, Egypt, Negev Desert, Iran, and around the Persian Gulf.	-0.7582784074916012	Beyond Egypt's borders, Eusebium, Kesareea episcope, and Eusebium, episcop de Nicomtragedy, were on the side of Arie.	0.45794644951820374	-0.1301178537642149
80	80	stangaminiaturaSoldați din [[Armata Imperială Japoneză în timpul , 1937	Ntabo Ntaberi Sheka is believed to have been involved in the trafficking of arms and related materiel.	-2.3885480133287724	János Farkas says that there has been a real armed conflict between the plutites in Remetea and the people of the mill in Customs at Petsixth.	0.39105165004730225	-0.9135148397285052
81	81	Celelalte persoane acuzate, au suferit rigorile detenției și familiile lor trăiau în mari lipsuri financiare.	Other accused persons, suffered the rigour of detention and their families were living in great financial shortages.	0.6334692639503783	It forced their families to lag behind and borrow to buy food.	0.45657360553741455	0.5137657777750296
82	82	În unele zone, apele de coastă sunt poluate, mai ales în preajma complexului industrial de la Sillamäe.	In some areas, coastal waters are polluted, especially around the Sillamäe industrial complex.	1.055328936076099	Whole areas of the Slovenian coastline have been destroyed.	0.5200597643852234	0.9786989157802685
83	83	La fel precum campania din sud, și expediția de la Narvik a trebuit să facă față la numeroase obstacole.	Just like the campaign in the South, the shipment from Narvik also had to face many obstacles.	1.0152139619257854	Again, as in the Salerno landing, the landing has encountered numerous problems.	0.47493892908096313	1.0669183801770847
84	84	În 1971 un lot important de vechi drapele a trecut în patrimoniul Muzeului Național de Istorie.	In 1971, an important batch of old flags went to the heritage of the National Museum of History.	0.6811957838625706	Since 1971, it has been found in Romania's National Museum de History.	0.6684454083442688	0.673538386060689
85	85	Florile lor au gineceu tricarpelar, trilocular și sincarp.	Their flowers ginecum tricarpelar, trilocular and sincarp.	-1.213209219405452	The female flower is reduced to a tricarpel ginecum, trilocular, syncarp, upper.	0.6726829409599304	0.586552259612379
86	86	Dar în loc să se reinstaureze republica, urmează 13 ani de război civil.	But instead of a republic, it follows 13 years of civil war.	0.18694013741023285	The Republic was also an empire, however, detaining conquered territories.	0.5766983032226562	0.9009520439793204
87	87	Astfel, statele au recurs la credit, împrumutând bani de la bancheri.	Thus, the countries used credit, lending money from bankers.	0.6938079852606718	From an economic point of view, the empire had great difficulties in paying out the instalments on government loans from European banks.	0.3858221769332886	0.9478298705467254
88	88	Mortimore din Royal Navy a condus un tanc Mark I în timpul Bătăliei de pe Somme, pe 15 septembrie 1916.	Mortimore in Royal Navy led a Mark I tanker during the Battle on Somme on 15 September 1916.	1.1469854454415387	On 15 May, the carrier troops MS Chrobry at the hull of which the Irish on-call Regiment I was located were bombarded.	0.4261351525783539	-0.22610543645348666
89	89	Dostoievski primește scrisori de la cititori și este vizitat de admiratori de toate vârstele și ocupațiile.	Dostoivski receives letters from readers and is visited by admirators of all ages and occupations.	0.7833654858795512	They accumulate readings and become a professional author.	0.5408455729484558	-0.06116247710399339
90	90	miniatura O reprezentare grafică a exporturilor de produse ale Sloveniei în 28 de categorii colorate.	Minister A graphic representation of exports of Slovenian products in 28 coloured categories.	-0.17293231742335888	The Ministry of Serbia won (Eurovision Muzical Concourse 2007vision 2007)	0.3180273175239563	-0.44458212477119474
91	91	Aproape toată forța de luptă a Busanului a fost ucisă.	Almost all Busan's fighting force has been killed.	0.7717302567262599	All the subjects of the Otoman Empire have been slaughtered here.	0.4941149055957794	0.7410115144470785
92	92	Acesta este punctul unde marea se intalneste cu muntele.	This is the point where the sea is intalistic with the mountains.	-0.15242007523872383	In this way, several points are given at flat and lower flat stages in mountains.	0.4321928322315216	-0.5250477121963253
93	93	După 1945 are loc decolonizarea, iar Europa este divizată între sferele SUA și URSS.	After 1945, decolonisation is taking place and Europe is divided between the spheres of the US and the USSR.	1.180810420122793	Estonia was occupied by Germany in 1941 after the outbreak of the war between Nazis and Soviets.	0.5262343883514404	0.9278731517172786
94	94	La 29 septembrie 1902, Zola, primul intelectual dreyfusard, a murit asfixiat cu fumul din sobă.	On 29 September 1902, Zola, the first intellectual dreyfusard, died with the stalk smoke.	0.14321600468874116	The first adaptation was that of Roman L'Assommoir, Ferdinand Zecca, in the same year as the death of the author, 1902.	0.4818902909755707	-0.2675342417628142
95	95	Revărsările de primăvară durează circa 2 săptămîni.	(RO) Mr President, spring riots last almost 2 months.	-1.8267971529768114	(RO) Mr President, since 1864, when the State became the owner, winter has been tendered out by public tender.	0.3056289851665497	-1.5546974153795514
96	96	Odată devenită om însă, tot nu a reușit să se simtă liberă, așa cum era în trecutul său animalic, anterior capturii.	Once it became a man, however, it still failed to feel free, as it was in its animal past, prior to catch.	-0.441575387097686	or [- animal by-products and animal by-products not intended for human consumption;]	0.3421350419521332	-2.6687960598821987
97	97	Romanul are ca temă lumea interlopă berlineză a anilor 1920.	The Roman has the Berpil interlope world of the 1920s as its theme.	-1.2455208794020942	By dismantling the Bizantin Empire, Roman civilisation has ended up being an almost 2200-year-long existence in the midst.	0.5120317935943604	-1.3110254815540643
98	98	Conform datelor Recensământului locuințelor și populației din 2011, orașul avea o populație de 249.432 locuitori.	According to recent data from the houses and the population in 2011, the city had a population of 249.432 inhabitants.	-0.3307297786312354	214.350 of the 414.500 homes of the city have been destroyed.	0.5086318254470825	1.024551871419537
99	99	În Congres, Henry Clay a fost în fruntea efortului de a reautoriza .	In Congress Henry Clay was at the forefront of an effort to re-authorise.	0.7768296794603219	At this point, he chooses Major Henry to take action.	0.4810871183872223	0.557942688683855
