index	original	translation	z_mean	similar_sentence	similarity	similar_sentence_quality
10	यो सारा परिसर सजावटी रातो पत्‍थरको देवलहरू तथा लोहेका जंगलहरू र लोहेका नैं विशाल दरवाजहरूबाट घिरा भयो हो।	This is the punishment of the red potter's gods and of the forests of Lohe, and of the great palaces of Lohe.	-0.3657507808653882	These are the rolls of the gods, and the shrines of the gods.	0.4685937166213989	-0.4143889273083585
11	टिष्टा नदी लाई सिक्किमको जीवन रेखा भनिन्छ  सिक्किममा कठिन भूक्षेत्रको कारण कुनै विमानस्थल अथवा रेल स्टेसन छैन।	The Tista River is called the life line of the sikkim, because of the difficult geography there is no airport or rail station.	2.254876246291289	It is very problematic to walk along the rivers, not bridges.	0.3588513135910034	0.37841949970359784
12	सन १९९४ मा सिक्किम डेमोक्रेटिक फ्रन्टका पवन कुमार चाम्लिङ राज्यका मुख्यमन्त्री भए।	In Summer 1994, pawan kumar of Sikkim Democratic front became the chief minister of chamling state.	0.08060379310002337	The earliest large corruption candidate was the 1994 dhmija candidate.	0.5008487105369568	1.3109188860994465
13	अछाम कालीकोट भन्दा भन्दै अछाम कालीमाटी भनिएको हुन सक्छ ।	A fish may have been called a fish, rather than a fish.	-1.2645216347726824	The piece that was thrown down was eaten by one fish.	0.5097107887268066	-0.22138231166972447
14	भिक्षु स्वयं तराईबासी भएकाले आफ्नो आगत’ उपन्यासमा आञ्चलिक परिवेशको जीवन्त निरूपण गर्न निपुण साहित्यकारको रूपमा देखापर्नु कुनै आश्चर्यको कुरो होइन।	The vital self straining his input is not a wonderful thing to appear as a nephew courageous to discourage the living of the environment in the novel.	-0.7182250114270002	In this novel of the cedar, the characters seem to have orchestrated new concerns for their ideal expressions, not automatic as the speed of the story.	0.44225555658340454	0.04398911588682861
15	यस्ता मुलुकहरूको सङ्ख्या डेढ दर्जनको हाराहारीमा छ।	A number of such roads are in dedication.	-0.506425430225036	There are several reasons that this parsing path is deprived.	0.6291351914405823	-0.3008780122701073
16	सबै ऐश्वर्य हुँदाहुँदै पनि जातकले आँफू स्वयंले भने सुख प्राप्त सक्दैन।	While all astonishing, astonishing can't get happy if the stuff is selfish.	-0.8957398976094084	Though wealth is as much as wealth, he lacks anything in his life.	0.36796465516090393	0.47780662602484414
17	मन्दिर परिसरमा रहेको गाधीघरमा तिर्थयात्रीहरूको लागी खाने र बस्ने सुविधा रहेको छ।	The Temple is featured in the burial grounds of the tirthankaras and lives in the village.	-0.7320432129280642	The Village belongs to the temple of chamuga debi, which holds all the situations and devotions.	0.5951223969459534	-0.22980686917917692
18	केही समयसम्म यस्ता साना भुईंचालोका धक्काहरू आइरहन सक्ने हुनाले हामी बच्नको लागि तयार भइरहनुपर्छ ।	Because these little ground doors are coming, we must be prepared for safety.	-1.5783527964611057	It is a preparation for the preparation of the ground to be prepared.	0.4249206781387329	0.49288826963505317
19	स्पेनको घना जङ्गलमा पाइने उड्ने सर्प एकदम डरलाग्दो हुन्छ।	The flying dragon is a dragon that is found in the dense forests of Spain.	-1.193537461939993	The reigning style of the knights was dragons.	0.4027791917324066	-1.321752594898088
20	thumbleftकोलम्बियाको ब्यारेन्क्विलामा शकीराको प्रतिमा	Icon of shakira in the barranquilla of thumbleft Colombia	0.5371741134949107	Shakira was born 2 February 1977 in barranquilla, Colombia.	0.5164121985435486	1.8576888805475729
21	यसका साथै बिश्वसंपदा सुचीमा सुचीकृत एतिहासिक बसन्तपुर दरबार, पशुपतिनाथ मन्दिर, बौद्धनाथ स्तुपा र स्वयंभुनाथ स्तुपा समेत यसै सहरमा रहेका छन ।	Along with its bishops lists the historic business palace, the animal house, the Buddhist palace, and the self - published palace in this city.	-0.17692665174923453	The Independence Palace, listed on the bishops list, is in this city.	0.54079669713974	-0.9553847054606103
22	वर्षायाममा देखिने धामन, ढोडिया, हरहरे जातका सर्पको विष लाग्दैन ।	Dhodiya, dhodiya, a serpent who appears in the rain, is not poisoned.	-0.8488649100658024	To be a serpent, it is hard to distinguish whether it is poisonous or not poisonous.	0.5747061371803284	1.2102438897418055
23	२००७ सम्म राणा शासनविरुद्ध गोरखा क्षेत्रबाट नेतृत्त्व गरे।	Until 2007, leaders from the gurkha region against Rajasthan ruled.	-0.8536444172910915	G.B. in janakranti against jahaniya rana during 2007 summit	0.5408026576042175	1.4072358881129536
24	असंख्य वेद शाखाहरू, ब्राह्मण ग्रन्थ, अारण्यक र उपनिषदहरू लाेप भइसकेका छन् ।	Inconsistent Wedge Children, brain growth, arthritis and substances have been laid.	-1.6440601108422366	Going and seeing a growing brain torture.	0.34211161732673645	-1.3637067831351117
25	बच्चाको आँत सफा गर्नका लागि जडीबुटी, चिया वा पानी खुवाउन आवश्यक छैन  ।	It is not necessary to feed Jedi, tea, or water for cleaning the child's eye.	0.846495892530195	The Cup or shining, if not the law of boiling, must be washed well by soap.	0.41805005073547363	0.6417360419298958
26	महाकाव्यमा कविका विचार कतै पात्रका माध्यमबाट त कतै स्रष्टा स्वयंबाट प्रस्तुत भएमा मिश्रित शैलीका महाकाव्यको निर्माण हुन पुग्दछ ।	In the planet, the idea of a civilization somewhat reaches the construction of a mixed style if presented from a corrupt self.	0.30420774632819897	After the secondary world war, the dish depicted inside human civilizations, etc., showing things that were constructed using the majority.	0.4080734848976135	-0.011806373666923803
27	सन् २००६ को ओलम्पिक खेलको प्रचारमा समेत देखिएका मण्डेलाले एसओएस बाल ग्रामको लागि पनि थुप्रै सहयोग जुट्ने काममा संलग्न रहे ।	As well as being seen in the preaching of the 2006 Olympic games, Mandela remained involved in many supporting shooting jobs for SOS baby grams.	0.359875331823525	Mandela then spoke about the plague of aids in many programs.	0.38494399189949036	1.7138105129201655
28	तिहारमा लगाइने टीका सात रङ्गका हुन्छन्, पहेंलो, नीलो, सुन्तला रङ्गको, सेतो, हरियो, रातो र कालो।	The tie that is carried on the sharp is seven colors, yellow, Blue, Orange, white, green, Red, and black.	0.04304697309601716	Species in the holly include: Red, green, yellow and blue colours more commonly used.	0.41731059551239014	0.016689789028826868
29	हामी जुन धृतराष्ट्रका छोराहरुलाई मार्न चाहँदैनौँ तिनीहरु नै अहिले हाम्रा अगाडि युद्धभुमिमा उभिइरहेका छन् ।	For we don't want to kill the sons of the patriarch, but they are now standing in the battlefield.	-0.16493523723679587	What is this joy to us, that we kill the sons of the patriarch?	0.490932822227478	-0.1877626571569242
30	यहाँका ५६,०००  जनसङ्ख्यामा ८०% प्रतिशत जनसङ्ख्या हिन्दुहरुको रहेको छ भने अरू बौद्ध धर्मावलम्बी, ठकुरी, राजपूतहरुको पनि बाहुल्यता रहेको छ।	The 56,000 population here consists of 80 % percent of the population hierarchy, also excluding further inhabitants, spouses, royal families.	-0.6739292830463479	Surviving families number 5.28 people and the population 2.12 per square k.	0.4004984498023987	0.44035143303542873
31	केन्द्रीय स्तरको भक्तपुर अस्पताल, सार्क क्षयरोग केन्द्र तथा भक्तपुर क्यान्सर अस्पतालका साथै थुप्रै सामुदायीक तथा निजि अस्पताल यहा रहेका छन ।	There are many community and private volunteer hospitals, including the central level volunteer hospital, the shark capital center and the independent cancer hospital.	0.36905537162777086	As well as the central office of several private companies some factories are located here, including the balaju medical area and many sales centres.	0.43928438425064087	1.588150447940426
32	गोखुंगा क्षेत्र भन्नाले यहाँ भुवनपमेखरी गाविसमा परम्परागत रूपमा चल्दै आएका केही विशिगष्ठ सांस्कृतिक परम्पराहरूलाई जनाउन खोजिएको हो ।	The Gokhunga region is seeking to indicate some specialized cultural traditions that are traditionally run here in bhuvanpura gawada.	0.16453952485235132	This section has been attempted to mention only a few cultural customs specifically adopted in the gokhunga region.	0.6984933018684387	0.9322449748026718
33	अलेक्जेण्ड्रा  बस्दा युनिभर्सिटी हफ विटवाटर्सरान्डमा कानुन पढ्न थाले ।	While living in Alexandra, he read law at University Huff Witwatersrand.	1.827144875415408	While in prison, Mandela also completed the study of law at the university of London, illustrating under the university's external programme.	0.3946528434753418	1.8921282856136734
34	लोक सभा द्वारा मंत्रिपरिषदमा अविश्‍वास व्‍यक्‍त गर्दै नैं सरकारलाई संवैधानिक रूपबाट पद छोडना हुन्छ।	By The Lok Sabha, the government is leaving a constituent assembly, incorporating into the assembly.	0.03864935199927405	A general election for the Lok Sabha is held when its proceeds will be finished or its breakdown goes to the government.	0.5677471160888672	0.3846966148635345
35	विभागका रजिष्ट्रार समक्ष सिफारिस वा राय माग गर्ने।	Registrar coordinator of the department asks for recommendations or rules.	-0.43512427279492955	Submitting or departmental rules regarding institutional registration to a given office.	0.6478184461593628	-0.06907201954340465
36	रैनादेवी नाम कसरी रहन गयो भन्ने विषयमा विभिन्न मतहरू पाइन्छन् ।	Various measures have been found on how the ranadevi name was retained.	1.601538961997761	The magistrates of the darlami surname here have regarded ranadevi as a tribe.	0.4813213348388672	-0.528143112849439
37	१८८२मा धोवाघाट बाँझवारी र काफलवोटमा ४५ मुरी खेत गुठी राखिएको थियो।	In 1882 the police barracks and 45 murry field guards were placed in caphwot.	-1.038222993089448	It was manned by 28 security forces, including the chief district officer.	0.4872267544269562	-1.0180970590408496
38	यस प्रकारको खाना नेपालीहरू एक चोटी बिहान र एक चोटी रातमा गरेर दिनको जम्मा दुई पटक खान्छन् ।	This kind of food is eaten twice in the morning, and twice in the morning.	-0.7672341949224463	The food and the chamber that came in nisro are the same day, as the variety that leads them to be eaten 5/6 times during the day, making them a variety of venues.	0.4019903242588043	-0.20662203670671384
39	सञ्ज्याल राजालाई परास्त गरेर आफु पुनः राजा हुने दाउमा बिस्पतिहरू लागे ।	And when the king was overthrown, he went into the woods of his reign.	-0.38359952619903565	And the king of Gadh went into his kingdom, and abandoned his kingdom.	0.7000054717063904	0.04627612207297718
40	कविताको परिभाषा गरी चिनाउने काम नेपाली साहित्यकारहरूले पनि गरेका छन् ।	The work is also done by nepali citizens who recognize the definition of the book.	-0.3591877278012614	So far western literature recognizes the book, a genre called kitan, a definition.	0.5205166339874268	-0.5377766052544014
41	म्याकमेन सन् २००० सम्म डब्ल्युडब्ल्युएफमन उपस्थिति जनाएका थिएनन्।	Mcmain was not a WWF Team present until 2000.	0.7225869751765351	In The WWF, he was also known as the evil mister mcmain.	0.5511993765830994	1.8039937553819492
42	भने नेपाली घरेलुु दर्शकहरूको माया जित्न सफल भएको थियो ।	If nepali home viewers were able to win the love of nepali home viewers.	-0.0628797300175926	The Nepal Langhali family struggled.	0.453566312789917	-0.7943893274338083
43	अनि यस्ता व्यक्तिले आफ्ना साथीभाईबाट नचाँहदा नचाँहदै पनि सहयोग प्राप्त गर्दछन्।	And such a man receives no help from his friends.	-1.1316355165821563	His adopted daughter is happy, and his friends also receive help from him.	0.4760776460170746	-1.0306792719110742
44	केदार भुमि बिजय गरे भन्ने अभिलेख यिनले लेखाएका छन् ।	The records that kedar bhumi bizarrely wrote are confirmed.	-0.9525934207739951	Brahmins in manuscripts in this religion are said to have occurred in kurukshetra.	0.5280341506004333	0.5605620980977443
45	उपर्युक्त विवरण सहित पेश भएको निवेदनलाई कार्यालय प्रमुख	Office Chief, a report submitted with substantial details	-1.07075766576305	Submission, a reporting office chief who has submitted submission details to submissions	0.8243361115455627	0.2825349170363583
46	लर्ड एडवर्ड इरविन द्वारा प्रतिनीधित्व भएको सरकारले गान्धीजीसँग विचार विमर्श गर्ने निर्णय लियो ।	The Government, which was represented by Lord Edward Irwin, took the decision to dissolve the idea with gandhiji.	0.9477985525996635	Gandhiji actively inspired the British authorities to illustrate the Indians.	0.38487479090690613	-0.44063600318938145
47	हा हा छोरीको माया लाग्दैन आमालाई धुरुमा धुरु रुवाई पो छोडी जान	Ha no daughter's love to her mother to go to dhuru rui po leaves	-0.8106577769296571	Brahma went back to her daughter, seeing the same beach as Fatherji, and this time brahma wasn't told now to come to her mother.	0.42807117104530334	0.101635784934811
48	मनुष्यलोकमा एक लाख श्लोकहरूको आद्य भारत प्रतिष्ठित भयो।	In Manuelok, one of the largest blacks in India.	-0.6894331712462658	The overwhelming majority of Indian leaders greeted by this overwhelming 33-year young w.p.	0.42393356561660767	0.3252527026845999
49	प्रकृतिलाई सर्वोपरि मानी प्राकृतिक नग्नताको चित्रण गर्नु प्रकृतवादको पहिचान हो ।	Nature is the identification of natural interests to diagnose the best mani natural universe.	-0.5618293412538876	Analysis has been accurate that nature and men's necessity for creationism are necessary.	0.42279118299484253	0.6240619071394654
50	श्रीकृष्ण विज्ञान केंद्र गाँधी मैदानको पश्चिम भागमा बनेको विज्ञान परिसर स्कूली शिक्षामा लगेका बालकहरूको लागि ज्ञानवर्धक केन्द्र हो।	Mr. Science is a knowledge center for children who have carried out science education in the west part of the central government field.	-0.6819592789347354	Westmanchal Regional Assembly, mendipal medical college teaches many government, community and primary volunteer escorts in this city.	0.3703666925430298	-0.6005814457233435
51	तपाई प्रत्येक बिहान पर्यटक यसमा चड्दै गरेको पाउनु हुने छ ।	You will get on the tour every morning.	-0.8674123280411435	That thou mayest rejoice all the days of thy life.	0.4428432583808899	-0.9556776659365346
52	त्यसैकारण निङमापाका अनुयायीलाई रातो टोपी सम्प्रदाय र ग्यालोक्पाका अनुयायीलाई पहेँलो टोपी सम्प्रदाय भन्ने नामकरण गरिएको पनि पाइन्छ ।	It is therefore also found that ningmapa's followers are red toothed and galocpa's followers are named yellow toothed respectively.	0.1963146491154445	Now we also find similarities in the surname of the langhallites, and in the surname of the nephites.	0.3812742233276367	-0.9827926570792004
53	दीर्घायु हनु मानिका चारवटा सुख निरोगी कया, धनसम्पत्ति, शीलवती पत्नी र आज्ञाकारी सन्तान मध्येको पहिलो सुख मानिन्छ ।	The Dynasty is considered to be the first of four dry nephews, monks, diligent wives, and obedient children.	-0.07769880756094309	Four Subsidiaries of the four altars are considered bowlers, guardians, archers, and meansweet.	0.5872607827186584	-1.3582050937335293
54	फर द रेकर्ड एमटिभीमा ३० नोभेम्बर २००८मा प्रसारित गरियो, प्रीमियरको रातको ५६००००० दर्शकहरू उपस्थित थिए ।	Far The Records was broadcast on 30 November 2008 on MTV, presenting 5600000 viewers on the night of the premiere.	1.1066279251119986	Shakira's first to v album mtv unplugged was recorded on 12 August 1999 in New York City.	0.420905202627182	2.1268561986984067
55	कैलाली कन्चनपुरमा थारुको यो जनसङ्ख्यालाई रानाथारु र डगौराथारुमा छुट्टयाउँदा	This population of tharu in the kailali constituency is separated by ranatharu and dagaratharu.	0.7200050381277822	Kanyakubj Province, affiliated with kharagpur, kumauni and senjali and dotal assemblies, is the parent constituency of tehsil.	0.6060494780540466	0.47177650514009467
56	जोगी समुदायका पुरुषहरूले दौरा सुरुवाल शिरमा पहेँलो रङ्गको कपडाको फेटा र पटुकी लगाउने गर्दछन् ।	The males of the yogi community wear a yellow colored fetus and potatoes on the ranch head.	-0.1244576715807405	On Thursdays, the yellow colored food and chizbys must be offered at the icon of the goddess narrator.	0.36854007840156555	0.7367301286236948
57	thumbरबस्पियरले जिलेटिनमा शीर छेदन गरि मृत्युदण्ड दिएको व्यङ्ग्यचित्र	Thumbarbuspierre, a contradiction that died shirtless in gilletin	-0.6946533209744176	Sixty-buried hamu, no hamu, Son of fruits	0.32468903064727783	-0.635587209091517
58	"तर अत्यन्तै रमाइलो"" तथा ""हिनताबोध, गरीवी, पीडा, कहिलेकाहीं भोकै बस्न बाध्य हुनु तथा सन्सारको अन्याय सहनु"" आदिको अनुभवको रूपमा व्याख्या गरेका छन् ।"	"But exceptionally funny "" and "" Hinnabod, poor, painful, sometimes hungry, to be forced to sit down and to endure the undertaking of a career "" etc."	0.20440179876268505	At times there is a sharp prosperity in his business, but at one time a downturn causes his whole income to be choked.	0.33775952458381653	0.6589833767691095
59	महिला वा पुरुषको लैङ्गिक पहिचान हुनलाई जैविक लिङ्ग जुनसुकै हुन सक्दछ।	To be a lethal identity of a female or a male, a genital linguist who may be anything.	-0.28842424373202763	Interlingual individuals have their own lexical identity.	0.4135098457336426	0.3252527026845999
60	बयलगाडी जस्तो आकृतिमा यो नक्षत्र फाल्गुन महिनाको प्रारम्भतिर आकाशको मध्यभागमा पश्चिम दिशामा नेपालमा राती ६ बजे देखि ९ बजेका बीचमा देखिन्छ।	In figures like balgadi, it appears between 6 AM TO 9 PM in a night in Nepal in a west direction in the middle of the sky as early as the falgun month.	0.6636185493115937	Chand is a surname of the moon heritage regional solidarity middle of Nepal via Sudhur West, Central West.	0.4678671360015869	0.03731629082545199
61	यश भौतिक संसारमा जसले असल कुरा प्राप्त हुँदा हर्षित हुने र अशुभ कुरा आइपर्दा घृणा गर्ने गर्दैन, त्यही नै पूर्ण ज्ञानमा अवस्थित भएको व्यक्ती हो।	In the physical world, which does not hunt when good things are obtained, and when the unclean thing is obtained, there is a contradiction that exists in the perfect knowledge.	0.32402518430236754	Since there is no satisfactory combination of both mysteries and contradictions, such bantering is not effective.	0.373517245054245	-0.5057758862307855
62	यस विषयमा रामायणले सबैभन्दा राम्रो व्याख्य गरेको देखिन्छ ।	Ramayana seems to be the best interested in this subject.	1.949828516411853	Seeing this, Zita asked Mr. Ramah to bring him up.	0.4166400134563446	-0.48468028226883836
63	सम्मान गर्न बोलाईएको समारोहमै आफूलाई ’अनेपाली भए पनि नेपाली भाषा साहित्यमा कलम चलाएका बिहारी लेखक’ भनिँदा उनको मन कति दुख्यो होला !	While he was called to honor, he was called 'Annapali', a pen name in nepali language literature, 'how much is his mind!'	-0.43038817686565417	He jumped every moment in nepali language and nepali literature.	0.541012704372406	-0.25356286384440546
64	आमाको ममता तथा स्नेहप्राप्तिमा कठिनाइ उत्पन्न हुन्छ ।	Difficulty occurs in the mother's mammals and snails.	-0.9469508787742389	As the mother makes milk, the period of the sharpness increases as the mother makes milk.	0.42337343096733093	-0.6217429841344387
65	सन् १९९९ अप्रिल २५ तारिखका दिन जनमतसंग्रह सम्पन्न भयो जसले चाभेजको सफलतालाई सुनिश्चित गर्यो ।	On April 25, 1999, Jamaica was completed which succeeded chávez's successor.	-1.0467856800396167	The launch of the presidential act of chávez occurred from 2 February 1999.	0.42381179332733154	0.9224809160328783
66	तब हनुमानले समुद्रलाई नाघेर सीता भेटेर आउने अठोट गरे।	And Hanuman exceeded the sea, and found Zita.	-0.4614902538229854	And Parshuram removed the sea behind, and deposited the Girish Maher Giri.	0.5764570832252502	-0.8089628940474971
67	शिवाजीको जन्म १९ फेब्रुअरी १६३० मा शिवनेरी किल्लामा भएको थियो ।	Shivaji was born on 19 February 1630 at shivaneri castle.	1.714139919871234	Shivaji died in April 1680, after three weeks insurance.	0.5127269625663757	-0.9862749477249156
68	अनिश्चितता, गहनताको अभाव, बहुलवादको स्वीकार, खण्डखण्डलाई जोडजाड गरी मिलाउने	Uncertainty, lack of depth, acceptance of multiple interpretations, matching segments	1.0052633258608485	Lack of reproduction, suspension and encouragement, not only by understanding things such as genres and genre blending	0.47046470642089844	-0.5759586687608498
69	उक्त प्रतिस्पर्धामा टटाङ्काको साथीको रूपमा म्याकमेन रहेका थिए जसले उनले उपाधि भिर्दा जेरी लवेरलाई घुरेर हेरेका थिए।	During that competition, mcmain remained as tatanka's friend who won the vice championship by knocking out Jerry Lawyer.	-0.07386114461507946	He defeated Jerry Lawyer, who was unable to see a game, and went to the muckle where he was sitting.	0.49878543615341187	-0.9284722277215263
70	यसो हुनाले पूर्वी संगित परम्पराको आधार नै सामवेद हो भन्न सजिलै सकिन्छ ।	Because it is easy to say that the basis of tradition with the east is Samweed.	-0.5136513031063147	This is determined on the basis of the moon in the rashi eastern tradition of jatak.	0.5245567560195923	-0.1378032357435569
71	जाडो समयमा सर्पहरू कुनै न्यानो ठाउँमा हलचल नगरी केही नखाई बसिरहन्छन् जसलाई बैज्ञानिक भाषमा हाइवरनेसन भनिन्छ ।	During the cold season, the serpents sit without hurting any warm place which is called hybridization in purple speech.	-1.198891114652719	He sat down in the summer, and in the heavens in the winter.	0.3938734829425812	-1.0042842793199689
72	यो क्षेत्रफल पृथ्वीको कूल क्षेत्रफलको ०.०३% र एसिया महादेशको ०.३% पर्दछ ।	This area is 0.03 % of the total area of the earth and 0.3 % of the Asia planet.	1.936729673106176	The overwhelming majority of this non - major planet is in Arabia and the main planet is the sun.	0.3846670389175415	0.26692478417832793
73	सकारात्मक सोचको बृद्धि गर्ने अभ्यास निरन्तर गरिरहेको खण्डमा यी छ वटा शत्रुलाई परास्त गर्न सकिन्छ ।	These six adversaries can be overcome in the section continuing the practice of raising positive thinking.	0.8872108224022877	While our daily benefits are collaborated with positive thinking, negative thinking leaves the living narrative.	0.39573219418525696	0.7182436577411263
74	१७८६ ईस्वीमा जन गार्स्टिनद्धारा निर्माण पछि देखि गोलघर पटना सहरको प्रतीक चिह्न बन्यो।	In 1786 Esqui became known as the symbol of the golagh patna seal since after the construction by Jan Garstin.	0.23802389189962428	In Golagh 1770 Isvi made for food vegetables after the fearless akal in this area. This spherical vegetable is famous for its particular figure.	0.4252360165119171	-0.39696101359455094
75	ओरिजा रूफिपोगोन नामक प्रजाति एसियाली बाह्रमासे प्रकारको हो भने ओरिजा निभारा एकवर्षे बाली हो।	Oriza Rufipogon is a prominent Asian twelvemassee type of oryza nivara, a yearly crop.	-0.0939064416792416	There are 20 recognized species of oriza, but only grown in oriza setiva and oriza glaberi.	0.46553507447242737	1.748097691309823
76	सङ्गठन बनाउन र कम्युनिस्ट आन्दोलनबारे अध्ययन गर्न महराले प्रेरित गर्नुभयो ।	To form an organization and study the communist revolution, the honeymoon inspired the organization.	-0.16251395498679477	Because Samweed himself is prepared in institutional separation and writing of the honeymoon.	0.4086093306541443	-0.03794421004135532
77	अर्काको डाह गर्ने मान्छे डाहले आफै जल्छ र केही गर्न नसकेर दरिद्री हुन्छ ।	Dah, a man who dares another, burns himself and is rushed by nose to do something.	-0.9140548995334217	""" let us burn our own lights and let us turn others to do so."	0.4321124255657196	1.1407958391396802
78	जन्ती जाँदा तामाङहरुमा दमाईं बाजा नबजाएर डम्फु बजाउँदै जाने गर्दछन् र डम्फू तामाङहरु स्वयं बजाउँदछन् ।	When the jeans go to the tamangs, the damangs go unnoticed and the damangs play themselves.	-0.7740783881318428	But when the young men are wearing mandane, they are wearing mandane forward, or afterward.	0.4510306715965271	0.716596713576696
79	नेपालमा बसोबास गर्ने १२५ जनजाति मध्ये मुख्यतया पहाडी इलाकामा बसोबास गर्ने तामाङ एक प्रमुख जाति हो।	Tamang, one of the 125 people who lived in Nepal, mainly in the mountain era, is a chief nation.	0.8250297717256729	Also known as siddharth annu kavi, he is one of the dominant people of Nepal.	0.5668790340423584	0.5610608477035535
80	१९९३ सालमा समले दरबार हाइस्कूलमा आफैँले लेखेको, हाल नेपालकै पहिलो एकाङ्की नाटकको रूपमा मान्यता पाएको 'प्रेम'को मञ्चन गराए।	In 1993 Summer wrote itself in the palace hyskool, currently regarded as the first anchor dance in Nepal'S INTERNATIONAL DANCE SERIES.	0.5021608819001541	In 1993 Salma his first composition was printed in the nepali language.	0.5342719554901123	0.8408374003418363
81	यस धाराका प्रमुख नाटककार र तिनका प्रमुख नाट्यकृतिहरू निम्नानुसार छन् ः	The principal dancers and their principal dancers of this patriarchate are as follows:	-0.8209324927243378	The main obligations of such a peasant ban are:	0.5004898905754089	-0.9693870350887187
82	उनीहरूले जुम्लाको सिञ्जालाई राजधानी बनाएर शासन गरेका थिए ।	They ruled the shinja capital of jumla.	0.7991623583910991	Tensung settled in euxom, the capital of euxom.	0.7082470655441284	0.5138062889016425
83	यस्ता व्यक्तिले पुस्तान्तरबाट प्राप्त पुर्ख्यौली सम्पत्ति उपभोग गर्न पाउँछन्।	Such a person gets to consume ancestral property obtained from generations.	1.2370743147679113	Only the eldest son inherits such an inheritance.	0.5529513359069824	2.284228900629859
84	हिन्दू धर्मको वेदहरू पछिको एउटै मुख्य ग्रन्थ पनि हो_यो विश्वको सबभन्दा ठूलो साहित्यिक ग्रन्थ हो।	It is also the same major asteroid after the altars of Hinduism _ it is the world's largest religious asteroid.	-0.6907227461466099	This is a small asteroid taken from the victims of the historical Hindu mythology.	0.47739875316619873	0.47400835076568854
85	बझाङ्गको राज्य वि.स.१७९४ को अभिलेख अनुसार राजा कल्याणसिहका पालादेखि स्वतन्त्र राजाको हैसियतमा देखाएको छ ।	The Kingdom of bazhang appears in the hunting of the independent king from the palace of kalantseh according to the records of 1794.	-0.7015203735442935	The taming of the king martial moon occurs in 1832, when the hierarchy is mentioned in his taming of the earth around 1760.	0.5596120357513428	-1.2009589747168088
