index	original	translation	z_mean	similar_sentence	similarity	similar_sentence_quality
10	Hutust president Sylvestre Ntibantunganya kukutati ning ta otsis varjupaika USA suursaatkonnas Bujumburas.	President Sylvestre Ntibantunganyahu was overthrown and sought refuge in the US Embassy in Bujumbura.	1.0529461350951042	Burkina Faso issued an international arrest warrant for former President Blaise Compaoré.	0.48419690132141113	1.2580734919830994
11	Võrreldes 2013. aastaga kasvas interneti kasutajate arv 2%.	The number of internet users increased by 2% compared to 2013.	0.7726868986146561	In 2012, around 4% of the population still had access to the internet.	0.5193062424659729	0.6271139422638975
12	Kohe pärast seda ehitati Wakefieldi tornist lääne poole Verine torn samal ajal sisehoovi kardinmüüriga.	Immediately afterwards, Verine torn west of the Wakefield pipeline was built at the same time as the wall of the internal season.	0.4908626468953187	The Western Wall of Henry III was re-built; the old gateway was replaced by the Beauchampi torn.	0.44509992003440857	0.1624757152569775
13	Belgias Brüsselis algas õhtul Euroopa Ülemkogu kahepäevane mitteametlik istung, kus Eestit esindas peaminister Taavi Rõivas.	In Brussels, Belgium, the European Council began its two-day informal meeting at which Estonia was represented by Prime Minister Taavi Ralevas.	0.6359005239832644	A European Council meeting began in Brussels in Belgium.	0.6772278547286987	0.10012027390603079
14	Aga inimestel sellist piirangut ei ole, sest Gödel tõestas selle tulemuse.	However, people do not have such a restriction, as Gode has proved that it had a result.	0.17053396443258753	Kant declared that there was no God and placed him in the place of man.	0.3960208296775818	0.22694559825465377
15	Rama oli esimene Albaania riigijuht, kes on Serbiat viimase 68 aasta vältel külastanud.	Rama was the first Albanian Head of State to visit Serbia over the last 68 years.	0.9286693450043465	It became the first Arab League Head of State to openly call for military intervention in the unrest in Syria.	0.38804173469543457	0.9049493926697854
16	Asi pole lihtsalt selles, et nii mõeldakse iseendast, mitte maailmast ja teistest inimestest; seda ongi näiteks enesekriitika puhul tarvis.	It is not just that this is meant by itself, not by the world and other people; this is what is needed, for example, in self-criticism.	0.7214738814943112	For example, substance is something that has no other type of being, that is, the way of being self-sufficient and being subject to other things.	0.48710671067237854	0.6887468721875685
17	Esimest korda rääkis Jackson väärkohtlemisest, mis talle lapsepõlves osaks sai, Oprah Winfrey jutusaates veebruaris 1993.	For the first time, Jackson talked about the mistreatment he received during his childhood, during the Oprah Winfrey talks in February 1993.	0.5356407771341011	For the first time since 1984, Jackson was on the floor with brothers.	0.44415101408958435	0.3534439659201242
18	Pärast Vabadussõja lõppu ja Tartu rahu allkirjastamist otsustati siiski esitada ametlik liitumistaotlus.	However, after the end of the war on freedom and the signing of the Tartu peace, it was decided to submit a formal application for accession.	0.4665431165916194	It was formally introduced after the end of the war on freedom in 1920.	0.5386431217193604	0.04963791094210377
19	Tahte määrab objektiivselt seadus ja subjektiivselt puhas austus selle praktilise seaduse vastu.	You objectively determine the law and subjectively pure respect for this practical law.	0.7040290097055659	In this case, the commitment will be motivated by an objective law and a sense of subjectivity.	0.5610818862915039	0.7095907330149762
20	Kujult on territoorium pikaksvenitatud ja kitsas, tugevalt liigestatud rannajoonega, mida iseloomustavad kuulsad fjordid.	One month the territory is long-stretched and narrow, heavily overstretched with a coastline marked by famous phjories.	-1.3328698856045804	There are many islands on a narrow coastal coast, and narrow fjords with steep breeds are trawling deep into mountains.	0.42080166935920715	-0.2612249699329864
21	pisiVaraseim teadaolev erakorralist meditsiiniabi kirjeldav tekst	Past-known emergency medical assistance in the past	-1.4559089887794296	Emergency pre-hospital medical care is sometimes also financed from private financial resources.	0.3870624303817749	1.0619641733314278
22	Aino ja Iris on Riiast tagasi ning otsustavad Harry Ahvenaga kohvile minna.	The only one and Iris are back from Riga and decide to go to Harry Ahveni's coffee.	-1.1488220894356669	Henry is back from Riga, and Evelin tells him about what has happened with Ahvena.	0.5428948998451233	0.561626643693993
23	Saareriigil on olemas ka rahvuslik kriketikoondis, mis osaleb Kariibi regiooni sisestel kriketivõistlustel.	The island states also have a national cricket group, which takes part in intra-Caribbean crisis competitions.	-1.122178418056072	Canbert also has competitions representing the city in its national competitions at net level, on earth, in polar, in wheels, in wheels and in washing rooms.	0.4025696814060211	-1.3807628258047744
24	Aga Williamsi järgi pole asi selles, kas konvergents tegelikult aset leiab.	However, according to Willims, it is not about whether convergence actually takes place.	0.9803186969603587	The disagreement about the perception of furniture is a matter of facts, but not a theoretical one.	0.3955363929271698	0.9656855973928954
25	Filipiinide lõunaosas asuva Jolo saare samanimelise linna toidupoes toimunud plahvatuses sai vigastada üle 20 inimese.	Over 20 people were injured in an explosion in the food shop of the island of Jolo in the south of the Philippines.	0.5684737869472253	Twenty-five armed prisoners attacked and released 47 prisoners in the south of the Philippines on the island of Mindanao in the city of Kidapawan.	0.5182000994682312	0.7336105607853347
26	"Kontserdil kanti esmakordselt Eestis ette Arvo Pärdi teos ""Väike litaania""."	For the first time in the concert, the work of Arvo Perdi in Estonia was' Lesser Lithania '.	-1.8250188362980169	On the first day of the visit, he met the Archbishop of the Evangelical Luteris Church of Estonia, Andres Pyder, in Tallinn.	0.47771015763282776	0.3332059449448724
27	Võimu haaras sõjaväehunta eesotsas kindral Mamadu Ture Kurumaga.	The military junta, led by General Mamadu Ture Kurut, seized power.	0.9150250724134952	The army was suspected of carrying out the attack by the Tamil Tigers.	0.47104716300964355	0.27286950973890783
28	Venemaa Konstitutsioonikohtu esimehena alustas uut ametiaega Valeri Zorkin.	As Chairman of the Constitutional Court in Russia, Valeri Zorkin began a new term of office.	0.9387376899826188	The new president of the Russian tax service, Mr Mikhail Mocharv, has been appointed Vice-President of the Senate.	0.498764306306839	0.2796829184695959
29	Ma teen siin kergesti vahet tähendustel, mis võivad olla küsimusel, kas on arukas valelubadust anda, ja küsimusel, kas see on kohusekohane.	I am making an easy distinction here between the meaning of the question of whether it is wise to give false freedom and the question of whether this is appropriate.	0.7084904773694086	The simplest and most comprehensible answer to this question is that this is the truth.	0.4380980432033539	0.28093502938197407
30	Seega, mõnda aega näis, justkui oleks võimalik jõuda rahumeelsele lahendusele.	So for some time it seemed as if it was possible to reach a peaceful solution.	0.9019181862335243	There was an assumption that it was possible that it was precisely for this reason that he was silent in the phosphorus war.	0.3785715103149414	-1.4911875635041962
31	Margnast ja Ahvenast saavad lähedased äripartnerid ning Ahven pakub Margnale välja suusakuurordi idee.	Margna and Ahvena will become close business partners, and Ahven offers Margale Margale the idea of a ski resort.	0.3910424118006663	The Jürka is receiving information from Ahvena on the new Margna business project and leaks it to Pydra.	0.47754043340682983	-0.7429238889880733
32	Kui palju see puudutab kogu ettevõtmise loogilist kuju?	How much does this concern the logical form of the whole undertaking?	1.2795825183757865	What is the moral system going to do with such considerations?	0.503147542476654	1.0660833928182305
33	See on igaveste olendite androgüüne viisik ehk igaveste olendite kümnendik, kes on Isa.	It is an eternal, data-type visa of creatures, or a tenth of eternal creatures, that is Isa.	-0.9747152381655194	16. It is a visa for the eternal creations in the Isa, the first person, a reflection of an invisible sight.	0.4416586458683014	-1.8313066501116564
34	Hiinas Hongkongis tühjendas politsei demokraatlikke valimisi nõudvatest meeleavaldajatest Mong Koki piirkonna.	In Hong Kong, China, the police empty the protesters calling for democratic elections in the Mong Koki region.	0.0019737073331181445	In Hong Kong, China, there were again clashes between student protestors and the police demanding more democracy.	0.6545353531837463	-1.3584825151483455
35	Üleminek üldarusaadavalt kõlbeliselt mõtteteaduselt kommete metafüüsikale	Moving from common sense to metaphysical compact science	0.42105641048823456	One wide-ranging view of science	0.5486176609992981	0.48222896930100684
36	See on kooskõlas moraalse tavaarusaamaga, et petmine ei ole moraalselt vastuvõetav.	This is in line with the moral common understanding that fraud is not morally acceptable.	0.8727456450289163	Literations that are abandoned as inappropriate by utility are deepened by moral understanding.	0.6029846668243408	-1.497361012482622
37	Esimene stseen kohe, kus on kohtumine Daniliga ja teiste poistega, on viide eesti keeles aastal 2012 ilmunud.	The first scene, where there will be a meeting with Danes and other boys, has appeared in the following language in 2012.	0.20589857977543977	The Contacts would have been the first major performances of Jackson since the HIStory World Tour, which ended in 1997.	0.369404137134552	0.8533965678800458
38	Venemaal Barnaulis avas opositsiooniliider Aleksei Navalnõi oma valimiskampaania kohaliku peakorteri.	In Barang, Russia, the leader of the opposition, Mr Navalny, opened his election campaign local headquarters.	0.7604669590293401	Russia had extensive demonstrations against Prime Minister Vladimir Putin, who won the presidential elections.	0.5517771244049072	1.1569144086162142
39	Kategooriatevaheline erinevus on metafüüsiline, mitte loogikaline teema.	Differences between categories are a physical subject, not a logic.	0.0836151438558808	Therefore, the logic cannot prove the difference between the categories.	0.6549925208091736	0.9220553285417911
40	Hobuste võiduajamised toimusid lihavõttenädala esmaspäeval ja kitsede võistlus kohe järgmisel päeval.	The racing of horses took place on Monday in the Easter Week and next day in the caprine world.	-0.6325176703215983	The newspaper will appear on Tuesday, Thursday and Saturday.	0.35161080956459045	-0.22932594082700808
41	Aastal 1944 asutati Njassamaa Aafrika Kongress, mis seadis esialgu oma eesmärgiks aafriklaste esindatuse saavutamise seadusandlikus kogus.	In 1944, the National Congress of Africa was established, which initially set the goal of achieving the representation of Africans in the legislative body.	0.771980891010798	The Estonian XI National Assembly started its first session in 2008.	0.4088059663772583	1.0405813830848318
42	Täielikult alistati Bulgaaria, osaliselt Gruusia ja Armeenia.	Bulgaria, Georgia and Armenia were completely defeated, in part.	-0.8953305164654277	Bulgaria was divided into three parts on the eve of the invasion.	0.5404486060142517	0.7855870424452661
43	Pakistanis Peshawari linnas lasi ennast mošee lähistel asuva hotelli fuajees õhku enesetaputerrorist.	In the town of Peshawar in Pakistan, a suicide bomber blown up in a hotel near mosque.	0.2142542492807076	In the capital of Pakistan, Islamabad, a suicide bomber carried out a hotel in Marriott parklas an explosion, killing himself and another person.	0.7133537530899048	0.0416372136994123
44	Oranje vürst saatis murduvale kaitsele äralõikamise vältimiseks abiks Hannoveri Lünebergi pataljoni.	The Orankon sent the Hannover Lüneberg parlion of aid to avoid cutting off on a breaking defence.	-1.0960083639161653	Auffenburg was in a dangerous position to do what to do, with little hope for the aid force.	0.4063119888305664	-0.9719561649517265
45	On andmeid, et just nimelt Minose kultuuris võeti navigeerimiseks kasutusele tähed.	There is evidence that it was precisely in Minos' culture that stars were introduced for navigation.	0.8342815489314673	It is most likely that Mykeene rulers were united in Minos culture through trade links.	0.579075038433075	0.6199414342731427
46	Algul pooldas ta kontsiiliparteid, mille kavatsust allutada paavst parlamentaarsele kontsiilile ta koos paljude õpetlastega jagas.	At first, he was in favour of a civil party whose intention was to subjugate from the Pope to the parliamentary conspiracy he shared with many scholars.	-1.451320624519078	This is proven by the fact that the Pope, on his own initiative, released Christian warrants from the pledge to continue the campaign against Pühale Maale.	0.4274621903896332	-0.05414543413739395
47	Koos peaminister Taavi Rõivasega kohtus ta ka Ukraina presidendi Petro Porošenko ja peaministri Arseni Jatsenjukiga.	Together with Prime Minister Taavi Ryang, he also met with the President of Ukraine, Petro Poroshenko, and Prime Minister Arsen Jatsenkiss.	0.007917294964408331	He met with the Prime Minister of the country, Fouad Siniora, and Parliament's President, Nabih Berri, Peirutis.	0.5184769630432129	0.2800299894650506
48	Keha ja vaim on täiesti eraldi asjad, ja vaimu põhjuslik mõju kehale on väljaspool füüsika seadusi.	The body and spirit are completely separate things, and the causal effect of spirit on the body is beyond the laws of physics.	1.2958839357919363	Is it the case that this' soul 'is itself physical?	0.5305602550506592	1.0327407209349353
49	Tõsi küll, Bratmani järgi võtab subjekt tähtsatena oma soove, Jollimore'i järgi armastatu väärtuslikke omadusi.	It is true that Bratman puts the subject at the top of his wishes, the loved qualities of Jollimore.	-2.17042116741645	Unlike Velleman, Jollimore's desire for love is considered essential.	0.5993280410766602	-0.8981372032252372
50	Järelikult pani Friedrich oma armee laagrisse Schweidwitzi juures ja ootas vürst Charlesi saabumist.	Consequently, Friedrich set up his army camp at Schweidwitz and waited for the arrival of the polar Charles.	0.09197176187174631	Friedrich quickly marched his troops in Silesia as soon as possible after Dresden in Saxony.	0.5396531224250793	-0.9122281809034837
51	Lisaks sellele, et ta oli Toweri esimene vang, oli ta ka esimene Towerist põgeneja.	Not only was he the first prisoner to be a prisoner of mine, but he was also the first to escape.	0.46994472938806037	One of the first things that Mortimer did when he came to England was the release of the prisoners held.	0.4823840260505676	0.8762992868958653
52	Ja kui on mõttekas öelda, et miski on häviv, siis on ka mõttekas öelda, et miski on hävimatu.	And when it makes sense to say that something is destroyed, it makes sense to say that something is impossible.	-0.9241348246053686	Here, the feeling is that there is a ruthless ban on saying something that is an incontrovertible feeling to say.	0.5075244307518005	-0.079007671600963
53	Newtoni teooria on falsifikatsionisti meelest parem, sest ta pani ikka falsifitseerimisele vastu.	Newton's theory is better, in the opinion of the classical master, because it has still resisted the introduction of classifications.	-0.9698384580986791	The assertions of new theories prove that they are better than the old ones.	0.5273292660713196	0.958576274816866
54	Traditsioon maalida raekodadesse moraliseerivaid kohtumõistmisteemalisi kompositsioone pärineb Madalmaadest, kus seda praktiseeriti juba 13. sajandil.	The tradition of paint-moralising habits in garages originates from the Netherlands, where it has already been practised in the 13th century.	-1.3928224260990476	However, the land is still living in a traditional self-sufficiency manner.	0.40188443660736084	-1.0710106799212091
55	Suurbritannia riigipea Elizabeth II alustas kuuepäevast riigivisiiti Ameerika Ühendriikides.	The British Head of State, Elizabeth II, started a six-day state visit in the United States.	0.963332932765859	Brazilian President Luiz Inácio Lulling a da Silva began a three-day official visit to Britain.	0.5245741605758667	1.0385578519610221
56	Järelikult sõlmis Genova vabariik salalepingu Prantsusmaa, Hispaania ja Napoli Bourbonide liitlastega.	Consequently, the Genova Republic signed a secret agreement with the allies of France, Spain and Naples Bourbond.	0.8664492427465954	This fear of diplomatic separation forced the Republic of Genoa to abandon its impartiality in the war and to join in Bourbonus.	0.4467059373855591	0.8649140551778546
57	Kuna Portugal on Euroopa Liidu liikmesriik, kehtib seal ka Euroopa Liidu õigus.	As Portugal is a Member State of the European Union, EU law also applies there.	0.8110825125302709	Portugal currently has 21 Members of the European Parliament.	0.4940159022808075	0.5829388122588829
58	Autorile kõige lähemad vaated on tõenäoliselt Morton Christiansenil, kes samuti räägib keele ja peremehe koevolutsioonist.	The closest views of the author are probably Morton Christiansen, who also talks about the evolution of the family and language.	-0.8558622814062954	The writers writing in the language of Njandža are one of the best known authors of Jolly Maxwell Ntaba.	0.31019482016563416	-1.5415882277384192
59	Feyerabendi skepsist jagavad uuemad autorid, kellel on sotsioloogiline või postmodernistlik vaatekoht.	According to the Feyerabit scheme, newer authors who have a sociological or post-modern view are shared.	-1.521862799673426	A new paradigm, or its original idea, suddenly appears in the heads of some parties.	0.40123653411865234	1.0128362460625844
60	Eesti president Toomas Hendrik Ilves nimetas Tallinna ringkonnakohtu kohtunikuks Paavo Randma.	The President of Estonia, Toomas Hendrik Ilves, has appointed Pope Randa, Judge at the Tallinn District Court.	-0.6071840438550636	He met President Toomas Hendrik Ilvese and Prime Minister Andrus Ansip in Tallinn.	0.5706167817115784	0.6310325961969364
61	Kogu hutude eliit oli 1973. aasta keskpaigaks surnud või eksiilis.	By mid-1973, the entire Hutu elite were dead or in exile.	0.8538850234443425	By mid-1989 almost everyone who had fled 1988 had returned.	0.4899030327796936	-0.20870213104955768
62	Fundamentaalseid printsiipe nimetas Lakatos uurimisprogrammi kõvaks tuumaks.	The fundamental principles were described in Lakato as the core of the research programme.	0.9392460054699044	Science can then be seen as a programme development for fundamental principles.	0.5195397138595581	0.954547230029338
63	Aga see ei tähenda, et see oleks eetikamõtlemise enese õige vaatekoht.	But that does not mean that it is the right perspective of ethics itself.	0.9141259220539784	Morality is not a certain set of ethical ideas; it involves different ethical views.	0.5562058091163635	0.9177973575056443
64	Üliõpilased ja ajakirjanikud algatasid sarja intellektuaalseid arutelusid, mis lahkasid Ungarit pitsitavaid probleeme.	Students and journalists launched a series of intellectual debates that solved Hungary's dire problems.	-0.1286938751919156	By then, multi-party democracy worked in Hungary.	0.3649654686450958	0.6872430255046952
65	Ähvardati pigem maalt lahkuda kui kuningat teenida.	There was the threat of leaving the country rather than serving the roof.	-0.1046257998533246	The man who made the Pomerania threat, who had closed himself off at the airport, was arrested.	0.3658199608325958	-1.3227488958807283
66	Eestis Tallinnas Kadrioru lossis toimunud pidulikul tseremoonial anti üle Aadu Luukase Sihtasutuse missioonipreemia suuruses üks miljon Eesti krooni.	A million Estonian kroon was awarded the mission prize of the Aadu Lutkas Foundation in Tallinn, Estonia, at the ceremony of the ceremony in Kadrioru Castle.	0.7655382429565513	The annual award of the Estonian Council of Churches was awarded in Tallinn.	0.597399115562439	0.781109342705844
67	Rasvumus on kasvav probleem, 2008. aastal oli rasvunud täiskasvanuid 24% rahvastikust ja sellega paigutus Portugal maailma riikide seas 69. kohale.	Obesity is a growing problem, with 24% of adults being obese in 2008, and Portugal being 69th among the countries of the world.	0.8819931200918282	The pound is the country with the most obesity-related population.	0.4191141426563263	-1.8757418513486224
68	See, mis ühes kontekstis on õige, võib olla teises kontekstis väär.	What is right in one context may be wrong in another.	0.9970458481208274	Perhaps one can agree that if there is a choice between two good alternatives, each option can be justified and reasonable.	0.39459744095802307	0.9344729786973378
69	Krissu ja Laine on pagulaste pärast nii nördinud, et nad ei märka kuulata Evelini uudiseid.	Christianity and Laine are so frustrated about the refugees that they do not notice hearing the news from Evelin.	-0.013966087758802037	In the end, Allan will find help from a vinee, and that is exactly when he comes to the village of Laine, to whom the problems with Christians and Evelina prevail.	0.43839186429977417	-1.0774986898157806
70	Rootsi teatas, et lõpetab Saudi Araabias aset leidvate inimõiguste rikkumiste tõttu kaitsekoostöö Saudi Araabiaga.	Sweden announced that it would end its defence cooperation with Saudi Arabia on account of human rights violations in Saudi Arabia.	0.24674928771078716	Saudi Arabia has announced that 34 Islamic countries have reached agreement on the creation of a new anti-terrorism coalition.	0.4336543083190918	1.233913850399575
71	Neli tundi kestnud kriisiolukord lõppes kell 15.15, kui mees tulistas iseennast ja toimetati seejärel haiglasse.	The four-hour crisis situation ended at 15.15 when the man shot himself and then taken to hospital.	0.765191433353181	The five-hour hostage crisis ended in the arrest of a man, no one was injured in the incident.	0.5858574509620667	0.16860707685376408
72	Pseira, eraldi saarel asunud mitmete kultuspaikadega linn.	Pseira, a city with several gold sites on a separate island.	-0.9609492563259777	The demonstrations in Papua province in Indonesia called for the closure of a gold mine near the town of Jayapura.	0.3758383095264435	1.1307194230282411
73	Inimtegevuse tagajärjel kandusid uued viirused edasi kohalikele taimedele.	As a result of human activity, new viruses spilled over to local plants.	0.7902615280012851	New areas of growth may cause outbreaks of viral plant disease.	0.5963940024375916	1.1394779174159282
74	Venemaa kütusefirma Lukoil teatas, et on otsustanud maha müüa oma varad Leedus ja Lätis.	Russian fuel company Lukoil announced that it had decided to sell off its assets in Lithuania and Latvia.	0.9129194654930192	The glass in Estonia had already sold in Luko to the Estonian fuel company AS Olerex.	0.5262206196784973	-1.4298391275251803
75	Tallinna Tehnikaülikoolis toimus Eesti muuseumite aastakonverents.	The annual conference of Estonian museums took place at Tallinn Technical University.	1.2871335003754028	The app held an annual conference on Estonian museums and an award area for a museum year.	0.656810998916626	-1.5403849438128585
76	Itaalia kasutas Preisimaa võitu Prantsusmaa vastu ära, võttes Kirikuriigi prantslastelt üle.	Italy abused the victory of Prussia against France by taking over Kiriku from the French people.	0.5294740182135377	The Napoleon lost 25 000 men and 8 000 French people were imprisoned.	0.4880019724369049	0.08730972204906906
77	Eesti diplomaatilist esindust ega aukonsulit riigis ei ole.	There is no Estonian diplomatic representation or honorary consul in the country.	0.8138346349537927	Estonia was represented by Foreign Minister Urmas Paet at the meeting.	0.48428335785865784	0.8736038510556846
78	14. detsember 2009 Montenegro peaminister Milo Đukanović.	of 14 December 2009, Prime Minister Milo Đukanović of Montenegro.	0.9023991132238813	On 16 December 2006, Prime Minister Nikola Gruevski of Macedonia.	0.5701828002929688	0.8207728490721381
79	Hämmastaval kombel tunduvad need aseained sageli inimeste elule tähendust andvat.	Incredibly, these substitutes often seem to have a bearing on people's lives.	0.356782050090408	It is often irrational to preach ordinary people.	0.48369407653808594	-1.6734214618032996
80	Soomusrongi Rügemendi, kus teenis kuus aastat soomusrongil Kapten Irv.	A Soomusrong Rübig served six years on a Finnish train, Kapten Irv.	-2.17042116741645	President of Estonia Kersti Kaljuices started a two-day state visit in Finland, where he met Finnish President Sauli Niinistö.	0.3273613154888153	0.6485628781009143
81	Kes seevastu tahab kõike, see ei taha tegelikult midagi ega saavuta midagi.	Whoever, on the other hand, wants everything, does not really want anything and does not achieve anything.	0.5651869475490376	People want one wish to be a motive for them, others not.	0.5084714293479919	0.4953150716571641
82	Justinianus II püüdis linnaaristokraate murda raskete maksude ja kõrvaliste isikute määramisega administratiivsüsteemi tähtsamatele kohtadele.	Justinianus II tried to break the urban cartocracy by imposing heavy taxes and by-persons on key positions of the administrative system.	-0.10454230719712625	The liquidation of the monopoly and the management of the shellings of flights took place under the organisation of the urban authorities.	0.45012083649635315	-1.8449364450396528
83	Küprosel ei tunnustanud enam Bütsantsi ülemvõimu asehaldur Isaak Komnenos.	In Cyprus, the deputy mayor of the Butsana, Isaak in the Comoros, was no longer recognised.	-1.7175267853907934	On the recognition of Kosovo, Serbia made no concessions.	0.3998498320579529	1.233913850399575
84	Iisrael kinnitas, et maa lõunaosas leiti tuhandetelt surnud kalkunitelt ja kanadelt linnugripi inimestele ohtlikku vormi H5N1.	Israel confirmed that in the south of the earth, thousands of dead fish and chickens were found in H5N1, a dangerous form for people with avian influenza.	0.08573921362217918	According to the Jordanian Ministry of Health, the dangerous form of H5N1 was identified for the person of avian influenza on the basis of a list of dead fish in the capital near Ammân.	0.6091232895851135	0.7855870424452661
85	Illüüria kaotamise järel 6. sajandil, tõstis Bütsantsi rahvastikus ja eriti sõjaväes armeenlaste osakaalu.	After the loss of secularism in the 6th century, the Butsana population, and in particular the army, increased the share of Armenians.	-1.3284187553054172	During the 12th century, the population of the Imperial State increased significantly and more and more new crops were introduced.	0.38096752762794495	0.7927168057497723
86	Õnnetus tabas neid matkal Nevado del Ruizi vulkaani jalamil.	The disaster hit them in the burst of the Nevado del Ruiz volcano.	0.4953028678923024	The Storin eruption with disastrous consequences occurred during the period LM IA.	0.4421524703502655	0.7447174816837601
87	Mõnikord muudab just paradigma vastuvõtmine varem ainult looduse uurimisest huvitatud olnud rühma professiooniks või vähemalt distsipliiniks.	Sometimes adopting a paradigm in particular will, in the past, only become a professor, or at least discipline, of a group interested in research into nature.	-0.668385596941588	It is for special scientists who want to understand the nature of their activities, but do not want to go into the shackles of logic.	0.3439115881919861	0.5770833275360555
88	Popperi falsifikatsionismil on see raskus, et pole selge, millist eeldust tuleb näiva falsifikatsiooni korral süüdistada.	The cruelty of the Popperwork is that it is not clear what kind of premise is to be blamed when it appears to be adopted.	-1.2269969403227108	Forgive presupposes that the forgivable act was wrong and does not say that it was, after all, permissible or inappropriate.	0.4275209903717041	0.6095055296338492
89	Ameerika Ühendriikides valiti New Orleansi linnapeaks tagasi Ray Nagin, kelle poolt andis hääle 52,4% valimas käinud kodanikest.	In the United States, Ray Nagin, the city of New Orthodox, was re-elected and voted for by 52.4% of the citizens who went to vote.	0.13759710225618635	56% of voting citizens took part in the elections.	0.5418015122413635	0.6634635469943301
90	Jõustumiseks vajab valitsuse otsus ka Serblaste Vabariigi parlamendi heakskiitu.	The decision of the Government to enter into force will also require the approval of the Parliament of the Republic of Serb.	0.25435621360160376	The government will be appointed by the President after Parliament's approval.	0.5446432828903198	0.85944946680813
91	See võib olla ohtlikult lähedane vihkamist konstitueerivatele uskumustele.	It may be dangerously close to hatred of constitutional beliefs.	-0.4401486676573952	It may not be amoral if it jeopardises a vicious hatred and self-value and relative status.	0.42039763927459717	0.13965564257659993
92	Ameerika Ühendriikide majanduse tugevnemise tõttu on juba ammu oodatud, et Föderaalreserv tõstaks intressimäärasid.	The strengthening of the US economy has long been expected to raise interest rates in the Federal Reserve.	0.8168910237568512	The US Senate introduced additional economic sanctions against Russia and extended previous sanctions.	0.3804095685482025	0.9656855973928954
93	Tõepoolest, ükski varasem töö ei olnud võimaldanud nii suurt uurimise täpsuse ja ulatuse kasvu korraga.	Indeed, none of the previous work had allowed such a large increase in the accuracy and scope of the investigation in the procedure.	0.25284259832458705	They therefore remained mere facts that were unrelated and could not be linked to the ongoing progress of the electricity research.	0.3882444202899933	1.058307183217897
94	Enamik meistreid kasutab kohalikku puitu ja teisi looduslikke materjale.	Most registers use local timber and other natural materials.	0.13662443614033884	Carers and sludge were spending many of the wooden objects.	0.48181867599487305	-1.070509380628583
