index	original	translation	scores	mean	z_scores	z_mean	model_scores
23	२००७ सम्म राणा शासनविरुद्ध गोरखा क्षेत्रबाट नेतृत्त्व गरे।	Until 2007, leaders from the gurkha region against Rajasthan ruled.	[19, 18, 22]	19.666666666666668	[-0.8939500903243248, -0.9145840076005473, -0.7523991539484026]	-0.8536444172910915	-0.2653338313102722
24	असंख्य वेद शाखाहरू, ब्राह्मण ग्रन्थ, अारण्यक र उपनिषदहरू लाेप भइसकेका छन् ।	Inconsistent Wedge Children, brain growth, arthritis and substances have been laid.	[6, 11, 1]	6.0	[-2.1835356218283333, -1.0788683923350026, -1.6697763183633743]	-1.6440601108422366	-0.320853054523468
25	बच्चाको आँत सफा गर्नका लागि जडीबुटी, चिया वा पानी खुवाउन आवश्यक छैन  ।	It is not necessary to feed Jedi, tea, or water for cleaning the child's eye.	[65, 55, 45]	55.0	[1.2219859695913018, 0.8181407396408134, 0.4993609683584698]	0.846495892530195	-0.23967774212360382
26	महाकाव्यमा कविका विचार कतै पात्रका माध्यमबाट त कतै स्रष्टा स्वयंबाट प्रस्तुत भएमा मिश्रित शैलीका महाकाव्यको निर्माण हुन पुग्दछ ।	In the planet, the idea of a civilization somewhat reaches the construction of a mixed style if presented from a corrupt self.	[58, 36, 47]	47.0	[0.6713693634039797, -0.07163683326691239, 0.31289070884752973]	0.30420774632819897	-0.2883990705013275
27	सन् २००६ को ओलम्पिक खेलको प्रचारमा समेत देखिएका मण्डेलाले एसओएस बाल ग्रामको लागि पनि थुप्रै सहयोग जुट्ने काममा संलग्न रहे ।	As well as being seen in the preaching of the 2006 Olympic games, Mandela remained involved in many supporting shooting jobs for SOS baby grams.	[37, 62, 37]	45.333333333333336	[0.028950374518403165, 0.8786966462774268, 0.1719789746747448]	0.359875331823525	-0.2172427475452423
28	तिहारमा लगाइने टीका सात रङ्गका हुन्छन्, पहेंलो, नीलो, सुन्तला रङ्गको, सेतो, हरियो, रातो र कालो।	The tie that is carried on the sharp is seven colors, yellow, Blue, Orange, white, green, Red, and black.	[41, 49, 33]	41.0	[0.054281966167846606, 0.6992851076752695, -0.6244261545550647]	0.04304697309601716	-0.20332783460617065
29	हामी जुन धृतराष्ट्रका छोराहरुलाई मार्न चाहँदैनौँ तिनीहरु नै अहिले हाम्रा अगाडि युद्धभुमिमा उभिइरहेका छन् ।	For we don't want to kill the sons of the patriarch, but they are now standing in the battlefield.	[34, 27, 41]	34.0	[-0.301132120318328, -0.4931104204337298, 0.2994368290416702]	-0.16493523723679587	-0.42923542857170105
30	यहाँका ५६,०००  जनसङ्ख्यामा ८०% प्रतिशत जनसङ्ख्या हिन्दुहरुको रहेको छ भने अरू बौद्ध धर्मावलम्बी, ठकुरी, राजपूतहरुको पनि बाहुल्यता रहेको छ।	The 56,000 population here consists of 80 % percent of the population hierarchy, also excluding further inhabitants, spouses, royal families.	[12, 19, 42]	24.333333333333332	[-1.1500131810051275, -0.8677536090264565, -0.004021059107459628]	-0.6739292830463479	-0.22260229289531708
31	केन्द्रीय स्तरको भक्तपुर अस्पताल, सार्क क्षयरोग केन्द्र तथा भक्तपुर क्यान्सर अस्पतालका साथै थुप्रै सामुदायीक तथा निजि अस्पताल यहा रहेका छन ।	There are many community and private volunteer hospitals, including the central level volunteer hospital, the shark capital center and the independent cancer hospital.	[51, 47, 42]	46.666666666666664	[0.4852965373006518, 0.4434975510480867, 0.17837202653457404]	0.36905537162777086	-0.2075219303369522
32	गोखुंगा क्षेत्र भन्नाले यहाँ भुवनपमेखरी गाविसमा परम्परागत रूपमा चल्दै आएका केही विशिगष्ठ सांस्कृतिक परम्पराहरूलाई जनाउन खोजिएको हो ।	The Gokhunga region is seeking to indicate some specialized cultural traditions that are traditionally run here in bhuvanpura gawada.	[38, 47, 43]	42.666666666666664	[-0.2461893438542234, 0.5993230380168697, 0.14048488039440765]	0.16453952485235132	-0.2674140930175781
33	अलेक्जेण्ड्रा  बस्दा युनिभर्सिटी हफ विटवाटर्सरान्डमा कानुन पढ्न थाले ।	While living in Alexandra, he read law at University Huff Witwatersrand.	[64, 91, 76]	77.0	[1.4705006947176311, 2.2093548218318726, 1.8015791096967206]	1.827144875415408	-0.2045002430677414
34	लोक सभा द्वारा मंत्रिपरिषदमा अविश्‍वास व्‍यक्‍त गर्दै नैं सरकारलाई संवैधानिक रूपबाट पद छोडना हुन्छ।	By The Lok Sabha, the government is leaving a constituent assembly, incorporating into the assembly.	[31, 36, 56]	41.0	[-0.08448417974182869, -0.36727348622760525, 0.5677057219672561]	0.03864935199927405	-0.31720682978630066
35	विभागका रजिष्ट्रार समक्ष सिफारिस वा राय माग गर्ने।	Registrar coordinator of the department asks for recommendations or rules.	[29, 42, 15]	28.666666666666668	[-0.46293551919151965, -0.004021059107459628, -0.8384162400858093]	-0.43512427279492955	-0.25557559728622437
36	रैनादेवी नाम कसरी रहन गयो भन्ने विषयमा विभिन्न मतहरू पाइन्छन् ।	Various measures have been found on how the ranadevi name was retained.	[69, 75, 81]	75.0	[1.4737663196780848, 1.55251031561613, 1.7783402506990675]	1.601538961997761	-0.3326836824417114
37	१८८२मा धोवाघाट बाँझवारी र काफलवोटमा ४५ मुरी खेत गुठी राखिएको थियो।	In 1882 the police barracks and 45 murry field guards were placed in caphwot.	[12, 18, 15]	15.0	[-1.1844467147685174, -0.9145840076005473, -1.0156382568992794]	-1.038222993089448	-0.28798708319664
38	यस प्रकारको खाना नेपालीहरू एक चोटी बिहान र एक चोटी रातमा गरेर दिनको जम्मा दुई पटक खान्छन् ।	This kind of food is eaten twice in the morning, and twice in the morning.	[22, 24, 25]	23.666666666666668	[-0.7646457189844833, -1.0909125410203206, -0.4461443247625348]	-0.7672341949224463	-0.32484737038612366
39	सञ्ज्याल राजालाई परास्त गरेर आफु पुनः राजा हुने दाउमा बिस्पतिहरू लागे ।	And when the king was overthrown, he went into the woods of his reign.	[42, 19, 40]	33.666666666666664	[-0.1579397680898087, -0.8677536090264565, -0.1251052014808415]	-0.38359952619903565	-0.5862339735031128
40	कविताको परिभाषा गरी चिनाउने काम नेपाली साहित्यकारहरूले पनि गरेका छन् ।	The work is also done by nepali citizens who recognize the definition of the book.	[35, 20, 31]	28.666666666666668	[-0.05626645370108959, -0.8209232104523656, -0.20037351925032904]	-0.3591877278012614	-0.24388530850410461
41	म्याकमेन सन् २००० सम्म डब्ल्युडब्ल्युएफमन उपस्थिति जनाएका थिएनन्।	Mcmain was not a WWF Team present until 2000.	[53, 43, 62]	52.666666666666664	[0.9521724032311446, 0.2561759567517234, 0.9594125655467376]	0.7225869751765351	-0.2668409049510956
42	भने नेपाली घरेलुु दर्शकहरूको माया जित्न सफल भएको थियो ।	If nepali home viewers were able to win the love of nepali home viewers.	[47, 19, 41]	35.666666666666664	[0.31289070884752973, -0.8677536090264565, 0.3662237101261489]	-0.0628797300175926	-0.2972397208213806
43	अनि यस्ता व्यक्तिले आफ्ना साथीभाईबाट नचाँहदा नचाँहदै पनि सहयोग प्राप्त गर्दछन्।	And such a man receives no help from his friends.	[11, 21, 16]	16.0	[-1.238761747230569, -1.246408003175406, -0.9097367993404945]	-1.1316355165821563	-0.5260728597640991
44	केदार भुमि बिजय गरे भन्ने अभिलेख यिनले लेखाएका छन् ।	The records that kedar bhumi bizarrely wrote are confirmed.	[18, 15, 21]	18.0	[-0.9370515474376054, -1.0550752033228197, -0.8656535115615603]	-0.9525934207739951	-0.36812111735343933
45	उपर्युक्त विवरण सहित पेश भएको निवेदनलाई कार्यालय प्रमुख	Office Chief, a report submitted with substantial details	[8, 17, 13]	12.666666666666666	[-1.3680661185704106, -0.7441747325428116, -1.1000321461759275]	-1.07075766576305	-0.2254500687122345
46	लर्ड एडवर्ड इरविन द्वारा प्रतिनीधित्व भएको सरकारले गान्धीजीसँग विचार विमर्श गर्ने निर्णय लियो ।	The Government, which was represented by Lord Edward Irwin, took the decision to dissolve the idea with gandhiji.	[61, 66, 55]	60.666666666666664	[0.71421870534934, 1.3332751239558125, 0.795901828493838]	0.9477985525996635	-0.17538931965827942
47	हा हा छोरीको माया लाग्दैन आमालाई धुरुमा धुरु रुवाई पो छोडी जान	Ha no daughter's love to her mother to go to dhuru rui po leaves	[4, 33, 31]	22.666666666666668	[-1.5498614596387268, -0.21212802898918487, -0.66998384216106]	-0.8106577769296571	-0.42647406458854675
48	मनुष्यलोकमा एक लाख श्लोकहरूको आद्य भारत प्रतिष्ठित भयो।	In Manuelok, one of the largest blacks in India.	[15, 29, 17]	20.333333333333332	[-1.066355918777447, -0.17872568728482627, -0.8232179076765244]	-0.6894331712462658	-0.4030630886554718
49	प्रकृतिलाई सर्वोपरि मानी प्राकृतिक नग्नताको चित्रण गर्नु प्रकृतवादको पहिचान हो ।	Nature is the identification of natural interests to diagnose the best mani natural universe.	[28, 16, 29]	24.333333333333332	[-0.35031662373792877, -1.0232544616641663, -0.31191693835956785]	-0.5618293412538876	-0.31226181983947754
50	श्रीकृष्ण विज्ञान केंद्र गाँधी मैदानको पश्चिम भागमा बनेको विज्ञान परिसर स्कूली शिक्षामा लगेका बालकहरूको लागि ज्ञानवर्धक केन्द्र हो।	Mr. Science is a knowledge center for children who have carried out science education in the west part of the central government field.	[24, 23, 21]	22.666666666666668	[-0.5502407630547285, -0.7215442618712028, -0.7740928118782748]	-0.6819592789347354	-0.27596524357795715
51	तपाई प्रत्येक बिहान पर्यटक यसमा चड्दै गरेको पाउनु हुने छ ।	You will get on the tour every morning.	[18, 17, 19]	18.0	[-0.9028214984917609, -0.9614144061746381, -0.7380010794570316]	-0.8674123280411435	-0.4224815368652344
52	त्यसैकारण निङमापाका अनुयायीलाई रातो टोपी सम्प्रदाय र ग्यालोक्पाका अनुयायीलाई पहेँलो टोपी सम्प्रदाय भन्ने नामकरण गरिएको पनि पाइन्छ ।	It is therefore also found that ningmapa's followers are red toothed and galocpa's followers are named yellow toothed respectively.	[51, 38, 45]	44.666666666666664	[0.4852965373006518, -0.2461893438542234, 0.34983675389990504]	0.1963146491154445	-0.24420176446437836
53	दीर्घायु हनु मानिका चारवटा सुख निरोगी कया, धनसम्पत्ति, शीलवती पत्नी र आज्ञाकारी सन्तान मध्येको पहिलो सुख मानिन्छ ।	The Dynasty is considered to be the first of four dry nephews, monks, diligent wives, and obedient children.	[47, 28, 38]	37.666666666666664	[0.29868929682599504, -0.3894183441898427, -0.14236737531898158]	-0.07769880756094309	-0.2962154746055603
54	फर द रेकर्ड एमटिभीमा ३० नोभेम्बर २००८मा प्रसारित गरियो, प्रीमियरको रातको ५६००००० दर्शकहरू उपस्थित थिए ।	Far The Records was broadcast on 30 November 2008 on MTV, presenting 5600000 viewers on the night of the premiere.	[67, 71, 54]	64.0	[1.1378557498692357, 1.5674271168262666, 0.6146009086404934]	1.1066279251119986	-0.1640239655971527
55	कैलाली कन्चनपुरमा थारुको यो जनसङ्ख्यालाई रानाथारु र डगौराथारुमा छुट्टयाउँदा	This population of tharu in the kailali constituency is separated by ranatharu and dagaratharu.	[60, 45, 44]	49.666666666666664	[1.1354288077949222, 0.5752063730591543, 0.4493799335292699]	0.7200050381277822	-0.23893074691295624
56	जोगी समुदायका पुरुषहरूले दौरा सुरुवाल शिरमा पहेँलो रङ्गको कपडाको फेटा र पटुकी लगाउने गर्दछन् ।	The males of the yogi community wear a yellow colored fetus and potatoes on the ranch head.	[43, 35, 27]	35.0	[0.22808752834867568, -0.20432677651183653, -0.39713376657906063]	-0.1244576715807405	-0.30250468850135803
57	thumbरबस्पियरले जिलेटिनमा शीर छेदन गरि मृत्युदण्ड दिएको व्यङ्ग्यचित्र	Thumbarbuspierre, a contradiction that died shirtless in gilletin	[19, 12, 32]	21.0	[-0.7380010794570316, -1.1955663990450922, -0.1503924844211291]	-0.6946533209744176	-0.4020940065383911
58	तर अत्यन्तै रमाइलो" तथा "हिनताबोध, गरीवी, पीडा, कहिलेकाहीं भोकै बस्न बाध्य हुनु तथा सन्सारको अन्याय सहनु" आदिको अनुभवको रूपमा व्याख्या गरेका छन् ।	But exceptionally funny " and " Hinnabod, poor, painful, sometimes hungry, to be forced to sit down and to endure the undertaking of a career " etc.	[56, 44, 31]	43.666666666666664	[0.8435679375062135, 0.18358633750768819, -0.4139488787258466]	0.20440179876268505	-0.2937964200973511
59	महिला वा पुरुषको लैङ्गिक पहिचान हुनलाई जैविक लिङ्ग जुनसुकै हुन सक्दछ।	To be a lethal identity of a female or a male, a genital linguist who may be anything.	[31, 15, 45]	30.333333333333332	[-0.21503940857846007, -1.0000700765175277, 0.34983675389990504]	-0.28842424373202763	-0.31374844908714294
60	बयलगाडी जस्तो आकृतिमा यो नक्षत्र फाल्गुन महिनाको प्रारम्भतिर आकाशको मध्यभागमा पश्चिम दिशामा नेपालमा राती ६ बजे देखि ९ बजेका बीचमा देखिन्छ।	In figures like balgadi, it appears between 6 AM TO 9 PM in a night in Nepal in a west direction in the middle of the sky as early as the falgun month.	[61, 48, 55]	54.666666666666664	[1.1462782934396682, 0.35599216596081024, 0.4885851885343026]	0.6636185493115937	-0.23988813161849976
61	यश भौतिक संसारमा जसले असल कुरा प्राप्त हुँदा हर्षित हुने र अशुभ कुरा आइपर्दा घृणा गर्ने गर्दैन, त्यही नै पूर्ण ज्ञानमा अवस्थित भएको व्यक्ती हो।	In the physical world, which does not hunt when good things are obtained, and when the unclean thing is obtained, there is a contradiction that exists in the perfect knowledge.	[36, 44, 57]	45.666666666666664	[0.049531654895670574, 0.3030063553258142, 0.6195375426856179]	0.32402518430236754	-0.32751765847206116
62	यस विषयमा रामायणले सबैभन्दा राम्रो व्याख्य गरेको देखिन्छ ।	Ramayana seems to be the best interested in this subject.	[71, 80, 89]	80.0	[1.47763645424978, 2.248697187380467, 2.123151907605312]	1.949828516411853	-0.2971213459968567
63	सम्मान गर्न बोलाईएको समारोहमै आफूलाई ’अनेपाली भए पनि नेपाली भाषा साहित्यमा कलम चलाएका बिहारी लेखक’ भनिँदा उनको मन कति दुख्यो होला !	While he was called to honor, he was called 'Annapali', a pen name in nepali language literature, 'how much is his mind!'	[31, 38, 23]	30.666666666666668	[-0.3767326049649586, -0.3652670509632558, -0.5491648746687481]	-0.43038817686565417	-0.32134807109832764
64	आमाको ममता तथा स्नेहप्राप्तिमा कठिनाइ उत्पन्न हुन्छ ।	Difficulty occurs in the mother's mammals and snails.	[26, 9, 19]	18.0	[-0.5922398905313612, -1.3360575947673647, -0.9125551510239908]	-0.9469508787742389	-0.2533494234085083
65	सन् १९९९ अप्रिल २५ तारिखका दिन जनमतसंग्रह सम्पन्न भयो जसले चाभेजको सफलतालाई सुनिश्चित गर्यो ।	On April 25, 1999, Jamaica was completed which succeeded chávez's successor.	[14, 16, 11]	13.666666666666666	[-1.053243843035119, -1.008244804748729, -1.0788683923350026]	-1.0467856800396167	-0.24832606315612793
66	तब हनुमानले समुद्रलाई नाघेर सीता भेटेर आउने अठोट गरे।	And Hanuman exceeded the sea, and found Zita.	[30, 39, 18]	29.0	[-0.41821399523464564, -0.18564727266753245, -0.780609493566778]	-0.4614902538229854	-0.31256428360939026
67	शिवाजीको जन्म १९ फेब्रुअरी १६३० मा शिवनेरी किल्लामा भएको थियो ।	Shivaji was born on 19 February 1630 at shivaneri castle.	[71, 72, 100]	81.0	[1.3473256795662623, 1.6142575154003573, 2.1808365646470826]	1.714139919871234	-0.16635365784168243
68	अनिश्चितता, गहनताको अभाव, बहुलवादको स्वीकार, खण्डखण्डलाई जोडजाड गरी मिलाउने	Uncertainty, lack of depth, acceptance of multiple interpretations, matching segments	[60, 48, 72]	60.0	[0.6766131192135004, 0.4903279496221775, 1.8488489087468676]	1.0052633258608485	-0.3096058666706085
69	उक्त प्रतिस्पर्धामा टटाङ्काको साथीको रूपमा म्याकमेन रहेका थिए जसले उनले उपाधि भिर्दा जेरी लवेरलाई घुरेर हेरेका थिए।	During that competition, mcmain remained as tatanka's friend who won the vice championship by knocking out Jerry Lawyer.	[50, 29, 24]	34.333333333333336	[0.6521214072608722, -0.24010322495010827, -0.6336016161560023]	-0.07386114461507946	-0.2697520852088928
70	यसो हुनाले पूर्वी संगित परम्पराको आधार नै सामवेद हो भन्न सजिलै सकिन्छ ।	Because it is easy to say that the basis of tradition with the east is Samweed.	[35, 22, 29]	28.666666666666668	[-0.42781555741429617, -0.6502028327131283, -0.46293551919151965]	-0.5136513031063147	-0.31674695014953613
71	जाडो समयमा सर्पहरू कुनै न्यानो ठाउँमा हलचल नगरी केही नखाई बसिरहन्छन् जसलाई बैज्ञानिक भाषमा हाइवरनेसन भनिन्छ ।	During the cold season, the serpents sit without hurting any warm place which is called hybridization in purple speech.	[14, 14, 14]	14.0	[-0.885536993857308, -1.1019056018969107, -1.6092307482039385]	-1.198891114652719	-0.28144702315330505
72	यो क्षेत्रफल पृथ्वीको कूल क्षेत्रफलको ०.०३% र एसिया महादेशको ०.३% पर्दछ ।	This area is 0.03 % of the total area of the earth and 0.3 % of the Asia planet.	[87, 82, 76]	81.66666666666667	[2.0369489933787506, 2.0825615011412655, 1.6906785247985119]	1.936729673106176	-0.18773962557315826
73	सकारात्मक सोचको बृद्धि गर्ने अभ्यास निरन्तर गरिरहेको खण्डमा यी छ वटा शत्रुलाई परास्त गर्न सकिन्छ ।	These six adversaries can be overcome in the section continuing the practice of raising positive thinking.	[64, 48, 56]	56.0	[1.4705006947176311, 0.4903279496221775, 0.7008038228670544]	0.8872108224022877	-0.22093825042247772
74	१७८६ ईस्वीमा जन गार्स्टिनद्धारा निर्माण पछि देखि गोलघर पटना सहरको प्रतीक चिह्न बन्यो।	In 1786 Esqui became known as the symbol of the golagh patna seal since after the construction by Jan Garstin.	[37, 63, 41]	47.0	[-0.4170988716816176, 1.002514022660018, 0.1286565247204724]	0.23802389189962428	-0.2031630575656891
75	ओरिजा रूफिपोगोन नामक प्रजाति एसियाली बाह्रमासे प्रकारको हो भने ओरिजा निभारा एकवर्षे बाली हो।	Oriza Rufipogon is a prominent Asian twelvemassee type of oryza nivara, a yearly crop.	[29, 40, 50]	39.666666666666664	[-0.46293551919151965, -0.07549860350329067, 0.2567147976570855]	-0.0939064416792416	-0.2649722099304199
76	सङ्गठन बनाउन र कम्युनिस्ट आन्दोलनबारे अध्ययन गर्न महराले प्रेरित गर्नुभयो ।	To form an organization and study the communist revolution, the honeymoon inspired the organization.	[36, 37, 37]	36.666666666666664	[-0.46893069239997937, -0.11812386228527548, 0.09951268972487048]	-0.16251395498679477	-0.3157901465892792
77	अर्काको डाह गर्ने मान्छे डाहले आफै जल्छ र केही गर्न नसकेर दरिद्री हुन्छ ।	Dah, a man who dares another, burns himself and is rushed by nose to do something.	[1, 28, 15]	14.666666666666666	[-1.542116462801033, -0.2916134999032149, -0.9084347358960171]	-0.9140548995334217	-0.32836857438087463
78	जन्ती जाँदा तामाङहरुमा दमाईं बाजा नबजाएर डम्फु बजाउँदै जाने गर्दछन् र डम्फू तामाङहरु स्वयं बजाउँदछन् ।	When the jeans go to the tamangs, the damangs go unnoticed and the damangs play themselves.	[10, 18, 32]	20.0	[-1.0740200089433032, -0.9145840076005473, -0.3336311478516781]	-0.7740783881318428	-0.3827663064002991
79	नेपालमा बसोबास गर्ने १२५ जनजाति मध्ये मुख्यतया पहाडी इलाकामा बसोबास गर्ने तामाङ एक प्रमुख जाति हो।	Tamang, one of the 125 people who lived in Nepal, mainly in the mountain era, is a chief nation.	[52, 64, 62]	59.333333333333336	[0.6776495439185408, 1.0456154797732986, 0.7518242914851795]	0.8250297717256729	-0.27283382415771484
80	१९९३ सालमा समले दरबार हाइस्कूलमा आफैँले लेखेको, हाल नेपालकै पहिलो एकाङ्की नाटकको रूपमा मान्यता पाएको 'प्रेम'को मञ्चन गराए।	In 1993 Summer wrote itself in the palace hyskool, currently regarded as the first anchor dance in Nepal'S INTERNATIONAL DANCE SERIES.	[44, 49, 53]	48.666666666666664	[0.3030063553258142, 0.7901022741120244, 0.4133740162626235]	0.5021608819001541	-0.24829651415348053
