index	original	translation	scores	mean	z_scores	z_mean	model_scores
27	In doubles, Mirza reached her third Grand Slam semifinal, partnering Vesnina, where they fell to Svetlana Kuznetsova and Vera Zvonareva.	Im Doppel erreichte Mirza ihr drittes Halbfinale Grand Slam, in Partnerschaft mit Vesnina, wo sie Svetlana Kuznetsova und Vera Zvonareva fielen.	[84, 87, 90]	87.0	[0.07308115695327783, 0.8979483796022872, -0.0443348266575098]	0.30889823663268506	-0.28098711371421814
28	The tornado briefly continued into Tennessee before dissipating.	Der Tornado fuhr kurz nach Tennessee fort, bevor er sich abfuhr.	[85, 87, 88]	86.66666666666667	[0.1282218132826465, 0.8979483796022872, -0.2233081539990433]	0.2676206796286302	-0.46119463443756104
29	Pujols provided levity when he then joined in the booing.	Pujols sorgte für Leichtigkeit, als er dann in die Booing beitrat.	[53, 51, 52]	52.0	[-1.636279189257151, -0.9142747137768742, -3.4448280461466463]	-1.9984606497268906	-0.5969313383102417
30	Plum Borough School District encompasses approximately 28 sqmi.	Plum Borough School District umfasst etwa 28 qm.	[64, 49, 57]	56.666666666666664	[-1.0297319696340956, -1.014953774520161, -2.9973947277928126]	-1.6806934906490232	-0.3705615997314453
31	On 25 February 1991, Iraqi forces fired a Scud missile at an American barracks in Dhahran, Saudi Arabia.	Am 25. Februar 1991 feuerten irakische Truppen eine Scud-Rakete auf eine amerikanische Kaserne in Dhahran, Saudi-Arabien.	[100, 81, 97]	92.66666666666667	[0.2654514735602496, -0.0754366785097826, 0.5820718190378574]	0.25736220469610815	-0.22204113006591797
32	The 1990s were plagued by armed conflicts in the North Caucasus, both local ethnic skirmishes and separatist Islamist insurrections.	Die 1990er Jahre wurden von bewaffneten Konflikten im Nordkaukasus heimgesucht, sowohl lokalen ethnischen Auseinandersetzungen als auch separatistischen islamistischen Aufständen.	[100, 80, 95]	91.66666666666667	[0.9553316582231767, 0.5455716670007836, 0.40309849169632395]	0.6346672723067615	-0.27178800106048584
33	Punjab faced invasions by the Achaemenids, Greeks, Scythians, Turks, and Afghans.	Punjab sah sich Invasionen der Achaemeniden, Griechen, Skythen, Türken und Afghanen gegenüber.	[59, 78, 88]	75.0	[-1.305435251280939, 0.4448926062574969, -0.2233081539990433]	-0.36128359967416185	-0.2691345512866974
34	On 17 January around 100 bombers dropped a high concentration of incendiaries, some 32,000 in all.	Am 17. Januar warfen rund 100 Bomber eine hohe Brandkonzentration ab, insgesamt etwa 32.000.	[55, 68, 62]	61.666666666666664	[-1.5259978765984137, -0.05850269745893685, -2.549961409438979]	-1.3781539944987766	-0.4765413999557495
35	3, April 1947 "Zorro's Strange Duel", West Magazine Vol.	3, April 1947 "Zorro 's Strange Duel", West Magazine Vol.	[100, 93, 85]	92.66666666666667	[0.9553316582231767, 1.1999855618321476, -0.4917681450113435]	0.5545163583479936	-0.19581378996372223
36	The Army often provided some policing alongside poorly resourced sheriffs and temporarily organized posses.	Die Armee stellte oft neben schlecht ausgestatteten Sheriffs und vorübergehend organisierten Stellungen Polizeiarbeit bereit.	[70, 77, 91]	79.33333333333333	[-0.6988880316578836, 0.39455307588585353, 0.04515183701325695]	-0.08639437291959103	-0.5960481762886047
37	This marked the first international bandy in Harbin.	Dies war der erste internationale Verband in Harbin.	[57, 27, 42]	42.0	[-1.4157165639396765, -2.122423442696315, -4.339694682854314]	-2.6259448964967684	-0.32772648334503174
38	Sophomore Jacory Harris directed the newly implemented offense.	Sophomore Jacory Harris leitete die neu umgesetzte Straftat.	[48, 58, 67]	57.666666666666664	[-4.601715455748418, -2.1363111594850905, -0.8317690981739914]	-2.5232652378025	-0.22819635272026062
39	The burning propellant generates inert gas which rapidly inflates the airbag in approximately 20 to 30 milliseconds.	Das brennende Treibmittel erzeugt inertes Gas, das den Airbag in etwa 20 bis 30 Millisekunden schnell aufblasen lässt.	[55, 62, 85]	67.33333333333333	[-1.5259978765984137, -0.3605398796887971, -0.4917681450113435]	-0.7927686337661847	-0.3746866285800934
40	After this, the Penguins discontinued the usage of their 2008 Winter Classic jerseys.	Danach haben die Pinguine die Nutzung ihrer Winter Classic Trikots 2008 eingestellt.	[92, 76, 84]	84.0	[0.1346385006840237, -0.4247618509526743, -0.10779284494842097]	-0.13263873173902388	-0.3538409471511841
41	Sara then flees; Alex later calls Sebastian, further attempting to incriminate Sara.	Sara flieht, Alex ruft Sebastian und versucht Sara weiter zu belasten.	[100, 70, 100]	90.0	[0.2654514735602496, -1.2608678885313718, 0.8505318100501577]	-0.04829486830698818	-0.5476986169815063
42	Paige pitched shutouts in his first two starts, striking out 14 and 18.	Paige schlug Shutouts in seinen ersten beiden Starts auf und schlug 14 und 18 aus.	[84, 84, 100]	89.33333333333333	[0.24647627631908922, 0.9575095538688884, 0.2654514735602496]	0.4898124345827424	-0.44301706552505493
43	The pebbles include quartz, quartzite, quartz sandstone, pale pink mudstone and chert, embedded in a matrix of sand.	Zu den Kieselsteinen gehören Quarz, Quarzit, Quarzsandstein, blassrosa Lehm und Chert, eingebettet in eine Sandmatrix.	[100, 73, 72]	81.66666666666667	[0.2654514735602496, -0.7100200690414104, -0.9439568253313346]	-0.46284180693749843	-0.3501012623310089
44	However the continued harsh enserfment of peasantry by Polish nobility and especially the suppression of the Orthodox Church alienated the Cossacks.	Doch die anhaltende harte Knechtschaft der Bauern durch den polnischen Adel und vor allem die Unterdrückung der orthodoxen Kirche entfremdeten die Kosaken.	[61, 79, 70]	70.0	[-2.6394480731097456, -0.13950363286393827, -1.0106889021917267]	-1.2632135360551369	-0.42813023924827576
45	In particular, chimeric hemoglobins found in fungi and giant annelids may contain both globin and other types of proteins.	Insbesondere können chimische Hämoglobine in Pilzen und Riesenanneliden sowohl Globin als auch andere Proteinarten enthalten.	[76, 92, 71]	79.66666666666667	[-0.4247618509526743, 0.1346385006840237, -1.1024123569313533]	-0.464178569066668	-0.3901222050189972
46	The Ottomans invaded Wallachia to restore Basarab Laiotă.	Die Osmanen drangen in die Walachei ein, um Basarab Laiotă wiederherzustellen.	[100, 86, 92]	92.66666666666667	[0.2654514735602496, 1.2744206170689254, 0.1346385006840237]	0.5581701971043995	-0.22369317710399628
47	Riefenstahl's cinematic framing of the flags encapsulated its iconography.	Riefenstahl filmische Rahmung der Flaggen gekapselt seine Ikonographie.	[86, 72, 89]	82.33333333333333	[0.5260988760097791, -0.719843458479854, 1.7497872118689812]	0.5186808764663021	-0.30875205993652344
48	From the southern slope, Persian archers and catapults launched their projectiles.	Vom Südhang aus starteten persische Bogenschützen und Katapulte ihre Geschosse.	[85, 80, 100]	88.33333333333333	[0.35378059459537986, 0.323687427468814, 0.2654514735602496]	0.3143064985414812	-0.22978760302066803
49	Kublai's armies suppressed the rebellion and strengthened the Yuan garrisons in Mongolia and the Ili River basin.	Kublais Armeen unterdrückten den Aufstand und stärkten die Yuan-Garnisonen in der Mongolei und im Ili-Flussbecken.	[100, 78, 81]	86.33333333333333	[0.2654514735602496, 0.006776364268776851, 0.05066851252855241]	0.10763211678585964	-0.19919344782829285
50	Saaphyri then calls up Prancer and hands her the check, and Prancer cries and hugs her.	Saaphyri ruft dann Prancer und übergibt ihr den Scheck, und Prancer weint und umarmt sie.	[100, 97, 99]	98.66666666666667	[0.2654514735602496, 0.5820718190378574, 3.334342527869167]	1.3939552734890912	-0.2813987731933594
51	Deposits of chert formed from the accumulation of siliceous skeletons of microscopic organisms such as radiolaria and diatoms.	Ablagerungen von Chert entstanden aus der Ansammlung siliculärer Skelette mikroskopischer Organismen wie Radiolaria und Kieselalgen.	[85, 81, 77]	81.0	[0.35378059459537986, 0.4821429590688326, -1.8873338990185842]	-0.3504701151181239	-0.3707440197467804
52	Nadal withdrew from the American swing owing to a wrist injury.	Nadal zog sich aufgrund einer Handgelenkverletzung von der amerikanischen Schaukel zurück.	[100, 83, 100]	94.33333333333333	[0.2654514735602496, 0.7990540222688698, 0.37321150863630664]	0.4792390014884753	-0.32916539907455444
53	However, Crapp did not capitalise as Toshack conceded only eight runs in a sequence of eight overs.	Allerdings kapitalisierte Crapp nicht, da Toshack nur acht Läufe in einer Folge von acht Overs zugestanden hatte.	[61, 53, 68]	60.666666666666664	[-1.8510529413963546, -3.3553413824758795, -1.1243814481238537]	-2.1102585906653624	-0.42407187819480896
54	The spadix is about three fifths as long as the spathe, with flowering parts up to in diameter.	Der Spadix ist etwa drei Fünftel so lang wie der Laichling, mit blühenden Teilen bis in den Durchmesser.	[88, 86, 84]	86.0	[0.6756935494242516, 1.2744206170689254, -1.2321383508424175]	0.23932527188358654	-0.4074108898639679
55	French instead reinforced habeō with obligatory subject pronouns.	Französisch stattdessen verstärkt habeō mit obligatorischen Subjekt Pronomen.	[87, 77, 96]	86.66666666666667	[0.17000332083066635, -0.32967577825642896, 0.4925851553670907]	0.11097089931377602	-0.21076133847236633
56	The cantus firmus of this ornamental chorale prelude was written by Louis Bourgeois in 1543.	Der Cantus firmus dieses Ornamentchoralvorspiels wurde 1543 von Louis Bourgeois geschrieben.	[100, 84, 76]	86.66666666666667	[0.2654514735602496, 0.9575095538688884, -0.4247618509526743]	0.2660663921588213	-0.3193260431289673
57	At the Open GdF Suez, Williams withdrew before her semifinal with Dementieva because of a knee injury.	Beim Open GdF Suez zog sich Williams wegen einer Knieverletzung vor ihrem Halbfinale mit Dementieva zurück.	[82, 77, 100]	86.33333333333333	[0.031867639766508006, -0.15167916733124173, 0.2654514735602496]	0.048546648665171964	-0.3058219254016876
58	However, the eventual champion Rafael Nadal defeated him in the semifinals.	Doch der letztendliche Meister Rafael Nadal besiegte ihn im Halbfinale.	[85, 82, 100]	89.0	[0.35378059459537986, 0.6405984906688512, 0.2654514735602496]	0.41994351960816023	-0.3683168292045593
59	The 1966 firebombing death of NAACP leader Vernon Dahmer, Sr., 58, in Mississippi.	Der brennende Tod von NAACP-Führer Vernon Dahmer, Sr., 58, 1966 in Mississippi.	[80, 86, 100]	88.66666666666667	[-0.18274099678607322, 1.2744206170689254, 0.2654514735602496]	0.45237703128103396	-0.28689759969711304
60	Later, he will betroth himself to Brunhild at the court of Heimir.	Später verlobt er sich mit Brunhild am Hofe Heimir.	[72, 79, 100]	83.66666666666667	[-0.9439568253313346, -0.13950363286393827, 0.2654514735602496]	-0.27266966154500777	-0.3162427544593811
61	After some pleading, his mother exchanged the accordion for a Danelectro with a small amplifier at a local pawnshop.	Nach einigem Plädoyer tauschte seine Mutter das Akkordeon gegen einen Danelectro mit einem kleinen Verstärker in einer örtlichen Pfandwerkstatt ein.	[100, 81, 75]	85.33333333333333	[0.2654514735602496, 0.05066851252855241, -0.4685902305312789]	-0.05082341481415895	-0.3772190809249878
62	In the Ultimate Marvel universe, Hercules appears as one of Nick Fury's Howling Commandos.	Im Ultimate Marvel Universum erscheint Hercules als einer von Nick Fury 's Howling Commandos.	[100, 81, 79]	86.66666666666667	[0.2654514735602496, 0.05066851252855241, -0.499072445497156]	-0.06098415313611799	-0.2579740881919861
63	She arrives in Gaza during the 2005 Israeli disengagement.	Sie kommt während des israelischen Rückzugs 2005 in Gaza an.	[100, 71, 94]	88.33333333333333	[0.2654514735602496, -0.9427811157199508, 0.3136118280255572]	-0.12123927137804802	-0.34047731757164
64	Memorable Providence, Relating to Witchcraft and Possessions.	Memorable Providence, Relating to Witchcraft and Possessions.	[100, 82, 91]	91.0	[0.2654514735602496, 0.14575458522479776, 0.16777264375646253]	0.19299290084716994	-0.26737967133522034
65	A few years later Ford developed the Model 18 with the 221 CID flathead V8.	Einige Jahre später entwickelte Ford das Modell 18 mit dem 221 CID Flathead V8.	[100, 81, 96]	92.33333333333333	[0.2654514735602496, 0.05066851252855241, 0.43120185054556315]	0.24910727887812176	-0.2155550867319107
66	The thorax is made of three fused segments, the prothorax, mesothorax, and metathorax, each with a pair of legs.	Der Thorax besteht aus drei geschmolzenen Segmenten, dem Prothorax, Mesothorax und Metathorax, jedes mit einem Paar Beinen.	[100, 79, 74]	84.33333333333333	[0.2654514735602496, -0.13950363286393827, -0.6270457621312975]	-0.1670326404783287	-0.2722442150115967
67	Berkman's most prominent critic was Most, who belittled Berkman as a nuisance or a flunky hired by Frick himself to garner sympathy.	Berkmans prominentester Kritiker war Most, der Berkman als Ärger oder Flunky herabwürdigte, den Frick selbst angeheuert hatte, um Sympathie zu gewinnen.	[100, 82, 70]	84.0	[0.2654514735602496, 0.6405984906688512, -1.8340681000728447]	-0.3093393786145813	-0.34837237000465393
68	A third, more personal quotation adds additional subtext.	Ein drittes, persönlicheres Zitat fügt zusätzlichen Subtext hinzu.	[100, 100, 95]	98.33333333333333	[0.2654514735602496, 0.8505318100501577, 0.6796283765763332]	0.5985372200622469	-0.3180525004863739
69	Four of the sides were seacoast fronts, with three tiers of cannon on each, two casemated tiers in the fort and one barbette tier on the roof.	Vier der Seiten waren Seegrenzen, mit drei Schichten Kanone auf jeder, zwei Kasematten Ebenen in der Festung und eine Barbette Ebene auf dem Dach.	[100, 79, 90]	89.66666666666667	[0.2654514735602496, -0.13950363286393827, 0.4507587012964011]	0.1922355139975708	-0.45040223002433777
70	Bands like the Pixies, R.E.M., The Replacements, Sonic Youth, XTC, The Smiths, Hüsker Dü, The Stone Roses, The Jesus and Mary Chain etc.	Bands wie Pixies, R.E.M., The Replacements, Sonic Youth, XTC, The Smiths, Hüsker Dü, The Stone Roses, The Jesus and Mary Chain etc.	[93, 72, 100]	88.33333333333333	[1.2122151408057047, -0.9439568253313346, 0.2654514735602496]	0.17790326301153989	-0.09427869319915771
71	In 1919, Prohibitionists succeeded in amending the Constitution to prohibit the sale of alcohol.	1919 gelang es Prohibitionisten, die Verfassung zu ändern, um den Verkauf von Alkohol zu verbieten.	[100, 96, 92]	96.0	[0.2654514735602496, 2.8589759330691114, 0.1346385006840237]	1.086355302437795	-0.18959105014801025
72	In October 2016, Farage praised Trump for "dominating" Hillary Clinton, comparing him to a silverback gorilla.	Im Oktober 2016 lobte Farage Trump für die "Dominanz" Hillary Clintons und verglich ihn mit einem Silberrückengorilla.	[100, 80, 78]	86.0	[0.2654514735602496, 0.323687427468814, 0.6177824849607275]	0.40230712866326374	-0.30193108320236206
73	After one short touchdown drive, the Colts recovered the onside kick.	Nach einem kurzen Touchdown-Laufwerk erholten sich die Colts wieder.	[100, 86, 93]	93.0	[0.2654514735602496, 0.5260988760097791, 0.2731443264721028]	0.35489822534737714	-0.6531392931938171
74	In 1943, he mounted Operation Longcloth by the 77th Indian Infantry Brigade.	1943 wurde er von der 77. Indischen Infanterie-Brigade zur Operation LongTuch ernannt.	[100, 100, 78, 50, 68, 45]	73.5	[0.2654514735602496, 0.37321150863630664, -0.23458970556018363, -0.89218775095613, -0.11585824492267038, -0.8843807961895145]	-0.24805891923865706	-0.6341597437858582
75	McKinley soothed ruffled feathers of party bigwigs by mail and in person.	McKinley beruhigte geschwollene Federn von Partybigwigs per Post und persönlich.	[89, 100, 89, 35, 46, 40]	66.5	[0.8113570940985152, 0.2654514735602496, -0.13382149032827656, -1.4963298067383144, -1.0308017456860843, -1.0646619278981369]	-0.4414677338320079	-0.4722192585468292
76	The tornado crossed into Minnesota, where a quonset hut and a pole shed were destroyed before the tornado dissipated near Eldred.	Der Tornado überquerte Minnesota, wo eine quonset Hütte und ein Pole Schuppen zerstört wurden, bevor der Tornado bei Eldred zerstreute.	[75, 80, 89]	81.33333333333333	[-0.7192625881675263, 0.323687427468814, -0.764141530716584]	-0.3865722304717654	-0.35174134373664856
77	Females of the largest, the grey tinamou, weigh up to 2 kg with a length of up to 49 cm.	Die Weibchen des größten, der Grautinamou, wiegen bis zu 2 kg bei einer Länge von bis zu 49 cm.	[100, 93, 80]	91.0	[0.2654514735602496, 0.22412516435479046, 0.323687427468814]	0.27108802179461805	-0.35195648670196533
78	Harris, Jonathan, Byzantium and the Crusades, Bloomsbury, 2nd ed., 2014.	Harris, Jonathan, Byzanz and the Crusades, Bloomsbury, 2nd ed., 2014.	[79, 68, 74]	73.66666666666667	[-1.7001351709682508, -1.4703928161015605, -1.4761214453897777]	-1.5488831441531963	-0.10531815141439438
79	Two Nu Mou, Babus Swain and Ezel Berbier, appear as optional playable characters in Final Fantasy Tactics Advance.	Zwei Nu Mou, Babus Swain und Ezel Berbier, erscheinen als optionale spielbare Charaktere in Final Fantasy Tactics Advance.	[87, 78, 100]	88.33333333333333	[0.568389231147961, 0.006776364268776851, 0.2654514735602496]	0.2802056896589958	-0.16044464707374573
80	Some disaffiliated along with Roman Catholics and other Christian groups in the wake of modern secularization.	Einige waren im Gefolge der modernen Säkularisierung zusammen mit Katholiken und anderen christlichen Gruppen desillusioniert.	[69, 78, 75]	74.0	[-1.4193234201313905, -0.23458970556018363, -0.05103048675956321]	-0.5683145374837124	-0.5418350696563721
81	Darkening of the nipples and areolas due to an increase in hormones.	Verdunkelung der Brustwarzen und Areolas durch eine Zunahme der Hormone.	[82, 86, 100]	89.33333333333333	[0.031867639766508006, 1.2744206170689254, 0.2654514735602496]	0.5239132434652277	-0.32878199219703674
82	Pharnaces set up an ambush with selected infantrymen and all his cavalry.	Pharnaces richtete einen Hinterhalt mit ausgewählten Infanteristen und seiner ganzen Kavallerie ein.	[81, 78, 100]	86.33333333333333	[-0.0754366785097826, 0.006776364268776851, 0.2654514735602496]	0.06559705310641463	-0.3035486042499542
83	The Japanese Gardens at the Irish National Stud, Kildare, Co. Kildare	Die japanischen Gärten im Irish National Stud, Kildare, Co. Kildare	[100, 83, 76]	86.33333333333333	[0.2654514735602496, 0.7990540222688698, -0.4247618509526743]	0.2132478816254817	-0.24795523285865784
84	1979 Prints from Paris, 9 Contemporary Printmakers, The Ruskin School of Drawing and Fine Art, Oxford University, United Kingdom.	1979 Drucke aus Paris, 9 zeitgenössische Druckgraphiker, The Ruskin School of Drawing and Fine Art, Oxford University, Vereinigtes Königreich.	[100, 80, 91, 100, 100, 100]	95.16666666666667	[0.2654514735602496, -0.04441756016769294, 0.04515183701325695, 1.1216191016511512, 1.214968665278659, 1.0987116526053302]	0.6169141949901591	-0.3011500835418701
85	General Sir Edmund Ironside of the British Army comes to Warsaw, via Gdynia.	General Sir Edmund Ironside der Britischen Armee kommt über Gdynia nach Warschau.	[78, 77, 74]	76.33333333333333	[-0.08304754238398711, 0.3948448277206306, -0.6270457621312975]	-0.10508282559821798	-0.22076283395290375
86	Paired with Bryson DeChambeau in the Friday afternoon foursomes, they lost 5 and 4 to Europe's Sergio García and Alex Norén.	Zusammen mit Bryson DeChambeau verloren sie am Freitagnachmittag 4 und 5 an Europas Sergio García und Alex Norén.	[100, 82, 91]	91.0	[0.2654514735602496, 0.14575458522479776, 0.18308283009560491]	0.19809629629355074	-0.313228964805603
87	n. Lactucinus Maximus, consul suffectus in 437 BC.	n. Lactucinus Maximus, Konsul suffectus 437 v. Chr.	[82, 69, 91]	80.66666666666667	[0.14575458522479776, -0.720244941698305, 0.45906575125885857]	-0.03847486840488288	-0.21493369340896606
88	The southern flank flows at first proceeded along a gully before spreading out.	Die Südflanke fließt zunächst entlang einer Rinne, bevor sie sich ausbreitet.	[100, 82, 72, 100, 90, 100]	90.66666666666667	[0.2654514735602496, 0.14575458522479776, -1.6550947727313112, 1.1216191016511512, 0.7990852558407435, 1.0987116526053302]	0.29592121602516014	-0.39465752243995667
